10000000,0,-1,-1,1,0
01000000,0,-1,-1,3.8112e-39,1
00100000,0,-1,-1,1.4292e-17,0
00010000,0,-1,-1,-4.3392e-39,1.3672e-17
00001000,0,-1,-1,-4.2259e-28,0
00000100,0,-1,-1,1.605e-40,-4.1635e-28
00000010,0,-1,-1,1.4644e-17,0
00000001,0,-1,-1,1.2482e-39,1.494e-17
10000000,0,-1,-0.89474,0.94737,0
01000000,0,-1,-0.89474,-2.0663e-39,0.94737
00100000,0,-1,-0.89474,-3.8296e-18,0
00010000,0,-1,-0.89474,0,-3.6633e-18
00001000,0,-1,-0.89474,8.2385e-28,0
00000100,0,-1,-0.89474,-5.9901e-40,8.039e-28
00000010,0,-1,-0.89474,0.052632,0
00000001,0,-1,-0.89474,-4.6583e-39,0.052632
10000000,0,-1,-0.78947,0.89474,0
01000000,0,-1,-0.78947,4.4081e-39,0.89474
00100000,0,-1,-0.78947,1.0261e-18,0
00010000,0,-1,-0.78947,4.4081e-39,9.8157e-19
00001000,0,-1,-0.78947,-2.8728e-27,0
00000100,0,-1,-0.78947,2.2355e-39,-2.7992e-27
00000010,0,-1,-0.78947,0.10526,0
00000001,0,-1,-0.78947,1.7385e-38,0.10526
10000000,0,-1,-0.68421,0.84211,0
01000000,0,-1,-0.68421,-1.7632e-38,0.84211
00100000,0,-1,-0.68421,-2.7495e-19,0
00010000,0,-1,-0.68421,0,-2.6301e-19
00001000,0,-1,-0.68421,1.0667e-26,0
00000100,0,-1,-0.68421,-8.3431e-39,1.0393e-26
00000010,0,-1,-0.68421,0.15789,0
00000001,0,-1,-0.68421,-6.4882e-38,0.15789
10000000,0,-1,-0.57895,0.78947,0
01000000,0,-1,-0.57895,7.6407e-38,0.78947
00100000,0,-1,-0.57895,7.3673e-20,0
00010000,0,-1,-0.57895,-3.5265e-38,7.0474e-20
00001000,0,-1,-0.57895,-3.9797e-26,0
00000100,0,-1,-0.57895,3.1137e-38,-3.8773e-26
00000010,0,-1,-0.57895,0.21053,0
00000001,0,-1,-0.57895,2.4214e-37,0.21053
10000000,0,-1,-0.47368,0.73684,0
01000000,0,-1,-0.47368,-2.9387e-37,0.73684
00100000,0,-1,-0.47368,-1.9741e-20,0
00010000,0,-1,-0.47368,1.5281e-37,-1.8883e-20
00001000,0,-1,-0.47368,1.4852e-25,0
00000100,0,-1,-0.47368,-1.162e-37,1.447e-25
00000010,0,-1,-0.47368,0.26316,0
00000001,0,-1,-0.47368,-9.0369e-37,0.26316
10000000,0,-1,-0.36842,0.68421,0
01000000,0,-1,-0.36842,1.1285e-36,0.68421
00100000,0,-1,-0.36842,5.2895e-21,0
00010000,0,-1,-0.36842,-1.1285e-36,5.0598e-21
00001000,0,-1,-0.36842,-5.5428e-25,0
00000100,0,-1,-0.36842,4.3368e-37,-5.4002e-25
00000010,0,-1,-0.36842,0.31579,0
00000001,0,-1,-0.36842,3.3726e-36,0.31579
10000000,0,-1,-0.26316,0.63158,0
01000000,0,-1,-0.26316,-4.702e-36,0.63158
00100000,0,-1,-0.26316,-1.4173e-21,0
00010000,0,-1,-0.26316,3.9497e-36,-1.3558e-21
00001000,0,-1,-0.26316,2.0686e-24,0
00000100,0,-1,-0.26316,-1.6185e-36,2.0154e-24
00000010,0,-1,-0.26316,0.36842,0
00000001,0,-1,-0.26316,-1.2587e-35,0.36842
10000000,0,-1,-0.15789,0.57895,0
01000000,0,-1,-0.15789,1.7303e-35,0.57895
00100000,0,-1,-0.15789,3.7977e-22,0
00010000,0,-1,-0.15789,-1.5046e-35,3.6328e-22
00001000,0,-1,-0.15789,-7.7202e-24,0
00000100,0,-1,-0.15789,6.0404e-36,-7.5215e-24
00000010,0,-1,-0.15789,0.42105,0
00000001,0,-1,-0.15789,4.6975e-35,0.42105
10000000,0,-1,-0.052632,0.52632,0
01000000,0,-1,-0.052632,-7.2222e-35,0.52632
00100000,0,-1,-0.052632,-1.0176e-22,0
00010000,0,-1,-0.052632,3.6111e-35,-9.734e-23
00001000,0,-1,-0.052632,2.8812e-23,0
00000100,0,-1,-0.052632,-2.2543e-35,2.8071e-23
00000010,0,-1,-0.052632,0.47368,0
00000001,0,-1,-0.052632,-1.7531e-34,0.47368
