a,b,d,C11,C22,C33,C12,anisotropy
1.379310,-0.034483,0.725862,0.404913,0.372192,0.024716,0.055117,1.087915
1.379310,0.034483,0.725862,0.404913,0.372192,0.024716,0.055117,1.087915
1.379310,0.103448,0.732759,0.400355,0.358799,0.031912,0.054715,1.115819
1.379310,0.172414,0.746552,0.391581,0.335796,0.044090,0.054471,1.166129
1.379310,0.241379,0.767241,0.379141,0.308362,0.058203,0.055148,1.229533
1.379310,0.310345,0.794828,0.363675,0.280852,0.071879,0.057273,1.294901
1.379310,0.379310,0.829310,0.339014,0.255949,0.083010,0.061002,1.324535
1.379310,0.448276,0.870690,0.319749,0.234667,0.092975,0.066131,1.362567
1.379310,0.517241,0.918966,0.299468,0.217396,0.101136,0.072307,1.377522
1.379310,0.586207,0.974138,0.278762,0.203966,0.107806,0.079113,1.366708
1.379310,0.655172,1.036207,0.258121,0.194015,0.113280,0.086124,1.330420
1.379310,0.724138,1.105172,0.237986,0.187182,0.117791,0.092969,1.271415
1.379310,0.793103,1.181034,0.218639,0.183089,0.121488,0.099340,1.194166
1.379310,0.862069,1.263793,0.204407,0.181398,0.125899,0.105690,1.126845
1.379310,0.931034,1.353448,0.186852,0.181801,0.128277,0.110693,1.027786
1.379310,1.000000,1.450000,0.170538,0.184015,0.130026,0.114812,0.926761
1.413793,-1.000000,1.414634,0.177148,0.177309,0.130090,0.114879,0.999096
1.413793,-0.931034,1.320437,0.193512,0.175285,0.128177,0.110589,1.103983
1.413793,-0.862069,1.232969,0.206819,0.175000,0.124260,0.104794,1.181819
1.413793,-0.793103,1.152229,0.225049,0.176854,0.121189,0.099025,1.272515
1.413793,-0.724138,1.078217,0.244174,0.181089,0.117442,0.092617,1.348363
1.413793,-0.655172,1.010934,0.263999,0.188064,0.112928,0.085789,1.403773
1.413793,-0.586207,0.950378,0.284231,0.198152,0.107490,0.078834,1.434411
1.413793,-0.517241,0.896552,0.304468,0.211761,0.100886,0.072111,1.437790
1.413793,-0.448276,0.849453,0.324232,0.229299,0.092795,0.066021,1.414014
1.413793,-0.379310,0.809083,0.342940,0.251000,0.082867,0.060959,1.366294
1.413793,-0.310345,0.775442,0.367155,0.276570,0.071682,0.057294,1.327531
1.413793,-0.241379,0.748528,0.382100,0.304940,0.057840,0.055173,1.253034
1.413793,-0.172414,0.728343,0.394097,0.333412,0.043424,0.054473,1.182011
1.413793,-0.103448,0.714886,0.402525,0.357418,0.030882,0.054676,1.126204
1.413793,-0.034483,0.708158,0.406944,0.371474,0.023440,0.055072,1.095486
1.413793,0.034483,0.708158,0.406966,0.371486,0.023446,0.055082,1.095509
1.413793,0.103448,0.714886,0.402577,0.357444,0.030893,0.054697,1.126265
1.413793,0.172414,0.728343,0.394091,0.333411,0.043423,0.054471,1.181998
1.413793,0.241379,0.748528,0.382103,0.304941,0.057840,0.055174,1.253039
1.413793,0.310345,0.775442,0.367133,0.276559,0.071679,0.057289,1.327504
1.413793,0.379310,0.809083,0.342955,0.251006,0.082869,0.060962,1.366322
1.413793,0.448276,0.849453,0.324240,0.229307,0.092796,0.066022,1.414001
1.413793,0.517241,0.896552,0.304484,0.211769,0.100888,0.072113,1.437808
1.413793,0.586207,0.950378,0.284236,0.198154,0.107491,0.078835,1.434422
1.413793,0.655172,1.010934,0.264000,0.188064,0.112928,0.085789,1.403778
1.413793,0.724138,1.078217,0.244172,0.181090,0.117442,0.092617,1.348347
1.413793,0.793103,1.152229,0.225050,0.176854,0.121189,0.099025,1.272519
1.413793,0.862069,1.232969,0.206816,0.174998,0.124259,0.104793,1.181817
1.413793,0.931034,1.320437,0.193516,0.175288,0.128177,0.110590,1.103986
1.413793,1.000000,1.414634,0.177149,0.177309,0.130090,0.114879,0.999095
1.448276,-1.000000,1.380952,0.183689,0.170854,0.130032,0.114818,1.075127
1.448276,-0.931034,1.288998,0.196110,0.168895,0.126528,0.109589,1.161136
1.448276,-0.862069,1.203612,0.213230,0.168833,0.123964,0.104476,1.262963
1.448276,-0.793103,1.124795,0.231315,0.170839,0.120821,0.098638,1.353994
1.448276,-0.724138,1.052545,0.250207,0.175202,0.117046,0.092216,1.428101
1.448276,-0.655172,0.986864,0.269724,0.182295,0.112551,0.085423,1.479602
1.448276,-0.586207,0.927750,0.289556,0.192498,0.107170,0.078538,1.504205
1.448276,-0.517241,0.875205,0.309353,0.206273,0.100656,0.071908,1.499723
1.448276,-0.448276,0.829228,0.328607,0.224047,0.092656,0.065909,1.466690
1.448276,-0.379310,0.789819,0.346786,0.246130,0.082784,0.060919,1.408954
1.448276,-0.310345,0.756979,0.363275,0.272370,0.070777,0.057245,1.333759
1.448276,-0.241379,0.730706,0.385032,0.301551,0.057556,0.055203,1.276837
1.448276,-0.172414,0.711002,0.396599,0.331057,0.042834,0.054477,1.197979
1.448276,-0.103448,0.697865,0.404716,0.356083,0.029921,0.054648,1.136578
1.448276,-0.034483,0.691297,0.408957,0.370790,0.022212,0.055016,1.102935
1.448276,0.034483,0.691297,0.408976,0.370800,0.022216,0.055024,1.102957
1.448276,0.103448,0.697865,0.404734,0.356092,0.029925,0.054655,1.136601
1.448276,0.172414,0.711002,0.396604,0.331060,0.042835,0.054479,1.197983
1.448276,0.241379,0.730706,0.385029,0.301549,0.057556,0.055201,1.276837
1.448276,0.310345,0.756979,0.363292,0.272373,0.070779,0.057248,1.333803
1.448276,0.379310,0.789819,0.346787,0.246131,0.082784,0.060919,1.408953
1.448276,0.448276,0.829228,0.328608,0.224047,0.092656,0.065909,1.466690
1.448276,0.517241,0.875205,0.309342,0.206269,0.100655,0.071907,1.499704
1.448276,0.586207,0.927750,0.289556,0.192498,0.107170,0.078538,1.504204
1.448276,0.655172,0.986864,0.269725,0.182293,0.112550,0.085423,1.479626
1.448276,0.724138,1.052545,0.250200,0.175198,0.117045,0.092214,1.428093
1.448276,0.793103,1.124795,0.231321,0.170840,0.120821,0.098639,1.354021
1.448276,0.862069,1.203612,0.213239,0.168839,0.123966,0.104478,1.262970
1.448276,0.931034,1.288998,0.196112,0.168895,0.126528,0.109589,1.161151
1.448276,1.000000,1.380952,0.183689,0.170853,0.130032,0.114818,1.075127
1.482759,-1.000000,1.348837,0.186421,0.164465,0.128390,0.113738,1.133498
1.482759,-0.931034,1.259022,0.202493,0.162807,0.126252,0.109291,1.243755
1.482759,-0.862069,1.175621,0.219537,0.162906,0.123594,0.104080,1.347635
1.482759,-0.793103,1.098637,0.237451,0.165036,0.120395,0.098194,1.438781
1.482759,-0.724138,1.028067,0.256098,0.169511,0.116611,0.091775,1.510810
1.482759,-0.655172,0.963913,0.275294,0.176694,0.112153,0.085030,1.558020
1.482759,-0.586207,0.906175,0.294750,0.187000,0.106852,0.078228,1.576197
1.482759,-0.517241,0.854852,0.314096,0.200903,0.100444,0.071696,1.563422
1.482759,-0.448276,0.809944,0.332860,0.218893,0.092555,0.065790,1.520655
1.482759,-0.379310,0.771451,0.350538,0.241338,0.082759,0.060875,1.452477
1.482759,-0.310345,0.739374,0.366528,0.268141,0.070737,0.057244,1.366923
1.482759,-0.241379,0.713713,0.387892,0.298173,0.057348,0.055223,1.300892
1.482759,-0.172414,0.694467,0.399048,0.328705,0.042318,0.054473,1.213999
1.482759,-0.103448,0.681636,0.406901,0.354779,0.029030,0.054622,1.146915
1.482759,-0.034483,0.675221,0.411006,0.370167,0.021051,0.054977,1.110327
1.482759,0.034483,0.675221,0.411019,0.370172,0.021054,0.054982,1.110345
1.482759,0.103448,0.681636,0.406861,0.354759,0.029023,0.054607,1.146868
1.482759,0.172414,0.694467,0.399036,0.328700,0.042316,0.054469,1.213983
1.482759,0.241379,0.713713,0.387855,0.298155,0.057342,0.055214,1.300849
1.482759,0.310345,0.739374,0.366511,0.268131,0.070735,0.057241,1.366911
1.482759,0.379310,0.771451,0.350534,0.241332,0.082758,0.060875,1.452499
1.482759,0.448276,0.809944,0.332870,0.218900,0.092556,0.065791,1.520650
1.482759,0.517241,0.854852,0.314095,0.200906,0.100444,0.071695,1.563395
1.482759,0.586207,0.906175,0.294751,0.186999,0.106852,0.078228,1.576213
1.482759,0.655172,0.963913,0.275297,0.176694,0.112153,0.085031,1.558041
1.482759,0.724138,1.028067,0.256103,0.169514,0.116612,0.091776,1.510802
1.482759,0.793103,1.098637,0.237447,0.165035,0.120394,0.098193,1.438771
1.482759,0.862069,1.175621,0.219534,0.162904,0.123594,0.104080,1.347633
1.482759,0.931034,1.259022,0.202494,0.162808,0.126253,0.109291,1.243756
1.482759,1.000000,1.348837,0.186422,0.164464,0.128390,0.113738,1.133508
1.517241,-1.000000,1.318182,0.192730,0.158451,0.128146,0.113475,1.216336
1.517241,-0.931034,1.230408,0.208775,0.156955,0.125893,0.108902,1.330160
1.517241,-0.862069,1.148903,0.225708,0.157190,0.123154,0.103613,1.435893
1.517241,-0.793103,1.073668,0.243448,0.159437,0.119918,0.097699,1.526922
1.517241,-0.724138,1.004702,0.261850,0.164006,0.116144,0.091301,1.596588
1.517241,-0.655172,0.942006,0.280730,0.171265,0.111741,0.084617,1.639153
1.517241,-0.586207,0.885580,0.299813,0.181650,0.106537,0.077905,1.650496
1.517241,-0.517241,0.835423,0.318723,0.195664,0.100253,0.071473,1.628929
1.517241,-0.448276,0.791536,0.337038,0.213852,0.092495,0.065667,1.576039
1.517241,-0.379310,0.753918,0.354197,0.236615,0.082789,0.060827,1.496933
1.517241,-0.310345,0.722571,0.369697,0.263953,0.070768,0.057239,1.400617
1.517241,-0.241379,0.697492,0.390678,0.294806,0.057215,0.055236,1.325202
1.517241,-0.172414,0.678683,0.401463,0.326370,0.041882,0.054468,1.230085
1.517241,-0.103448,0.666144,0.409024,0.353478,0.028203,0.054579,1.157141
1.517241,-0.034483,0.659875,0.412990,0.369554,0.019941,0.054915,1.117535
1.517241,0.034483,0.659875,0.412990,0.369555,0.019941,0.054915,1.117534
1.517241,0.103448,0.666144,0.409020,0.353475,0.028202,0.054578,1.157142
1.517241,0.172414,0.678683,0.401432,0.326356,0.041877,0.054459,1.230043
1.517241,0.241379,0.697492,0.390660,0.294798,0.057212,0.055232,1.325181
1.517241,0.310345,0.722571,0.369696,0.263952,0.070767,0.057239,1.400618
1.517241,0.379310,0.753918,0.354197,0.236615,0.082789,0.060827,1.496937
1.517241,0.448276,0.791536,0.337028,0.213850,0.092494,0.065666,1.576004
1.517241,0.517241,0.835423,0.318722,0.195666,0.100253,0.071473,1.628908
1.517241,0.586207,0.885580,0.299805,0.181648,0.106536,0.077904,1.650474
1.517241,0.655172,0.942006,0.280737,0.171268,0.111742,0.084617,1.639167
1.517241,0.724138,1.004702,0.261852,0.164007,0.116144,0.091301,1.596589
1.517241,0.793103,1.073668,0.243452,0.159440,0.119919,0.097700,1.526922
1.517241,0.862069,1.148903,0.225705,0.157189,0.123154,0.103612,1.435881
1.517241,0.931034,1.230408,0.208766,0.156949,0.125891,0.108900,1.330148
1.517241,1.000000,1.318182,0.192724,0.158448,0.128146,0.113474,1.216324
1.551724,-1.000000,1.288889,0.198948,0.152670,0.127812,0.113112,1.303129
1.551724,-0.931034,1.203065,0.214940,0.151322,0.125456,0.108433,1.420410
1.551724,-0.862069,1.123372,0.231763,0.151687,0.122655,0.103088,1.527898
1.551724,-0.793103,1.049808,0.249315,0.154037,0.119399,0.097163,1.618536
1.551724,-0.724138,0.982375,0.267459,0.158674,0.115648,0.090798,1.685586
1.551724,-0.655172,0.921073,0.286035,0.165996,0.111317,0.084184,1.723141
1.551724,-0.586207,0.865900,0.304744,0.176444,0.106226,0.077567,1.727145
1.551724,-0.517241,0.816858,0.323258,0.190559,0.100085,0.071241,1.696366
1.551724,-0.448276,0.773946,0.341086,0.208896,0.092467,0.065535,1.632804
1.551724,-0.379310,0.737165,0.357791,0.231969,0.082873,0.060776,1.542408
1.551724,-0.310345,0.706513,0.372804,0.259812,0.070867,0.057233,1.434903
1.551724,-0.241379,0.681992,0.385647,0.291478,0.056502,0.055040,1.323075
1.551724,-0.172414,0.663602,0.403831,0.324046,0.041524,0.054462,1.246216
1.551724,-0.103448,0.651341,0.411085,0.352185,0.027442,0.054526,1.167242
1.551724,-0.034483,0.645211,0.414918,0.368960,0.018888,0.054840,1.124562
1.551724,0.034483,0.645211,0.414945,0.368973,0.018893,0.054851,1.124594
1.551724,0.103448,0.651341,0.411138,0.352209,0.027451,0.054545,1.167311
1.551724,0.172414,0.663602,0.403815,0.324038,0.041522,0.054457,1.246198
1.551724,0.241379,0.681992,0.385660,0.291484,0.056504,0.055043,1.323093
1.551724,0.310345,0.706513,0.372801,0.259811,0.070867,0.057233,1.434895
1.551724,0.379310,0.737165,0.357788,0.231964,0.082872,0.060775,1.542428
1.551724,0.448276,0.773946,0.341093,0.208900,0.092468,0.065535,1.632802
1.551724,0.517241,0.816858,0.323252,0.190558,0.100084,0.071242,1.696348
1.551724,0.586207,0.865900,0.304749,0.176443,0.106226,0.077567,1.727177
1.551724,0.655172,0.921073,0.286036,0.165999,0.111318,0.084184,1.723124
1.551724,0.724138,0.982375,0.267475,0.158683,0.115650,0.090798,1.685587
1.551724,0.793103,1.049808,0.249315,0.154036,0.119398,0.097163,1.618556
1.551724,0.862069,1.123372,0.231755,0.151686,0.122654,0.103086,1.527859
1.551724,0.931034,1.203065,0.214941,0.151319,0.125456,0.108433,1.420445
1.551724,1.000000,1.288889,0.198945,0.152666,0.127811,0.113111,1.303136
1.586207,-1.000000,1.260870,0.205076,0.147110,0.127395,0.112662,1.394030
1.586207,-0.931034,1.176912,0.221006,0.145905,0.124953,0.107900,1.514730
1.586207,-0.862069,1.098951,0.237700,0.146389,0.122104,0.102513,1.623751
1.586207,-0.793103,1.026987,0.255059,0.148825,0.118842,0.096592,1.713820
1.586207,-0.724138,0.961019,0.272958,0.153530,0.115133,0.090271,1.777885
1.586207,-0.655172,0.901049,0.291235,0.160897,0.110887,0.083734,1.810068
1.586207,-0.586207,0.847076,0.309587,0.171387,0.105921,0.077217,1.806360
1.586207,-0.517241,0.799100,0.327677,0.185571,0.099932,0.070999,1.765781
1.586207,-0.448276,0.757121,0.345092,0.204060,0.092477,0.065396,1.691126
1.586207,-0.379310,0.721139,0.361287,0.227384,0.083003,0.060718,1.588886
1.586207,-0.310345,0.691154,0.375837,0.255710,0.071029,0.057226,1.469780
1.586207,-0.241379,0.667166,0.388246,0.288131,0.056540,0.055043,1.347464
1.586207,-0.172414,0.649175,0.406149,0.321730,0.041244,0.054455,1.262393
1.586207,-0.103448,0.637181,0.413142,0.350925,0.026759,0.054485,1.177297
1.586207,-0.034483,0.631184,0.416818,0.368399,0.017899,0.054766,1.131430
1.586207,0.034483,0.631184,0.416836,0.368407,0.017902,0.054773,1.131456
1.586207,0.103448,0.637181,0.413172,0.350939,0.026763,0.054495,1.177332
1.586207,0.172414,0.649175,0.406130,0.321721,0.041241,0.054450,1.262368
1.586207,0.241379,0.667166,0.388254,0.288136,0.056541,0.055044,1.347468
1.586207,0.310345,0.691154,0.375839,0.255710,0.071029,0.057226,1.469785
1.586207,0.379310,0.721139,0.361304,0.227389,0.083004,0.060719,1.588921
1.586207,0.448276,0.757121,0.345078,0.204055,0.092476,0.065396,1.691101
1.586207,0.517241,0.799100,0.327680,0.185572,0.099933,0.070999,1.765784
1.586207,0.586207,0.847076,0.309586,0.171389,0.105921,0.077216,1.806336
1.586207,0.655172,0.901049,0.291230,0.160897,0.110887,0.083734,1.810046
1.586207,0.724138,0.961019,0.272965,0.153533,0.115134,0.090271,1.777894
1.586207,0.793103,1.026987,0.255063,0.148825,0.118842,0.096592,1.713845
1.586207,0.862069,1.098951,0.237701,0.146389,0.122104,0.102513,1.623761
1.586207,0.931034,1.176912,0.221002,0.145904,0.124953,0.107899,1.514710
1.586207,1.000000,1.260870,0.205078,0.147112,0.127395,0.112663,1.394026
1.620690,-1.000000,1.234043,0.211116,0.141772,0.126905,0.112140,1.489122
1.620690,-0.931034,1.151871,0.226962,0.140697,0.124391,0.107309,1.613130
1.620690,-0.862069,1.075569,0.243512,0.141283,0.121507,0.101895,1.723575
1.620690,-0.793103,1.005136,0.260686,0.143795,0.118253,0.095990,1.812898
1.620690,-0.724138,0.940572,0.278341,0.148550,0.114597,0.089722,1.873725
1.620690,-0.655172,0.881878,0.296309,0.155946,0.110447,0.083268,1.900077
1.620690,-0.586207,0.829054,0.314321,0.166472,0.105620,0.076852,1.888130
1.620690,-0.517241,0.782098,0.332019,0.180708,0.099797,0.070745,1.837321
1.620690,-0.448276,0.741012,0.348989,0.199316,0.092514,0.065247,1.750933
1.620690,-0.379310,0.705796,0.364753,0.222890,0.083181,0.060658,1.636471
1.620690,-0.310345,0.676449,0.378817,0.251660,0.071253,0.057219,1.505273
1.620690,-0.241379,0.652971,0.390804,0.284811,0.056651,0.055051,1.372152
1.620690,-0.172414,0.635363,0.408392,0.319414,0.041035,0.054444,1.278569
1.620690,-0.103448,0.623624,0.415156,0.349680,0.026145,0.054445,1.187243
1.620690,-0.034483,0.617755,0.418680,0.367864,0.016972,0.054692,1.138138
1.620690,0.034483,0.617755,0.418727,0.367883,0.016980,0.054710,1.138206
1.620690,0.103448,0.623624,0.415129,0.349670,0.026141,0.054436,1.187203
1.620690,0.172414,0.635363,0.408392,0.319413,0.041035,0.054443,1.278570
1.620690,0.241379,0.652971,0.390788,0.284807,0.056650,0.055049,1.372117
1.620690,0.310345,0.676449,0.378811,0.251654,0.071252,0.057219,1.505281
1.620690,0.379310,0.705796,0.364748,0.222889,0.083181,0.060657,1.636454
1.620690,0.448276,0.741012,0.348983,0.199312,0.092513,0.065248,1.750943
1.620690,0.517241,0.782098,0.332028,0.180712,0.099798,0.070745,1.837333
1.620690,0.586207,0.829054,0.314323,0.166473,0.105620,0.076852,1.888128
1.620690,0.655172,0.881878,0.296313,0.155949,0.110448,0.083267,1.900066
1.620690,0.724138,0.940572,0.278353,0.148555,0.114598,0.089722,1.873744
1.620690,0.793103,1.005136,0.260689,0.143798,0.118254,0.095990,1.812888
1.620690,0.862069,1.075569,0.243522,0.141285,0.121507,0.101896,1.723623
1.620690,0.931034,1.151871,0.226960,0.140698,0.124391,0.107308,1.613103
1.620690,1.000000,1.234043,0.211117,0.141774,0.126905,0.112140,1.489112
1.655172,-1.000000,1.208333,0.217056,0.136642,0.126350,0.111553,1.588508
1.655172,-0.931034,1.127874,0.232817,0.135686,0.123775,0.106669,1.715847
1.655172,-0.862069,1.053161,0.249224,0.136365,0.120869,0.101242,1.827624
1.655172,-0.793103,0.984195,0.266210,0.138948,0.117638,0.095361,1.915904
1.655172,-0.724138,0.920977,0.283617,0.143738,0.114044,0.089152,1.973154
1.655172,-0.655172,0.863506,0.301293,0.151157,0.110003,0.082784,1.993252
1.655172,-0.586207,0.811782,0.318948,0.161696,0.105321,0.076474,1.972521
1.655172,-0.517241,0.765805,0.336291,0.175976,0.099677,0.070478,1.911000
1.655172,-0.448276,0.725575,0.352822,0.194671,0.092577,0.065090,1.812404
1.655172,-0.379310,0.691092,0.368135,0.218465,0.083398,0.060592,1.685096
1.655172,-0.310345,0.662356,0.381724,0.247648,0.071530,0.057213,1.541397
1.655172,-0.241379,0.639368,0.393256,0.281496,0.056825,0.055057,1.397022
1.655172,-0.172414,0.622126,0.410603,0.317114,0.040901,0.054440,1.294814
1.655172,-0.103448,0.610632,0.417108,0.348446,0.025597,0.054402,1.197052
1.655172,-0.034483,0.604885,0.420508,0.367358,0.016108,0.054622,1.144681
1.655172,0.034483,0.604885,0.420510,0.367359,0.016108,0.054623,1.144683
1.655172,0.103448,0.610632,0.417070,0.348429,0.025592,0.054389,1.197003
1.655172,0.172414,0.622126,0.410587,0.317107,0.040899,0.054436,1.294790
1.655172,0.241379,0.639368,0.393261,0.281496,0.056826,0.055057,1.397041
1.655172,0.310345,0.662356,0.381732,0.247649,0.071530,0.057213,1.541425
1.655172,0.379310,0.691092,0.368136,0.218464,0.083398,0.060592,1.685108
1.655172,0.448276,0.725575,0.352824,0.194670,0.092577,0.065090,1.812424
1.655172,0.517241,0.765805,0.336266,0.175967,0.099675,0.070479,1.910959
1.655172,0.586207,0.811782,0.318953,0.161694,0.105321,0.076475,1.972566
1.655172,0.655172,0.863506,0.301288,0.151155,0.110002,0.082785,1.993241
1.655172,0.724138,0.920977,0.283624,0.143740,0.114045,0.089153,1.973171
1.655172,0.793103,0.984195,0.266202,0.138945,0.117637,0.095361,1.915886
1.655172,0.862069,1.053161,0.249234,0.136369,0.120871,0.101242,1.827644
1.655172,0.931034,1.127874,0.232814,0.135686,0.123775,0.106668,1.715829
1.655172,1.000000,1.208333,0.217062,0.136642,0.126350,0.111553,1.588545
1.689655,-1.000000,1.183673,0.222907,0.131710,0.125736,0.110911,1.692407
1.689655,-0.931034,1.104856,0.238564,0.130866,0.123114,0.105987,1.822971
1.689655,-0.862069,1.031668,0.254837,0.131632,0.120198,0.100558,1.935977
1.689655,-0.793103,0.964110,0.271614,0.134260,0.116994,0.094710,2.023040
1.689655,-0.724138,0.902182,0.288788,0.139086,0.113475,0.088564,2.076324
1.689655,-0.655172,0.845883,0.306164,0.146513,0.109549,0.082285,2.089679
1.689655,-0.586207,0.795215,0.323519,0.157062,0.105025,0.076080,2.059810
1.689655,-0.517241,0.750176,0.340460,0.171358,0.099565,0.070198,1.986840
1.689655,-0.448276,0.710767,0.356592,0.190130,0.092662,0.064922,1.875517
1.689655,-0.379310,0.676988,0.371448,0.214106,0.083648,0.060522,1.734880
1.689655,-0.310345,0.648839,0.384579,0.243683,0.071857,0.057208,1.578196
1.689655,-0.241379,0.626319,0.395667,0.278205,0.057064,0.055069,1.422216
1.689655,-0.172414,0.609430,0.412720,0.314806,0.040831,0.054432,1.311032
1.689655,-0.103448,0.598170,0.418973,0.347206,0.025109,0.054350,1.206698
1.689655,-0.034483,0.592540,0.422260,0.366863,0.015297,0.054543,1.151001
1.689655,0.034483,0.592540,0.422261,0.366864,0.015297,0.054544,1.151003
1.689655,0.103448,0.598170,0.418970,0.347204,0.025108,0.054349,1.206695
1.689655,0.172414,0.609430,0.412718,0.314803,0.040830,0.054431,1.311033
1.689655,0.241379,0.626319,0.395662,0.278205,0.057063,0.055069,1.422198
1.689655,0.310345,0.648839,0.384572,0.243681,0.071856,0.057208,1.578178
1.689655,0.379310,0.676988,0.371438,0.214103,0.083648,0.060522,1.734855
1.689655,0.448276,0.710767,0.356592,0.190129,0.092662,0.064922,1.875526
1.689655,0.517241,0.750176,0.340455,0.171354,0.099564,0.070200,1.986853
1.689655,0.586207,0.795215,0.323508,0.157059,0.105024,0.076081,2.059791
1.689655,0.655172,0.845883,0.306172,0.146514,0.109550,0.082285,2.089710
1.689655,0.724138,0.902182,0.288794,0.139087,0.113476,0.088564,2.076354
1.689655,0.793103,0.964110,0.271614,0.134261,0.116994,0.094709,2.023040
1.689655,0.862069,1.031668,0.254836,0.131632,0.120198,0.100557,1.935969
1.689655,0.931034,1.104856,0.238567,0.130867,0.123114,0.105987,1.822983
1.689655,1.000000,1.183673,0.222906,0.131710,0.125736,0.110911,1.692397
1.724138,-1.000000,1.160000,0.228661,0.126970,0.125070,0.110221,1.800912
1.724138,-0.931034,1.082759,0.244217,0.126229,0.122410,0.105268,1.934720
1.724138,-0.862069,1.011034,0.260329,0.127067,0.119493,0.099845,2.048754
1.724138,-0.793103,0.944828,0.276923,0.129745,0.116330,0.094035,2.134357
1.724138,-0.724138,0.884138,0.293870,0.134592,0.112892,0.087957,2.183413
1.724138,-0.655172,0.828966,0.310975,0.142022,0.109090,0.081769,2.189631
1.724138,-0.586207,0.779310,0.327988,0.152561,0.104727,0.075671,2.149883
1.724138,-0.517241,0.735172,0.344572,0.166858,0.099461,0.069906,2.065063
1.724138,-0.448276,0.696552,0.360298,0.185686,0.092764,0.064745,1.940360
1.724138,-0.379310,0.663448,0.374700,0.209824,0.083929,0.060448,1.785787
1.724138,-0.310345,0.635862,0.387363,0.239764,0.072227,0.057205,1.615601
1.724138,-0.241379,0.613793,0.398012,0.274933,0.057359,0.055087,1.447665
1.724138,-0.172414,0.597241,0.406469,0.312478,0.040310,0.054017,1.300791
1.724138,-0.103448,0.586207,0.420806,0.345984,0.024685,0.054307,1.216258
1.724138,-0.034483,0.580690,0.423977,0.366396,0.014545,0.054471,1.157157
1.724138,0.034483,0.580690,0.423977,0.366395,0.014545,0.054471,1.157158
1.724138,0.103448,0.586207,0.420808,0.345986,0.024686,0.054308,1.216257
1.724138,0.172414,0.597241,0.406472,0.312481,0.040311,0.054018,1.300790
1.724138,0.241379,0.613793,0.398019,0.274939,0.057359,0.055089,1.447663
1.724138,0.310345,0.635862,0.387358,0.239758,0.072226,0.057205,1.615619
1.724138,0.379310,0.663448,0.374691,0.209820,0.083928,0.060448,1.785772
1.724138,0.448276,0.696552,0.360295,0.185683,0.092763,0.064745,1.940373
1.724138,0.517241,0.735172,0.344571,0.166858,0.099461,0.069906,2.065053
1.724138,0.586207,0.779310,0.327983,0.152561,0.104727,0.075671,2.149854
1.724138,0.655172,0.828966,0.310964,0.142019,0.109089,0.081769,2.189584
1.724138,0.724138,0.884138,0.293865,0.134592,0.112892,0.087958,2.183371
1.724138,0.793103,0.944828,0.276926,0.129745,0.116330,0.094035,2.134379
1.724138,0.862069,1.011034,0.260336,0.127069,0.119494,0.099844,2.048773
1.724138,0.931034,1.082759,0.244219,0.126231,0.122411,0.105268,1.934699
1.724138,1.000000,1.160000,0.228662,0.126970,0.125071,0.110221,1.800907
1.758621,-1.000000,1.137255,0.229954,0.119898,0.121560,0.107260,1.917912
1.758621,-0.931034,1.061528,0.249767,0.121766,0.121670,0.104517,2.051205
1.758621,-0.862069,0.991210,0.265740,0.122672,0.118761,0.099107,2.166268
1.758621,-0.793103,0.926302,0.282146,0.125392,0.115645,0.093340,2.250102
1.758621,-0.724138,0.866802,0.298850,0.130250,0.112295,0.087333,2.294440
1.758621,-0.655172,0.812711,0.315679,0.137672,0.108621,0.081236,2.292984
1.758621,-0.586207,0.764030,0.332388,0.148194,0.104428,0.075245,2.242921
1.758621,-0.517241,0.720757,0.348619,0.162480,0.099362,0.069598,2.145606
1.758621,-0.448276,0.682894,0.363946,0.181335,0.092878,0.064559,2.007038
1.758621,-0.379310,0.650439,0.377873,0.205604,0.084232,0.060372,1.837872
1.758621,-0.310345,0.623394,0.390067,0.235878,0.072635,0.057205,1.653677
1.758621,-0.241379,0.601758,0.400280,0.271676,0.057705,0.055111,1.473375
1.758621,-0.172414,0.585531,0.408387,0.310160,0.040380,0.054013,1.316697
1.758621,-0.103448,0.574713,0.422563,0.344764,0.024319,0.054264,1.225660
1.758621,-0.034483,0.569304,0.425579,0.365921,0.013837,0.054379,1.163034
1.758621,0.034483,0.569304,0.425611,0.365934,0.013841,0.054390,1.163081
1.758621,0.103448,0.574713,0.422537,0.344755,0.024316,0.054256,1.225617
1.758621,0.172414,0.585531,0.408384,0.310164,0.040380,0.054013,1.316672
1.758621,0.241379,0.601758,0.400282,0.271678,0.057705,0.055111,1.473368
1.758621,0.310345,0.623394,0.390062,0.235873,0.072634,0.057205,1.653694
1.758621,0.379310,0.650439,0.377877,0.205606,0.084232,0.060372,1.837868
1.758621,0.448276,0.682894,0.363939,0.181337,0.092879,0.064558,2.006972
1.758621,0.517241,0.720757,0.348633,0.162482,0.099363,0.069597,2.145664
1.758621,0.586207,0.764030,0.332388,0.148192,0.104427,0.075246,2.242958
1.758621,0.655172,0.812711,0.315675,0.137670,0.108621,0.081237,2.292980
1.758621,0.724138,0.866802,0.298851,0.130250,0.112295,0.087333,2.294442
1.758621,0.793103,0.926302,0.282136,0.125389,0.115644,0.093340,2.250084
1.758621,0.862069,0.991210,0.265739,0.122672,0.118761,0.099107,2.166251
1.758621,0.931034,1.061528,0.249778,0.121769,0.121671,0.104517,2.051251
