a,b,d,C11,C22,C33,C12,anisotropy
1.379310,-0.034483,0.725862,0.159665,0.152957,0.001779,0.010088,1.043858
1.379310,0.034483,0.725862,0.159653,0.152949,0.001779,0.010085,1.043830
1.379310,0.103448,0.732759,0.158032,0.147658,0.005185,0.011896,1.070251
1.379310,0.172414,0.746552,0.155018,0.138500,0.011091,0.015177,1.119265
1.379310,0.241379,0.767241,0.150788,0.127379,0.018185,0.019415,1.183773
1.379310,0.310345,0.794828,0.145558,0.116055,0.025361,0.024133,1.254213
1.379310,0.379310,0.829310,0.131145,0.105592,0.031273,0.028490,1.241994
1.379310,0.448276,0.870690,0.124924,0.096841,0.036903,0.033112,1.289985
1.379310,0.517241,0.918966,0.118307,0.089891,0.041709,0.037470,1.316114
1.379310,0.586207,0.974138,0.111441,0.084703,0.045777,0.041489,1.315663
1.379310,0.655172,1.036207,0.104476,0.081136,0.049211,0.045122,1.287666
1.379310,0.724138,1.105172,0.097526,0.079002,0.052097,0.048339,1.234485
1.379310,0.793103,1.181034,0.090703,0.078113,0.054498,0.051125,1.161187
1.379310,0.862069,1.263793,0.089150,0.078860,0.058273,0.055117,1.130483
1.379310,0.931034,1.353448,0.082359,0.080074,0.059949,0.057193,1.028533
1.379310,1.000000,1.450000,0.075907,0.082062,0.061231,0.058838,0.924991
1.413793,-1.000000,1.414634,0.078925,0.078998,0.061258,0.058866,0.999072
1.413793,-0.931034,1.320437,0.085375,0.077130,0.059909,0.057151,1.106899
1.413793,-0.862069,1.232969,0.086959,0.075486,0.056427,0.053445,1.151993
1.413793,-0.793103,1.152229,0.093497,0.075410,0.054442,0.051068,1.239845
1.413793,-0.724138,1.078217,0.100200,0.076398,0.052045,0.048282,1.311550
1.413793,-0.655172,1.010934,0.106983,0.078632,0.049192,0.045091,1.360541
1.413793,-0.586207,0.950378,0.113730,0.082299,0.045814,0.041506,1.381914
1.413793,-0.517241,0.896552,0.120329,0.087599,0.041820,0.037550,1.373638
1.413793,-0.448276,0.849453,0.126645,0.094695,0.037094,0.033259,1.337390
1.413793,-0.379310,0.809083,0.132542,0.103651,0.031531,0.028691,1.278733
1.413793,-0.310345,0.775442,0.146670,0.114404,0.025623,0.024339,1.282039
1.413793,-0.241379,0.748528,0.151595,0.126095,0.018417,0.019602,1.202229
1.413793,-0.172414,0.728343,0.155596,0.137653,0.011230,0.015299,1.130350
1.413793,-0.103448,0.714886,0.158446,0.147215,0.005198,0.011936,1.076290
1.413793,-0.034483,0.708158,0.159992,0.152758,0.001699,0.010068,1.047353
1.413793,0.034483,0.708158,0.159984,0.152753,0.001699,0.010067,1.047338
1.413793,0.103448,0.714886,0.158447,0.147216,0.005198,0.011936,1.076290
1.413793,0.172414,0.728343,0.155591,0.137650,0.011230,0.015299,1.130336
1.413793,0.241379,0.748528,0.151598,0.126097,0.018418,0.019602,1.202236
1.413793,0.310345,0.775442,0.146675,0.114407,0.025623,0.024339,1.282043
1.413793,0.379310,0.809083,0.132543,0.103649,0.031530,0.028691,1.278766
1.413793,0.448276,0.849453,0.126643,0.094694,0.037094,0.033259,1.337382
1.413793,0.517241,0.896552,0.120325,0.087597,0.041819,0.037550,1.373624
1.413793,0.586207,0.950378,0.113730,0.082299,0.045814,0.041506,1.381914
1.413793,0.655172,1.010934,0.106981,0.078630,0.049191,0.045090,1.360561
1.413793,0.724138,1.078217,0.100202,0.076400,0.052046,0.048282,1.311552
1.413793,0.793103,1.152229,0.093499,0.075412,0.054443,0.051069,1.239844
1.413793,0.862069,1.232969,0.086958,0.075485,0.056427,0.053445,1.151999
1.413793,0.931034,1.320437,0.085375,0.077130,0.059909,0.057152,1.106900
1.413793,1.000000,1.414634,0.078924,0.078997,0.061257,0.058865,0.999072
1.448276,-1.000000,1.380952,0.081916,0.076053,0.061235,0.058841,1.077084
1.448276,-0.931034,1.288998,0.083520,0.073655,0.057996,0.055387,1.133939
1.448276,-0.862069,1.203612,0.089786,0.072780,0.056356,0.053376,1.233658
1.448276,-0.793103,1.124795,0.096247,0.072803,0.054360,0.050983,1.322013
1.448276,-0.724138,1.052545,0.102826,0.073883,0.051976,0.048205,1.391750
1.448276,-0.655172,0.986864,0.109432,0.076200,0.049160,0.045046,1.436124
1.448276,-0.586207,0.927750,0.115961,0.079952,0.045844,0.041516,1.450385
1.448276,-0.517241,0.875205,0.122295,0.085352,0.041931,0.037631,1.432838
1.448276,-0.448276,0.829228,0.128313,0.092579,0.037292,0.033411,1.385984
1.448276,-0.379310,0.789819,0.133892,0.101720,0.031799,0.028900,1.316274
1.448276,-0.310345,0.756979,0.138932,0.112632,0.025409,0.024186,1.233510
1.448276,-0.241379,0.730706,0.152395,0.124820,0.018670,0.019799,1.220917
1.448276,-0.172414,0.711002,0.156162,0.136806,0.011385,0.015430,1.141487
1.448276,-0.103448,0.697865,0.158863,0.146779,0.005222,0.011981,1.082326
1.448276,-0.034483,0.691297,0.160328,0.152575,0.001627,0.010052,1.050817
1.448276,0.034483,0.691297,0.160321,0.152571,0.001627,0.010051,1.050801
1.448276,0.103448,0.697865,0.158865,0.146781,0.005222,0.011982,1.082325
1.448276,0.172414,0.711002,0.156153,0.136801,0.011385,0.015430,1.141464
1.448276,0.241379,0.730706,0.152387,0.124815,0.018669,0.019799,1.220903
1.448276,0.310345,0.756979,0.138933,0.112632,0.025409,0.024186,1.233519
1.448276,0.379310,0.789819,0.133896,0.101723,0.031800,0.028900,1.316273
1.448276,0.448276,0.829228,0.128314,0.092581,0.037292,0.033411,1.385976
1.448276,0.517241,0.875205,0.122293,0.085350,0.041931,0.037631,1.432831
1.448276,0.586207,0.927750,0.115959,0.079951,0.045844,0.041516,1.450385
1.448276,0.655172,0.986864,0.109431,0.076198,0.049159,0.045046,1.436137
1.448276,0.724138,1.052545,0.102825,0.073881,0.051975,0.048205,1.391753
1.448276,0.793103,1.124795,0.096247,0.072803,0.054360,0.050983,1.322018
1.448276,0.862069,1.203612,0.089788,0.072782,0.056357,0.053377,1.233657
1.448276,0.931034,1.288998,0.083519,0.073654,0.057995,0.055387,1.133933
1.448276,1.000000,1.380952,0.081915,0.076052,0.061234,0.058841,1.077083
1.482759,-1.000000,1.348837,0.080352,0.072484,0.059275,0.057005,1.108535
1.482759,-0.931034,1.259022,0.086357,0.070955,0.057922,0.055317,1.217070
1.482759,-0.862069,1.175621,0.092577,0.070175,0.056254,0.053274,1.319229
1.482759,-0.793103,1.098637,0.098951,0.070286,0.054251,0.050871,1.407836
1.482759,-0.724138,1.028067,0.105399,0.071445,0.051886,0.048109,1.475235
1.482759,-0.655172,0.963913,0.111828,0.073834,0.049114,0.044989,1.514579
1.482759,-0.586207,0.906175,0.118139,0.077663,0.045868,0.041521,1.521161
1.482759,-0.517241,0.854852,0.124213,0.083148,0.042042,0.037710,1.493872
1.482759,-0.448276,0.809944,0.129936,0.090494,0.037494,0.033567,1.435853
1.482759,-0.379310,0.771451,0.135209,0.099811,0.032078,0.029116,1.354645
1.482759,-0.310345,0.739374,0.139945,0.110983,0.025723,0.024428,1.260953
1.482759,-0.241379,0.713713,0.153162,0.123535,0.018938,0.020007,1.239821
1.482759,-0.172414,0.694467,0.156710,0.135953,0.011556,0.015569,1.152676
1.482759,-0.103448,0.681636,0.159257,0.146335,0.005256,0.012028,1.088300
1.482759,-0.034483,0.675221,0.160645,0.152387,0.001561,0.010033,1.054190
1.482759,0.034483,0.675221,0.160640,0.152385,0.001561,0.010032,1.054175
1.482759,0.103448,0.681636,0.159263,0.146339,0.005257,0.012029,1.088314
1.482759,0.172414,0.694467,0.156696,0.135945,0.011555,0.015568,1.152642
1.482759,0.241379,0.713713,0.153165,0.123537,0.018938,0.020006,1.239831
1.482759,0.310345,0.739374,0.139938,0.110980,0.025723,0.024428,1.260930
1.482759,0.379310,0.771451,0.135211,0.099813,0.032079,0.029116,1.354637
1.482759,0.448276,0.809944,0.129939,0.090495,0.037494,0.033567,1.435872
1.482759,0.517241,0.854852,0.124214,0.083149,0.042042,0.037710,1.493878
1.482759,0.586207,0.906175,0.118136,0.077663,0.045868,0.041521,1.521146
1.482759,0.655172,0.963913,0.111829,0.073836,0.049115,0.044990,1.514567
1.482759,0.724138,1.028067,0.105401,0.071447,0.051887,0.048109,1.475237
1.482759,0.793103,1.098637,0.098950,0.070285,0.054251,0.050871,1.407837
1.482759,0.862069,1.175621,0.092579,0.070177,0.056255,0.053275,1.319223
1.482759,0.931034,1.259022,0.086356,0.070954,0.057922,0.055316,1.217082
1.482759,1.000000,1.348837,0.080351,0.072484,0.059274,0.057004,1.108541
1.517241,-1.000000,1.318182,0.083172,0.069790,0.059205,0.056940,1.191760
1.517241,-0.931034,1.230408,0.089163,0.068356,0.057812,0.055208,1.304392
1.517241,-0.862069,1.148903,0.095329,0.067665,0.056121,0.053140,1.408833
1.517241,-0.793103,1.073668,0.101610,0.067855,0.054119,0.050736,1.497449
1.517241,-0.724138,1.004702,0.107924,0.069087,0.051779,0.047996,1.562142
1.517241,-0.655172,0.942006,0.114177,0.071540,0.049058,0.044922,1.595990
1.517241,-0.586207,0.885580,0.120267,0.075431,0.045886,0.041519,1.594399
1.517241,-0.517241,0.835423,0.126084,0.080989,0.042150,0.037787,1.556806
1.517241,-0.448276,0.791536,0.131524,0.088441,0.037700,0.033725,1.487129
1.517241,-0.379310,0.753918,0.136488,0.097920,0.032365,0.029338,1.393879
1.517241,-0.310345,0.722571,0.140922,0.109337,0.026050,0.024678,1.288883
1.517241,-0.241379,0.697492,0.153909,0.122249,0.019223,0.020223,1.258987
1.517241,-0.172414,0.678683,0.157234,0.135090,0.011741,0.015714,1.163923
1.517241,-0.103448,0.666144,0.159641,0.145891,0.005301,0.012079,1.094253
1.517241,-0.034483,0.659875,0.160974,0.152214,0.001502,0.010018,1.057546
1.517241,0.034483,0.659875,0.160967,0.152210,0.001502,0.010017,1.057528
1.517241,0.103448,0.666144,0.159653,0.145898,0.005302,0.012080,1.094282
1.517241,0.172414,0.678683,0.157240,0.135094,0.011741,0.015715,1.163935
1.517241,0.241379,0.697492,0.153916,0.122253,0.019223,0.020222,1.258994
1.517241,0.310345,0.722571,0.140923,0.109337,0.026050,0.024678,1.288884
1.517241,0.379310,0.753918,0.136492,0.097922,0.032366,0.029338,1.393883
1.517241,0.448276,0.791536,0.131522,0.088440,0.037699,0.033725,1.487128
1.517241,0.517241,0.835423,0.126082,0.080989,0.042150,0.037787,1.556786
1.517241,0.586207,0.885580,0.120271,0.075433,0.045886,0.041519,1.594410
1.517241,0.655172,0.942006,0.114177,0.071540,0.049058,0.044922,1.595986
1.517241,0.724138,1.004702,0.107923,0.069086,0.051779,0.047996,1.562159
1.517241,0.793103,1.073668,0.101609,0.067855,0.054119,0.050736,1.497438
1.517241,0.862069,1.148903,0.095329,0.067665,0.056121,0.053140,1.408842
1.517241,0.931034,1.230408,0.089163,0.068357,0.057812,0.055208,1.304375
1.517241,1.000000,1.318182,0.083173,0.069790,0.059205,0.056940,1.191764
1.551724,-1.000000,1.288889,0.085970,0.067199,0.059096,0.056834,1.279326
1.551724,-0.931034,1.203065,0.091934,0.065855,0.057667,0.055064,1.396012
1.551724,-0.862069,1.123372,0.098042,0.065247,0.055961,0.052979,1.502627
1.551724,-0.793103,1.049808,0.104224,0.065510,0.053965,0.050579,1.590965
1.551724,-0.724138,0.982375,0.110400,0.066803,0.051655,0.047866,1.652640
1.551724,-0.655172,0.921073,0.116476,0.069310,0.048989,0.044843,1.680517
1.551724,-0.586207,0.865900,0.122352,0.073255,0.045895,0.041510,1.670222
1.551724,-0.517241,0.816858,0.127914,0.078874,0.042255,0.037861,1.621755
1.551724,-0.448276,0.773946,0.133069,0.086418,0.037906,0.033883,1.539816
1.551724,-0.379310,0.737165,0.137743,0.096048,0.032658,0.029564,1.434117
1.551724,-0.310345,0.706513,0.141880,0.107700,0.026387,0.024935,1.317361
1.551724,-0.241379,0.681992,0.145468,0.120840,0.019208,0.020140,1.203809
1.551724,-0.172414,0.663602,0.157760,0.134231,0.011940,0.015867,1.175290
1.551724,-0.103448,0.651341,0.160031,0.145453,0.005357,0.012135,1.100228
1.551724,-0.034483,0.645211,0.161292,0.152043,0.001449,0.010003,1.060834
1.551724,0.034483,0.645211,0.161279,0.152035,0.001448,0.010000,1.060799
1.551724,0.103448,0.651341,0.160026,0.145451,0.005357,0.012134,1.100210
1.551724,0.172414,0.663602,0.157757,0.134229,0.011939,0.015867,1.175281
1.551724,0.241379,0.681992,0.145465,0.120838,0.019208,0.020140,1.203806
1.551724,0.310345,0.706513,0.141881,0.107701,0.026387,0.024935,1.317358
1.551724,0.379310,0.737165,0.137738,0.096046,0.032658,0.029564,1.434079
1.551724,0.448276,0.773946,0.133069,0.086417,0.037906,0.033883,1.539843
1.551724,0.517241,0.816858,0.127911,0.078873,0.042255,0.037861,1.621747
1.551724,0.586207,0.865900,0.122346,0.073251,0.045894,0.041510,1.670245
1.551724,0.655172,0.921073,0.116476,0.069310,0.048989,0.044843,1.680512
1.551724,0.724138,0.982375,0.110400,0.066802,0.051654,0.047866,1.652652
1.551724,0.793103,1.049808,0.104225,0.065511,0.053965,0.050580,1.590961
1.551724,0.862069,1.123372,0.098042,0.065247,0.055961,0.052980,1.502624
1.551724,0.931034,1.203065,0.091936,0.065855,0.057668,0.055064,1.396024
1.551724,1.000000,1.288889,0.085971,0.067200,0.059096,0.056834,1.279328
1.586207,-1.000000,1.260870,0.088740,0.064709,0.058951,0.056690,1.371380
1.586207,-0.931034,1.176912,0.094671,0.063448,0.057492,0.054889,1.492096
1.586207,-0.862069,1.098951,0.100712,0.062917,0.055775,0.052793,1.600716
1.586207,-0.793103,1.026987,0.106792,0.063244,0.053788,0.050402,1.688561
1.586207,-0.724138,0.961019,0.112828,0.064590,0.051513,0.047721,1.746822
1.586207,-0.655172,0.901049,0.118729,0.067144,0.048907,0.044752,1.768266
1.586207,-0.586207,0.847076,0.124392,0.071131,0.045896,0.041494,1.748762
1.586207,-0.517241,0.799100,0.129706,0.076804,0.042356,0.037931,1.688782
1.586207,-0.448276,0.757121,0.134582,0.084427,0.038112,0.034040,1.594066
1.586207,-0.379310,0.721139,0.138961,0.094193,0.032956,0.029793,1.475283
1.586207,-0.310345,0.691154,0.142813,0.106069,0.026732,0.025197,1.346424
1.586207,-0.241379,0.667166,0.146141,0.119540,0.019531,0.020381,1.222524
1.586207,-0.172414,0.649175,0.158271,0.133366,0.012151,0.016027,1.186745
1.586207,-0.103448,0.637181,0.160406,0.145009,0.005422,0.012193,1.106179
1.586207,-0.034483,0.631184,0.161597,0.151869,0.001401,0.009987,1.064058
1.586207,0.034483,0.631184,0.161591,0.151865,0.001401,0.009985,1.064039
1.586207,0.103448,0.637181,0.160408,0.145011,0.005422,0.012193,1.106178
1.586207,0.172414,0.649175,0.158265,0.133361,0.012151,0.016026,1.186737
1.586207,0.241379,0.667166,0.146141,0.119539,0.019531,0.020381,1.222545
1.586207,0.310345,0.691154,0.142815,0.106071,0.026733,0.025197,1.346413
1.586207,0.379310,0.721139,0.138961,0.094190,0.032955,0.029793,1.475329
1.586207,0.448276,0.757121,0.134582,0.084426,0.038112,0.034040,1.594085
1.586207,0.517241,0.799100,0.129702,0.076802,0.042355,0.037931,1.688793
1.586207,0.586207,0.847076,0.124392,0.071131,0.045896,0.041494,1.748774
1.586207,0.655172,0.901049,0.118731,0.067145,0.048908,0.044753,1.768275
1.586207,0.724138,0.961019,0.112828,0.064591,0.051513,0.047721,1.746801
1.586207,0.793103,1.026987,0.106790,0.063244,0.053788,0.050402,1.688554
1.586207,0.862069,1.098951,0.100712,0.062917,0.055775,0.052793,1.600719
1.586207,0.931034,1.176912,0.094671,0.063449,0.057492,0.054889,1.492083
1.586207,1.000000,1.260870,0.088741,0.064709,0.058951,0.056690,1.371388
1.620690,-1.000000,1.234043,0.091482,0.062315,0.058772,0.056512,1.468055
1.620690,-0.931034,1.151871,0.097372,0.061133,0.057288,0.054685,1.592784
1.620690,-0.862069,1.075569,0.103340,0.060671,0.055563,0.052582,1.703291
1.620690,-0.793103,1.005136,0.109314,0.061056,0.053592,0.050206,1.790373
1.620690,-0.724138,0.940572,0.115213,0.062450,0.051356,0.047562,1.844877
1.620690,-0.655172,0.881878,0.120939,0.065041,0.048814,0.044652,1.859420
1.620690,-0.586207,0.829054,0.126386,0.069060,0.045887,0.041470,1.830104
1.620690,-0.517241,0.782098,0.131462,0.074777,0.042452,0.037997,1.758052
1.620690,-0.448276,0.741012,0.136063,0.082467,0.038316,0.034196,1.649912
1.620690,-0.379310,0.705796,0.140155,0.092355,0.033255,0.030023,1.517575
1.620690,-0.310345,0.676449,0.143730,0.104448,0.027086,0.025464,1.376087
1.620690,-0.241379,0.652971,0.146802,0.118240,0.019865,0.020629,1.241565
1.620690,-0.172414,0.635363,0.158770,0.132494,0.012375,0.016192,1.198314
1.620690,-0.103448,0.623624,0.160782,0.144569,0.005495,0.012256,1.112146
1.620690,-0.034483,0.617755,0.161913,0.151708,0.001360,0.009974,1.067271
1.620690,0.034483,0.617755,0.161907,0.151704,0.001360,0.009973,1.067255
1.620690,0.103448,0.623624,0.160777,0.144567,0.005495,0.012256,1.112130
1.620690,0.172414,0.635363,0.158767,0.132493,0.012375,0.016192,1.198302
1.620690,0.241379,0.652971,0.146805,0.118241,0.019865,0.020629,1.241575
1.620690,0.310345,0.676449,0.143728,0.104446,0.027086,0.025464,1.376100
1.620690,0.379310,0.705796,0.140157,0.092356,0.033255,0.030023,1.517574
1.620690,0.448276,0.741012,0.136065,0.082467,0.038316,0.034196,1.649926
1.620690,0.517241,0.782098,0.131458,0.074775,0.042451,0.037997,1.758045
1.620690,0.586207,0.829054,0.126387,0.069061,0.045888,0.041470,1.830078
1.620690,0.655172,0.881878,0.120940,0.065043,0.048814,0.044652,1.859396
1.620690,0.724138,0.940572,0.115214,0.062451,0.051357,0.047562,1.844883
1.620690,0.793103,1.005136,0.109313,0.061056,0.053592,0.050206,1.790378
1.620690,0.862069,1.075569,0.103340,0.060670,0.055564,0.052582,1.703302
1.620690,0.931034,1.151871,0.097372,0.061134,0.057288,0.054686,1.592773
1.620690,1.000000,1.234043,0.091482,0.062314,0.058772,0.056512,1.468073
1.655172,-1.000000,1.208333,0.094189,0.060011,0.058561,0.056302,1.569535
1.655172,-0.931034,1.127874,0.100033,0.058904,0.057055,0.054455,1.698234
1.655172,-0.862069,1.053161,0.105926,0.058506,0.055329,0.052350,1.810521
1.655172,-0.793103,0.984195,0.111795,0.058946,0.053378,0.049993,1.896583
1.655172,-0.724138,0.920977,0.117554,0.060378,0.051184,0.047389,1.946961
1.655172,-0.655172,0.863506,0.123107,0.063000,0.048708,0.044540,1.954083
1.655172,-0.586207,0.811782,0.128348,0.067044,0.045871,0.041438,1.914369
1.655172,-0.517241,0.765805,0.133177,0.072791,0.042540,0.038056,1.829577
1.655172,-0.448276,0.725575,0.137518,0.080540,0.038517,0.034348,1.707454
1.655172,-0.379310,0.691092,0.141325,0.090537,0.033555,0.030253,1.560964
1.655172,-0.310345,0.662356,0.144623,0.102831,0.027444,0.025734,1.406414
1.655172,-0.241379,0.639368,0.147453,0.116941,0.020208,0.020882,1.260919
1.655172,-0.172414,0.622126,0.159259,0.131619,0.012609,0.016363,1.210001
1.655172,-0.103448,0.610632,0.161146,0.144125,0.005578,0.012322,1.118101
1.655172,-0.034483,0.604885,0.162203,0.151535,0.001324,0.009958,1.070395
1.655172,0.034483,0.604885,0.162210,0.151539,0.001324,0.009960,1.070412
1.655172,0.103448,0.610632,0.161145,0.144124,0.005578,0.012322,1.118103
1.655172,0.172414,0.622126,0.159251,0.131615,0.012609,0.016363,1.209975
1.655172,0.241379,0.639368,0.147452,0.116941,0.020208,0.020882,1.260913
1.655172,0.310345,0.662356,0.144623,0.102830,0.027444,0.025734,1.406437
1.655172,0.379310,0.691092,0.141329,0.090542,0.033556,0.030252,1.560928
1.655172,0.448276,0.725575,0.137515,0.080539,0.038517,0.034348,1.707429
1.655172,0.517241,0.765805,0.133179,0.072792,0.042540,0.038056,1.829582
1.655172,0.586207,0.811782,0.128351,0.067047,0.045871,0.041438,1.914357
1.655172,0.655172,0.863506,0.123108,0.063001,0.048708,0.044540,1.954077
1.655172,0.724138,0.920977,0.117556,0.060380,0.051185,0.047389,1.946948
1.655172,0.793103,0.984195,0.111794,0.058945,0.053378,0.049993,1.896595
1.655172,0.862069,1.053161,0.105925,0.058505,0.055329,0.052350,1.810523
1.655172,0.931034,1.127874,0.100036,0.058905,0.057056,0.054456,1.698240
1.655172,1.000000,1.208333,0.094191,0.060012,0.058562,0.056303,1.569537
1.689655,-1.000000,1.183673,0.096864,0.057797,0.058321,0.056064,1.675941
1.689655,-0.931034,1.104856,0.102658,0.056760,0.056799,0.054200,1.808635
1.689655,-0.862069,1.031668,0.108472,0.056421,0.055075,0.052098,1.922564
1.689655,-0.793103,0.964110,0.114234,0.056907,0.053146,0.049763,2.007390
1.689655,-0.724138,0.902182,0.119854,0.058374,0.050998,0.047203,2.053193
1.689655,-0.655172,0.845883,0.125239,0.061021,0.048591,0.044418,2.052388
1.689655,-0.586207,0.795215,0.130274,0.065082,0.045844,0.041397,2.001689
1.689655,-0.517241,0.750176,0.134868,0.070850,0.042621,0.038109,1.903575
1.689655,-0.448276,0.710767,0.138947,0.078646,0.038714,0.034497,1.766736
1.689655,-0.379310,0.676988,0.142479,0.088745,0.033856,0.030481,1.605495
1.689655,-0.310345,0.648839,0.145502,0.101224,0.027807,0.026007,1.437432
1.689655,-0.241379,0.626319,0.148083,0.115639,0.020560,0.021141,1.280560
1.689655,-0.172414,0.609430,0.159740,0.130739,0.012854,0.016540,1.221819
1.689655,-0.103448,0.598170,0.161496,0.143673,0.005668,0.012391,1.124050
1.689655,-0.034483,0.592540,0.162508,0.151378,0.001292,0.009947,1.073524
1.689655,0.034483,0.592540,0.162516,0.151383,0.001293,0.009949,1.073545
1.689655,0.103448,0.598170,0.161503,0.143677,0.005668,0.012391,1.124065
1.689655,0.172414,0.609430,0.159733,0.130735,0.012854,0.016539,1.221807
1.689655,0.241379,0.626319,0.148085,0.115639,0.020560,0.021141,1.280576
1.689655,0.310345,0.648839,0.145504,0.101226,0.027807,0.026007,1.437427
1.689655,0.379310,0.676988,0.142481,0.088745,0.033856,0.030481,1.605507
1.689655,0.448276,0.710767,0.138946,0.078646,0.038714,0.034497,1.766724
1.689655,0.517241,0.750176,0.134870,0.070852,0.042621,0.038109,1.903557
1.689655,0.586207,0.795215,0.130272,0.065081,0.045844,0.041397,2.001683
1.689655,0.655172,0.845883,0.125236,0.061020,0.048590,0.044418,2.052380
1.689655,0.724138,0.902182,0.119856,0.058376,0.050998,0.047203,2.053171
1.689655,0.793103,0.964110,0.114233,0.056906,0.053146,0.049763,2.007388
1.689655,0.862069,1.031668,0.108473,0.056422,0.055075,0.052098,1.922542
1.689655,0.931034,1.104856,0.102658,0.056760,0.056799,0.054201,1.808625
1.689655,1.000000,1.183673,0.096866,0.057798,0.058322,0.056065,1.675938
1.724138,-1.000000,1.160000,0.099503,0.055668,0.058054,0.055799,1.787457
1.724138,-0.931034,1.082759,0.105241,0.054696,0.056518,0.053924,1.924113
1.724138,-0.862069,1.011034,0.110976,0.054411,0.054799,0.051828,2.039576
1.724138,-0.793103,0.944828,0.116631,0.054940,0.052897,0.049519,2.122877
1.724138,-0.724138,0.884138,0.122114,0.056437,0.050797,0.047005,2.163742
1.724138,-0.655172,0.828966,0.127304,0.059099,0.048461,0.044285,2.154082
1.724138,-0.586207,0.779310,0.132169,0.063172,0.045808,0.041348,2.092203
1.724138,-0.517241,0.735172,0.136531,0.068953,0.042694,0.038155,1.980053
1.724138,-0.448276,0.696552,0.140350,0.076783,0.038905,0.034640,1.827874
1.724138,-0.379310,0.663448,0.143611,0.086968,0.034153,0.030708,1.651297
1.724138,-0.310345,0.635862,0.146365,0.099624,0.028172,0.026281,1.469174
1.724138,-0.241379,0.613793,0.148711,0.114336,0.020919,0.021403,1.300647
1.724138,-0.172414,0.597241,0.150717,0.129722,0.012938,0.016419,1.161848
1.724138,-0.103448,0.586207,0.161852,0.143226,0.005765,0.012464,1.130044
1.724138,-0.034483,0.580690,0.162805,0.151220,0.001266,0.009936,1.076610
1.724138,0.034483,0.580690,0.162811,0.151223,0.001266,0.009938,1.076628
1.724138,0.103448,0.586207,0.161848,0.143224,0.005765,0.012463,1.130032
1.724138,0.172414,0.597241,0.150716,0.129720,0.012938,0.016419,1.161854
1.724138,0.241379,0.613793,0.148711,0.114339,0.020919,0.021403,1.300609
1.724138,0.310345,0.635862,0.146369,0.099629,0.028173,0.026280,1.469143
1.724138,0.379310,0.663448,0.143614,0.086971,0.034154,0.030708,1.651281
1.724138,0.448276,0.696552,0.140346,0.076781,0.038904,0.034640,1.827862
1.724138,0.517241,0.735172,0.136529,0.068952,0.042694,0.038155,1.980056
1.724138,0.586207,0.779310,0.132164,0.063169,0.045806,0.041348,2.092231
1.724138,0.655172,0.828966,0.127331,0.059099,0.048461,0.044285,2.154533
1.724138,0.724138,0.884138,0.122119,0.056438,0.050798,0.047005,2.163753
1.724138,0.793103,0.944828,0.116629,0.054939,0.052897,0.049519,2.122870
1.724138,0.862069,1.011034,0.110977,0.054412,0.054800,0.051828,2.039582
1.724138,0.931034,1.082759,0.105243,0.054696,0.056518,0.053924,1.924138
1.724138,1.000000,1.160000,0.099504,0.055668,0.058054,0.055800,1.787444
1.758621,-1.000000,1.137255,0.095025,0.050443,0.054096,0.052028,1.883830
1.758621,-0.931034,1.061528,0.107788,0.052711,0.056217,0.053628,2.044897
1.758621,-0.862069,0.991210,0.113441,0.052476,0.054507,0.051541,2.161757
1.758621,-0.793103,0.926302,0.118987,0.053041,0.052633,0.049260,2.243301
1.758621,-0.724138,0.866802,0.124337,0.054562,0.050584,0.046794,2.278833
1.758621,-0.655172,0.812711,0.129384,0.057234,0.048319,0.044142,2.260604
1.758621,-0.586207,0.764030,0.134025,0.061309,0.045759,0.041289,2.186061
1.758621,-0.517241,0.720757,0.138160,0.067098,0.042759,0.038194,2.059090
1.758621,-0.448276,0.682894,0.141729,0.074954,0.039089,0.034778,1.890886
1.758621,-0.379310,0.650439,0.144729,0.085219,0.034449,0.030931,1.698329
1.758621,-0.310345,0.623394,0.147218,0.098038,0.028540,0.026555,1.501633
1.758621,-0.241379,0.601758,0.149322,0.113038,0.021284,0.021670,1.320990
1.758621,-0.172414,0.585531,0.151145,0.128824,0.013206,0.016610,1.173266
1.758621,-0.103448,0.574713,0.162186,0.142768,0.005870,0.012538,1.136013
1.758621,-0.034483,0.569304,0.163102,0.151066,0.001243,0.009927,1.079676
1.758621,0.034483,0.569304,0.163096,0.151063,0.001243,0.009926,1.079660
1.758621,0.103448,0.574713,0.162190,0.142770,0.005870,0.012539,1.136029
1.758621,0.172414,0.585531,0.151145,0.128824,0.013206,0.016610,1.173268
1.758621,0.241379,0.601758,0.149325,0.113038,0.021284,0.021670,1.321015
1.758621,0.310345,0.623394,0.147217,0.098040,0.028540,0.026555,1.501601
1.758621,0.379310,0.650439,0.144723,0.085218,0.034449,0.030932,1.698277
1.758621,0.448276,0.682894,0.141729,0.074955,0.039089,0.034778,1.890859
1.758621,0.517241,0.720757,0.138161,0.067098,0.042759,0.038194,2.059096
1.758621,0.586207,0.764030,0.134026,0.061309,0.045759,0.041289,2.186059
1.758621,0.655172,0.812711,0.129384,0.057234,0.048319,0.044142,2.260600
1.758621,0.724138,0.866802,0.124338,0.054562,0.050584,0.046794,2.278834
1.758621,0.793103,0.926302,0.118987,0.053041,0.052633,0.049260,2.243298
1.758621,0.862069,0.991210,0.113441,0.052476,0.054507,0.051541,2.161779
1.758621,0.931034,1.061528,0.107790,0.052711,0.056218,0.053628,2.044911
