a,b,d,C11,C22,C33,C12,anisotropy
1.910345,-0.862069,0.912486,0.227333,0.082544,0.093499,0.082285,2.754066
1.910345,-0.793103,0.852732,0.238513,0.084402,0.090881,0.078109,2.825920
1.910345,-0.724138,0.797958,0.249570,0.087869,0.088173,0.073802,2.840238
1.910345,-0.655172,0.748164,0.260337,0.093302,0.085314,0.069426,2.790250
1.910345,-0.586207,0.703349,0.270654,0.101181,0.082150,0.065037,2.674943
1.910345,-0.517241,0.663513,0.280379,0.112144,0.078386,0.060664,2.500181
1.910345,-0.448276,0.628657,0.289268,0.126960,0.073517,0.056322,2.278424
1.910345,-0.379310,0.598780,0.297217,0.146515,0.066827,0.051982,2.028578
1.910345,-0.310345,0.573883,0.304015,0.171495,0.057470,0.047599,1.772737
1.910345,-0.241379,0.553965,0.309626,0.201742,0.044884,0.043140,1.534765
1.910345,-0.172414,0.539027,0.314041,0.234964,0.029674,0.038764,1.336551
1.910345,-0.103448,0.529068,0.325903,0.265396,0.014932,0.035560,1.227988
1.910345,-0.034483,0.524088,0.327671,0.284253,0.005220,0.033433,1.152743
1.910345,0.034483,0.524088,0.327663,0.284250,0.005219,0.033431,1.152727
1.910345,0.103448,0.529068,0.325910,0.265399,0.014932,0.035562,1.228003
1.910345,0.172414,0.539027,0.314035,0.234962,0.029674,0.038764,1.336531
1.910345,0.241379,0.553965,0.309602,0.201736,0.044883,0.043140,1.534690
1.910345,0.310345,0.573883,0.304021,0.171496,0.057470,0.047598,1.772758
1.910345,0.379310,0.598780,0.297212,0.146514,0.066827,0.051983,2.028560
1.910345,0.448276,0.628657,0.289288,0.126963,0.073518,0.056319,2.278515
1.910345,0.517241,0.663513,0.280370,0.112142,0.078385,0.060665,2.500135
1.910345,0.586207,0.703349,0.270666,0.101184,0.082151,0.065036,2.674997
1.910345,0.655172,0.748164,0.260336,0.093302,0.085314,0.069427,2.790256
1.910345,0.724138,0.797958,0.249569,0.087869,0.088173,0.073802,2.840239
1.910345,0.793103,0.852732,0.238503,0.084399,0.090879,0.078110,2.825892
1.910345,0.862069,0.912486,0.227336,0.082546,0.093500,0.082285,2.754049
1.910345,0.931034,0.977219,0.216166,0.082035,0.096039,0.086266,2.635063
1.910345,1.000000,1.046931,0.198452,0.080430,0.095539,0.087403,2.467404
1.955172,-1.000000,1.022928,0.203750,0.076716,0.094648,0.086526,2.655908
1.955172,-0.931034,0.954814,0.221492,0.078284,0.095118,0.085385,2.829330
1.955172,-0.862069,0.891565,0.232495,0.078842,0.092624,0.081454,2.948857
1.955172,-0.793103,0.833181,0.243458,0.080712,0.090086,0.077363,3.016402
1.955172,-0.724138,0.779663,0.254246,0.084155,0.087498,0.073171,3.021174
1.955172,-0.655172,0.731010,0.264727,0.089537,0.084804,0.068936,2.956622
1.955172,-0.586207,0.687223,0.274717,0.097344,0.081850,0.064705,2.822117
1.955172,-0.517241,0.648300,0.284061,0.108224,0.078334,0.060502,2.624738
1.955172,-0.448276,0.614243,0.292564,0.122988,0.073744,0.056329,2.378792
1.955172,-0.379310,0.585051,0.300075,0.142579,0.067328,0.052145,2.104626
1.955172,-0.310345,0.560725,0.306401,0.167781,0.058178,0.047873,1.826195
1.955172,-0.241379,0.541264,0.311554,0.198555,0.045636,0.043440,1.569104
1.955172,-0.172414,0.526668,0.315580,0.232669,0.030221,0.038980,1.356344
1.955172,-0.103448,0.516937,0.327259,0.264215,0.015058,0.035624,1.238608
1.955172,-0.034483,0.512072,0.328894,0.283878,0.004988,0.033368,1.158574
1.955172,0.034483,0.512072,0.328894,0.283879,0.004988,0.033369,1.158575
1.955172,0.103448,0.516937,0.327262,0.264216,0.015059,0.035624,1.238613
1.955172,0.172414,0.526668,0.315586,0.232671,0.030221,0.038981,1.356360
1.955172,0.241379,0.541264,0.311528,0.198549,0.045635,0.043441,1.569019
1.955172,0.310345,0.560725,0.306409,0.167782,0.058178,0.047872,1.826230
1.955172,0.379310,0.585051,0.300082,0.142581,0.067329,0.052144,2.104635
1.955172,0.448276,0.614243,0.292584,0.122993,0.073745,0.056326,2.378868
1.955172,0.517241,0.648300,0.284054,0.108223,0.078334,0.060502,2.624715
1.955172,0.586207,0.687223,0.274710,0.097344,0.081850,0.064705,2.822064
1.955172,0.655172,0.731010,0.264723,0.089536,0.084804,0.068936,2.956606
1.955172,0.724138,0.779663,0.254244,0.084154,0.087498,0.073171,3.021180
1.955172,0.793103,0.833181,0.243452,0.080709,0.090085,0.077363,3.016420
1.955172,0.862069,0.891565,0.232493,0.078842,0.092624,0.081455,2.948828
1.955172,0.931034,0.954814,0.221493,0.078284,0.095117,0.085385,2.829356
1.955172,1.000000,1.022928,0.203750,0.076716,0.094648,0.086527,2.655897
2.000000,-1.000000,1.000000,0.213300,0.074448,0.095543,0.087262,2.865066
2.000000,-0.931034,0.933413,0.226718,0.074718,0.094167,0.084478,3.034298
2.000000,-0.862069,0.871581,0.237543,0.075315,0.091721,0.080602,3.153982
2.000000,-0.793103,0.814507,0.248298,0.077189,0.089267,0.076597,3.216745
2.000000,-0.724138,0.762188,0.258843,0.080606,0.086802,0.072519,3.211208
2.000000,-0.655172,0.714625,0.269031,0.085930,0.084273,0.068422,3.130830
2.000000,-0.586207,0.671819,0.278689,0.093649,0.081524,0.064349,2.975869
2.000000,-0.517241,0.633769,0.000001,0.000001,0.000000,0.000000,1.003257
2.000000,-0.448276,0.600476,0.000001,0.000001,0.000000,0.000000,1.003008
2.000000,-0.379310,0.571938,0.000001,0.000001,0.000000,0.000000,1.002802
2.000000,-0.310345,0.548157,0.308748,0.164121,0.058885,0.048138,1.881227
2.000000,-0.241379,0.529132,0.313435,0.195389,0.046404,0.043740,1.604158
2.000000,-0.172414,0.514863,0.317073,0.230373,0.030799,0.039204,1.376349
2.000000,-0.103448,0.505351,0.328559,0.263030,0.015218,0.035691,1.249132
2.000000,-0.034483,0.500595,0.330070,0.283514,0.004784,0.033306,1.164210
2.000000,0.034483,0.500595,0.330070,0.283514,0.004784,0.033306,1.164210
2.000000,0.103448,0.505351,0.328560,0.263030,0.015218,0.035692,1.249133
2.000000,0.172414,0.514863,0.317081,0.230376,0.030799,0.039204,1.376363
2.000000,0.241379,0.529132,0.313425,0.195384,0.046403,0.043742,1.604149
2.000000,0.310345,0.548157,0.308736,0.164117,0.058884,0.048139,1.881191
2.000000,0.379310,0.571938,0.000001,0.000001,0.000000,0.000000,1.002802
2.000000,0.448276,0.600476,0.000001,0.000001,0.000000,0.000000,1.003008
2.000000,0.517241,0.633769,0.000001,0.000001,0.000000,0.000000,1.003257
2.000000,0.586207,0.671819,0.278694,0.093650,0.081525,0.064348,2.975906
2.000000,0.655172,0.714625,0.269032,0.085929,0.084272,0.068422,3.130868
2.000000,0.724138,0.762188,0.258838,0.080604,0.086801,0.072519,3.211227
2.000000,0.793103,0.814507,0.248292,0.077188,0.089266,0.076597,3.216700
2.000000,0.862069,0.871581,0.237537,0.075313,0.091720,0.080602,3.153991
2.000000,0.931034,0.933413,0.226718,0.074719,0.094167,0.084478,3.034296
2.000000,1.000000,1.000000,0.213552,0.074206,0.095393,0.087153,2.877834
