a,b,d,C11,C22,C33,C12,anisotropy
0.700000,-1.000000,2.857143,0.000001,0.000001,0.000000,0.000000,0.992379
0.700000,-0.931034,2.666893,0.000001,0.000001,0.000000,0.000000,0.993239
0.700000,-0.862069,2.490233,0.000001,0.000001,0.000000,0.000000,0.994022
0.700000,-0.793103,2.327162,0.000001,0.000001,0.000000,0.000000,0.994737
0.700000,-0.724138,2.177680,0.000001,0.000001,0.000000,0.000000,0.995397
0.700000,-0.655172,2.041787,0.082696,0.272948,0.083753,0.067927,0.302972
0.700000,-0.586207,1.919484,0.100389,0.271497,0.082092,0.064970,0.369762
0.700000,-0.517241,1.810769,0.121331,0.271946,0.078421,0.060934,0.446158
0.700000,-0.448276,1.715645,0.145533,0.274363,0.072357,0.056022,0.530440
0.700000,-0.379310,1.634109,0.172621,0.278598,0.063692,0.050622,0.619606
0.700000,-0.310345,1.566163,0.201619,0.284206,0.052580,0.045278,0.709411
0.700000,-0.241379,1.511806,0.230673,0.298431,0.040312,0.040876,0.772951
0.700000,-0.172414,1.471038,0.257161,0.304472,0.027325,0.037323,0.844612
0.700000,-0.103448,1.443859,0.277760,0.309247,0.016486,0.035052,0.898181
0.700000,-0.034483,1.430270,0.289181,0.311952,0.010271,0.034011,0.927007
0.700000,0.034483,1.430270,0.289178,0.311945,0.010270,0.034008,0.927015
0.700000,0.103448,1.443859,0.277766,0.309259,0.016488,0.035055,0.898166
0.700000,0.172414,1.471038,0.257164,0.304477,0.027325,0.037324,0.844607
0.700000,0.241379,1.511806,0.230674,0.298434,0.040312,0.040877,0.772948
0.700000,0.310345,1.566163,0.201609,0.284178,0.052578,0.045276,0.709447
0.700000,0.379310,1.634109,0.172627,0.278611,0.063693,0.050621,0.619599
0.700000,0.448276,1.715645,0.145536,0.274373,0.072358,0.056021,0.530430
0.700000,0.517241,1.810769,0.121328,0.271933,0.078420,0.060935,0.446167
0.700000,0.586207,1.919484,0.100387,0.271487,0.082091,0.064972,0.369766
0.700000,0.655172,2.041787,0.082697,0.272950,0.083754,0.067926,0.302973
0.700000,0.724138,2.177680,0.000001,0.000001,0.000000,0.000000,0.995397
0.700000,0.793103,2.327162,0.000001,0.000001,0.000000,0.000000,0.994737
0.700000,0.862069,2.490233,0.000001,0.000001,0.000000,0.000000,0.994022
0.700000,0.931034,2.666893,0.000001,0.000001,0.000000,0.000000,0.993239
0.700000,1.000000,2.857143,0.000001,0.000001,0.000000,0.000000,0.992379
0.744828,-1.000000,2.685185,0.000001,0.000001,0.000000,0.000000,0.992708
0.744828,-0.931034,2.506386,0.000001,0.000001,0.000000,0.000000,0.993509
0.744828,-0.862069,2.340358,0.000001,0.000001,0.000000,0.000000,0.994246
0.744828,-0.793103,2.187101,0.064161,0.267420,0.085631,0.073219,0.239924
0.744828,-0.724138,2.046616,0.077080,0.263510,0.086054,0.071821,0.292511
0.744828,-0.655172,1.918902,0.092571,0.261182,0.085218,0.069335,0.354431
0.744828,-0.586207,1.803959,0.110899,0.260722,0.082772,0.065728,0.425352
0.744828,-0.517241,1.701788,0.132172,0.262303,0.078361,0.061104,0.503888
0.744828,-0.448276,1.612388,0.156268,0.265956,0.071712,0.055732,0.587570
0.744828,-0.379310,1.535760,0.182661,0.271422,0.062726,0.050061,0.672979
0.744828,-0.310345,1.471903,0.210312,0.278217,0.051661,0.044654,0.755925
0.744828,-0.241379,1.420817,0.237379,0.293414,0.039884,0.040369,0.809025
0.744828,-0.172414,1.382503,0.261631,0.300407,0.027611,0.037031,0.870922
0.744828,-0.103448,1.356960,0.280199,0.305893,0.017536,0.034988,0.916002
0.744828,-0.034483,1.344189,0.290392,0.308975,0.011820,0.034086,0.939854
0.744828,0.034483,1.344189,0.290388,0.308968,0.011819,0.034083,0.939864
0.744828,0.103448,1.356960,0.280199,0.305894,0.017536,0.034988,0.916002
0.744828,0.172414,1.382503,0.261635,0.300414,0.027611,0.037032,0.870915
0.744828,0.241379,1.420817,0.237378,0.293412,0.039884,0.040369,0.809027
0.744828,0.310345,1.471903,0.210313,0.278224,0.051661,0.044655,0.755911
0.744828,0.379310,1.535760,0.182658,0.271418,0.062726,0.050061,0.672978
0.744828,0.448276,1.612388,0.156265,0.265953,0.071711,0.055732,0.587566
0.744828,0.517241,1.701788,0.132173,0.262311,0.078362,0.061103,0.503881
0.744828,0.586207,1.803959,0.110896,0.260720,0.082771,0.065729,0.425346
0.744828,0.655172,1.918902,0.092572,0.261185,0.085219,0.069335,0.354431
0.744828,0.724138,2.046616,0.077079,0.263512,0.086054,0.071821,0.292508
0.744828,0.793103,2.187101,0.064159,0.267415,0.085630,0.073219,0.239925
0.744828,0.862069,2.340358,0.000001,0.000001,0.000000,0.000000,0.994246
0.744828,0.931034,2.506386,0.000001,0.000001,0.000000,0.000000,0.993509
0.744828,1.000000,2.685185,0.000001,0.000001,0.000000,0.000000,0.992708
0.789655,-1.000000,2.532751,0.000001,0.000001,0.000000,0.000000,0.992929
0.789655,-0.931034,2.364102,0.051505,0.265292,0.085697,0.076497,0.194145
0.789655,-0.862069,2.207499,0.061054,0.259568,0.087270,0.076437,0.235213
0.789655,-0.793103,2.062942,0.072517,0.254923,0.088080,0.075490,0.284467
0.789655,-0.724138,1.930432,0.086186,0.251681,0.087874,0.073521,0.342442
0.789655,-0.655172,1.809968,0.102313,0.250155,0.086365,0.070449,0.408998
0.789655,-0.586207,1.701551,0.121076,0.250649,0.083254,0.066282,0.483050
0.789655,-0.517241,1.605180,0.142476,0.253287,0.078259,0.061174,0.562508
0.789655,-0.448276,1.520855,0.166270,0.258046,0.071189,0.055448,0.644341
0.789655,-0.379310,1.448577,0.191861,0.264681,0.062035,0.049586,0.724875
0.789655,-0.310345,1.388345,0.218063,0.280201,0.051803,0.044425,0.778240
0.789655,-0.241379,1.340160,0.243369,0.288753,0.039794,0.039978,0.842827
0.789655,-0.172414,1.304020,0.265637,0.296698,0.028119,0.036816,0.895312
0.789655,-0.103448,1.279928,0.282460,0.302910,0.018647,0.034949,0.932490
0.789655,-0.034483,1.267881,0.291614,0.306377,0.013310,0.034148,0.951813
0.789655,0.034483,1.267881,0.291611,0.306372,0.013309,0.034146,0.951818
0.789655,0.103448,1.279928,0.282461,0.302912,0.018647,0.034950,0.932488
0.789655,0.172414,1.304020,0.265639,0.296700,0.028120,0.036817,0.895309
0.789655,0.241379,1.340160,0.243369,0.288753,0.039794,0.039978,0.842827
0.789655,0.310345,1.388345,0.218060,0.280194,0.051802,0.044424,0.778246
0.789655,0.379310,1.448577,0.191862,0.264683,0.062035,0.049586,0.724876
0.789655,0.448276,1.520855,0.166265,0.258039,0.071188,0.055448,0.644341
0.789655,0.517241,1.605180,0.142475,0.253288,0.078259,0.061174,0.562500
0.789655,0.586207,1.701551,0.121076,0.250644,0.083253,0.066282,0.483059
0.789655,0.655172,1.809968,0.102316,0.250170,0.086366,0.070447,0.408987
0.789655,0.724138,1.930432,0.086183,0.251674,0.087873,0.073522,0.342439
0.789655,0.793103,2.062942,0.072515,0.254915,0.088079,0.075491,0.284468
0.789655,0.862069,2.207499,0.061053,0.259566,0.087270,0.076437,0.235212
0.789655,0.931034,2.364102,0.051506,0.265298,0.085697,0.076497,0.194145
0.789655,1.000000,2.532751,0.000001,0.000001,0.000000,0.000000,0.992929
0.834483,-1.000000,2.396694,0.049941,0.258824,0.087024,0.079084,0.192952
0.834483,-0.931034,2.237105,0.058554,0.252583,0.088755,0.079365,0.231819
0.834483,-0.862069,2.088914,0.068807,0.247247,0.089861,0.078856,0.278292
0.834483,-0.793103,1.952123,0.080958,0.243127,0.090141,0.077414,0.332985
0.834483,-0.724138,1.826731,0.095242,0.240534,0.089360,0.074926,0.395962
0.834483,-0.655172,1.712739,0.111856,0.239811,0.087266,0.071335,0.466436
0.834483,-0.586207,1.610145,0.130884,0.241190,0.083608,0.066694,0.542660
0.834483,-0.517241,1.518951,0.152238,0.244801,0.078164,0.061197,0.621886
0.834483,-0.448276,1.439156,0.175599,0.250592,0.070811,0.055200,0.700736
0.834483,-0.379310,1.370761,0.200231,0.265552,0.062407,0.049481,0.754017
0.834483,-0.310345,1.313765,0.225121,0.274755,0.051580,0.044047,0.819351
0.834483,-0.241379,1.268168,0.248767,0.284375,0.039929,0.039690,0.874787
0.834483,-0.172414,1.233970,0.269276,0.293279,0.028728,0.036667,0.918156
0.834483,-0.103448,1.211171,0.284584,0.300224,0.019703,0.034927,0.947905
0.834483,-0.034483,1.199772,0.292858,0.304102,0.014641,0.034200,0.963026
0.834483,0.034483,1.199772,0.292858,0.304101,0.014641,0.034199,0.963027
0.834483,0.103448,1.211171,0.284583,0.300223,0.019703,0.034926,0.947906
0.834483,0.172414,1.233970,0.269273,0.293275,0.028727,0.036666,0.918160
0.834483,0.241379,1.268168,0.248764,0.284369,0.039929,0.039688,0.874791
0.834483,0.310345,1.313765,0.225119,0.274751,0.051580,0.044046,0.819355
0.834483,0.379310,1.370761,0.200230,0.265551,0.062406,0.049481,0.754019
0.834483,0.448276,1.439156,0.175594,0.250584,0.070811,0.055200,0.700739
0.834483,0.517241,1.518951,0.152238,0.244799,0.078164,0.061197,0.621890
0.834483,0.586207,1.610145,0.130885,0.241195,0.083608,0.066694,0.542653
0.834483,0.655172,1.712739,0.111858,0.239814,0.087267,0.071335,0.466436
0.834483,0.724138,1.826731,0.095245,0.240547,0.089361,0.074925,0.395954
0.834483,0.793103,1.952123,0.080957,0.243120,0.090141,0.077415,0.332991
0.834483,0.862069,2.088914,0.068805,0.247239,0.089860,0.078856,0.278295
0.834483,0.931034,2.237105,0.058553,0.252583,0.088755,0.079365,0.231817
0.834483,1.000000,2.396694,0.049941,0.258824,0.087024,0.079084,0.192953
0.879310,-1.000000,2.274510,0.056548,0.246440,0.090088,0.081983,0.229458
0.879310,-0.931034,2.123056,0.065794,0.240495,0.091422,0.081877,0.273578
0.879310,-0.862069,1.982421,0.076677,0.235571,0.092078,0.080939,0.325495
0.879310,-0.793103,1.852603,0.089415,0.231982,0.091864,0.079038,0.385438
0.879310,-0.724138,1.733604,0.104197,0.230044,0.090570,0.076082,0.452943
0.879310,-0.655172,1.625423,0.121149,0.230047,0.087977,0.072046,0.526629
0.879310,-0.586207,1.528059,0.140289,0.232241,0.083877,0.067011,0.604069
0.879310,-0.517241,1.441515,0.161460,0.236730,0.078101,0.061203,0.682043
0.879310,-0.448276,1.365788,0.184286,0.243456,0.070568,0.055003,0.756956
0.879310,-0.379310,1.300879,0.207943,0.259295,0.062219,0.049204,0.801955
0.879310,-0.310345,1.246788,0.231553,0.269547,0.051544,0.043770,0.859047
0.879310,-0.241379,1.203516,0.253669,0.280207,0.040176,0.039485,0.905289
0.879310,-0.172414,1.171062,0.272613,0.290080,0.029317,0.036567,0.939785
0.879310,-0.103448,1.149425,0.286617,0.297800,0.020603,0.034921,0.962449
0.879310,-0.034483,1.138607,0.294131,0.302098,0.015723,0.034241,0.973630
0.879310,0.034483,1.138607,0.294133,0.302099,0.015723,0.034242,0.973628
0.879310,0.103448,1.149425,0.286613,0.297794,0.020602,0.034918,0.962453
0.879310,0.172414,1.171062,0.272613,0.290080,0.029317,0.036567,0.939785
0.879310,0.241379,1.203516,0.253666,0.280204,0.040176,0.039485,0.905291
0.879310,0.310345,1.246788,0.231550,0.269542,0.051544,0.043769,0.859051
0.879310,0.379310,1.300879,0.207946,0.259300,0.062219,0.049204,0.801951
0.879310,0.448276,1.365788,0.184287,0.243459,0.070568,0.055004,0.756954
0.879310,0.517241,1.441515,0.161466,0.236734,0.078102,0.061203,0.682054
0.879310,0.586207,1.528059,0.140284,0.232229,0.083876,0.067011,0.604075
0.879310,0.655172,1.625423,0.121145,0.230036,0.087976,0.072046,0.526636
0.879310,0.724138,1.733604,0.104197,0.230039,0.090570,0.076082,0.452953
0.879310,0.793103,1.852603,0.089415,0.231982,0.091864,0.079039,0.385442
0.879310,0.862069,1.982421,0.076678,0.235573,0.092078,0.080939,0.325494
0.879310,0.931034,2.123056,0.065796,0.240501,0.091423,0.081878,0.273578
0.879310,1.000000,2.274510,0.056546,0.246434,0.090086,0.081983,0.229457
0.924138,-1.000000,2.164179,0.063352,0.234632,0.092783,0.084544,0.270005
0.924138,-0.931034,2.020072,0.073178,0.229020,0.093731,0.084064,0.319526
0.924138,-0.862069,1.886258,0.084612,0.224519,0.093959,0.082721,0.376857
0.924138,-0.793103,1.762738,0.097836,0.221444,0.093293,0.080401,0.441811
0.924138,-0.724138,1.649511,0.112993,0.220102,0.091548,0.077033,0.513366
0.924138,-0.655172,1.546577,0.130160,0.220792,0.088539,0.072614,0.589516
0.924138,-0.586207,1.453937,0.149286,0.223726,0.084091,0.067256,0.667270
0.924138,-0.517241,1.371590,0.170175,0.229022,0.078075,0.061205,0.743049
0.924138,-0.448276,1.299537,0.192305,0.243421,0.071424,0.055196,0.790008
0.924138,-0.379310,1.237777,0.215068,0.253278,0.062160,0.049005,0.849140
0.924138,-0.310345,1.186310,0.237448,0.264521,0.051607,0.043579,0.897650
0.924138,-0.241379,1.145136,0.258164,0.276219,0.040436,0.039352,0.934636
0.924138,-0.172414,1.114256,0.275716,0.287074,0.029796,0.036506,0.960438
0.924138,-0.103448,1.093670,0.288571,0.295577,0.021263,0.034918,0.976300
0.924138,-0.034483,1.083376,0.295441,0.300330,0.016488,0.034272,0.983723
0.924138,0.034483,1.083376,0.295448,0.300337,0.016490,0.034276,0.983720
0.924138,0.103448,1.093670,0.288569,0.295574,0.021263,0.034916,0.976301
0.924138,0.172414,1.114256,0.275711,0.287066,0.029794,0.036504,0.960441
0.924138,0.241379,1.145136,0.258169,0.276226,0.040438,0.039354,0.934633
0.924138,0.310345,1.186310,0.237447,0.264521,0.051607,0.043579,0.897650
0.924138,0.379310,1.237777,0.215065,0.253273,0.062160,0.049005,0.849143
0.924138,0.448276,1.299537,0.192304,0.243420,0.071424,0.055196,0.790009
0.924138,0.517241,1.371590,0.170176,0.229023,0.078076,0.061205,0.743055
0.924138,0.586207,1.453937,0.149281,0.223714,0.084090,0.067256,0.667286
0.924138,0.655172,1.546577,0.130159,0.220791,0.088538,0.072614,0.589509
0.924138,0.724138,1.649511,0.112995,0.220108,0.091549,0.077032,0.513363
0.924138,0.793103,1.762738,0.097836,0.221445,0.093293,0.080401,0.441810
0.924138,0.862069,1.886258,0.084609,0.224512,0.093957,0.082720,0.376859
0.924138,0.931034,2.020072,0.073176,0.229017,0.093730,0.084064,0.319524
0.924138,1.000000,2.164179,0.063352,0.234633,0.092784,0.084544,0.270007
0.968966,-1.000000,2.064057,0.070312,0.223389,0.095136,0.086788,0.314750
0.968966,-0.931034,1.926617,0.080652,0.218114,0.095709,0.085950,0.369771
0.968966,-0.862069,1.798994,0.092557,0.214034,0.095537,0.084231,0.432442
0.968966,-0.793103,1.681188,0.106177,0.211460,0.094466,0.081534,0.502113
0.968966,-0.724138,1.573199,0.121607,0.210685,0.092333,0.077804,0.577195
0.968966,-0.655172,1.475028,0.138868,0.211983,0.088978,0.073064,0.655092
0.968966,-0.586207,1.386673,0.157885,0.215603,0.084263,0.067444,0.732295
0.968966,-0.517241,1.308136,0.178353,0.228043,0.079174,0.061637,0.782102
0.968966,-0.448276,1.239416,0.199830,0.236694,0.071418,0.055106,0.844254
0.968966,-0.379310,1.180513,0.221661,0.247433,0.062168,0.048872,0.895842
0.968966,-0.310345,1.131427,0.242889,0.259654,0.051697,0.043460,0.935432
0.968966,-0.241379,1.092159,0.262318,0.272371,0.040635,0.039275,0.963093
0.968966,-0.172414,1.062707,0.278616,0.284209,0.030098,0.036471,0.980324
0.968966,-0.103448,1.043073,0.290471,0.293530,0.021640,0.034916,0.989578
0.968966,-0.034483,1.033256,0.296778,0.298750,0.016902,0.034287,0.993398
0.968966,0.034483,1.033256,0.296784,0.298757,0.016904,0.034291,0.993396
0.968966,0.103448,1.043073,0.290472,0.293531,0.021641,0.034917,0.989578
0.968966,0.172414,1.062707,0.278617,0.284210,0.030098,0.036471,0.980323
0.968966,0.241379,1.092159,0.262316,0.272369,0.040635,0.039274,0.963093
0.968966,0.310345,1.131427,0.242888,0.259653,0.051696,0.043460,0.935432
0.968966,0.379310,1.180513,0.221663,0.247436,0.062168,0.048872,0.895841
0.968966,0.448276,1.239416,0.199834,0.236699,0.071419,0.055106,0.844251
0.968966,0.517241,1.308136,0.178354,0.228044,0.079174,0.061637,0.782101
0.968966,0.586207,1.386673,0.157881,0.215591,0.084262,0.067443,0.732319
0.968966,0.655172,1.475028,0.138867,0.211986,0.088978,0.073064,0.655077
0.968966,0.724138,1.573199,0.121605,0.210681,0.092332,0.077804,0.577201
0.968966,0.793103,1.681188,0.106174,0.211451,0.094465,0.081533,0.502119
0.968966,0.862069,1.798994,0.092559,0.214036,0.095538,0.084231,0.432448
0.968966,0.931034,1.926617,0.080650,0.218107,0.095707,0.085949,0.369772
0.968966,1.000000,2.064057,0.070313,0.223390,0.095137,0.086789,0.314753
1.013793,-1.000000,1.972789,0.075307,0.205803,0.094288,0.086173,0.365920
1.013793,-0.931034,1.841426,0.088177,0.207754,0.097384,0.087560,0.424430
1.013793,-0.862069,1.719446,0.100477,0.204083,0.096845,0.085495,0.492335
1.013793,-0.793103,1.606850,0.114403,0.201981,0.095414,0.082461,0.566405
1.013793,-0.724138,1.503636,0.130004,0.201722,0.092947,0.078419,0.644473
1.013793,-0.655172,1.409805,0.147277,0.203592,0.089314,0.073410,0.723392
1.013793,-0.586207,1.325358,0.166091,0.213844,0.085584,0.068122,0.776691
1.013793,-0.517241,1.250293,0.186081,0.220783,0.079248,0.061659,0.842824
1.013793,-0.448276,1.184612,0.206880,0.230180,0.071440,0.055049,0.898776
1.013793,-0.379310,1.128313,0.227802,0.241755,0.062196,0.048796,0.942286
1.013793,-0.310345,1.081398,0.247930,0.254903,0.051759,0.043399,0.972641
1.013793,-0.241379,1.043866,0.266179,0.268632,0.040730,0.039241,0.990870
1.013793,-0.172414,1.015717,0.281364,0.281479,0.030201,0.036461,0.999592
1.013793,-0.103448,0.996951,0.292332,0.291637,0.021728,0.034916,1.002383
1.013793,-0.034483,0.987567,0.298148,0.297343,0.016971,0.034290,1.002706
1.013793,0.034483,0.987567,0.298156,0.297351,0.016974,0.034295,1.002707
1.013793,0.103448,0.996951,0.292336,0.291641,0.021729,0.034918,1.002384
1.013793,0.172414,1.015717,0.281368,0.281483,0.030202,0.036463,0.999592
1.013793,0.241379,1.043866,0.266182,0.268634,0.040731,0.039242,0.990870
1.013793,0.310345,1.081398,0.247930,0.254904,0.051759,0.043399,0.972641
1.013793,0.379310,1.128313,0.227801,0.241753,0.062196,0.048795,0.942286
1.013793,0.448276,1.184612,0.206882,0.230182,0.071440,0.055049,0.898775
1.013793,0.517241,1.250293,0.186084,0.220787,0.079249,0.061659,0.842823
1.013793,0.586207,1.325358,0.166088,0.213840,0.085583,0.068122,0.776692
1.013793,0.655172,1.409805,0.147278,0.203592,0.089314,0.073410,0.723397
1.013793,0.724138,1.503636,0.130006,0.201721,0.092947,0.078419,0.644482
1.013793,0.793103,1.606850,0.114400,0.201980,0.095413,0.082461,0.566392
1.013793,0.862069,1.719446,0.100477,0.204084,0.096845,0.085496,0.492331
1.013793,0.931034,1.841426,0.088176,0.207749,0.097384,0.087560,0.424434
1.013793,1.000000,1.972789,0.075308,0.205805,0.094288,0.086173,0.365917
1.058621,-1.000000,1.889251,0.082246,0.195929,0.095946,0.087805,0.419774
1.058621,-0.931034,1.763451,0.095717,0.197911,0.098785,0.088918,0.483638
1.058621,-0.862069,1.646636,0.108340,0.194635,0.097911,0.086538,0.556632
1.058621,-0.793103,1.538807,0.122486,0.192965,0.096161,0.083202,0.634758
1.058621,-0.724138,1.439964,0.138181,0.193186,0.093414,0.078891,0.715274
1.058621,-0.655172,1.350107,0.155388,0.195570,0.089557,0.073660,0.794536
1.058621,-0.586207,1.269235,0.173889,0.206228,0.085738,0.068245,0.843186
1.058621,-0.517241,1.197349,0.193402,0.213778,0.079308,0.061675,0.904685
1.058621,-0.448276,1.134449,0.213504,0.223851,0.071461,0.055020,0.953777
