Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8
1200,133,1.9548872,2.4300000667572,20.1645477747268,0.218199962243983,1.77372332547583,0.7013
1200,133,1.9548872,1.91999995708466,20.1045335783455,0.744650350957148,2.4492500806364,0.7013
1200,133,2.0063316,2.09999990463257,21.2528440144047,0.610984348694502,2.83371695743028,0.7013
1200,133,2.0063316,2.03999996185303,22.4661773961338,0.573103067623932,1.77324987077287,0.7013
1200,133,2.057776,1.98000001907349,31.1157246643861,-0.110797372754674,2.34568303081507,0.7013
1200,133,1.9548872,2.04999995231628,29.4624175368068,0.0840209676986638,1.11239314344682,0.7013
1200,133,2.1606648,2.09999990463257,28.7033863444428,0.47449681641057,1.88031041551996,0.7013
1200,133,1.6976652,2.04999995231628,29.4928126574691,0.241447106642502,2.06899695038296,0.7013
1200,133,0.771666,2.0699999332428,30.2643857084746,0.700041081840167,2.21532846939255,0.7013
1200,133,1.1317768,2.08999991416931,31.9239926641662,0.675850082939447,1.25576754351355,0.7013
1200,133,1.1317768,2.13000011444092,33.0173832199483,0.5540263600381,3.35442475723541,0.7013
1200,133,0.1028888,2.20000004768372,33.899258894678,0.460957782297861,1.85509989260952,0.7013
1200,133,0.0514444,2.10999989509583,36.3676882577285,0.265729972640712,1.42990348179735,0.7013
1200,133,0,2.07999992370605,32.2504243246948,0.283051398193741,3.39852656021565,0.7013
1200,133,0.514444,2.05999994277954,31.5640573323987,0.770544229751556,5.47968419842652,0.7013
1200,133,1.1832212,2.16000008583069,29.6587851685825,-0.312163193059237,2.33000429271816,0.7013
1200,133,1.543332,2.04999995231628,28.0582166055187,-1.30041179741867,-1.21667314057847,0.7013
1200,133,0.771666,2.0699999332428,30.6815558943694,-0.256477907516828,2.11277633610457,0.7013
1200,133,1.0803324,2.04999995231628,27.4398847598477,0.232635932715024,2.31269811167253,0.7013
1200,133,1.7491096,2.0699999332428,24.7688366678513,0.747207721201146,-0.957715039812448,0.7013
1200,133,1.8519984,1.99000000953674,28.1483443628158,0.319819400444424,-0.0112190946664771,0.7013
1200,133,1.6976652,2.15000009536743,28.7784942791937,0.69327328911815,-0.181562808125941,0.7013
1200,133,1.8519984,2.08999991416931,29.4492994677966,0.308938876985878,1.02358558395277,0.7013
1200,133,1.28611,2.08999991416931,28.195522039504,0.647706081004728,3.97647079996868,0.7013
1200,133,1.5947764,2.04999995231628,29.0437146698621,-0.343585448715595,4.60130549147426,0.7013
1200,133,1.543332,2.10999989509583,29.0833983256955,0.139653542344229,3.2257480941114,0.7013
1200,133,0.771666,2.14000010490417,28.973283978431,0.687959738159288,-1.45867425273146,0.7013
1200,133,1.4918876,2.1800000667572,27.154164251037,0.0368191255535536,0.101160986657793,0.7013
1200,133,0.8745548,2.07999992370605,27.066480249333,-0.413992482924082,-0.0550792409485278,0.7013
1200,133,2.1092204,2.15000009536743,29.7785980326919,1.08792925986056,3.02711140925495,0.7013
1200,133,1.6976652,2.22000002861023,28.9945826630642,1.3943384315048,2.8874997695153,0.7013
1200,133,1.0803324,2.10999989509583,30.2925546335481,-0.236497565092202,-1.06814916271731,0.7013
1200,133,2.314998,2.22000002861023,25.4721111370235,-1.02752195762316,-3.92505086322646,0.7013
1200,133,1.6462208,2.1800000667572,27.024102766925,-0.529174162359685,-5.73376324271783,0.7013
1400,133,2.2635536,2.14000010490417,22.2042699605761,-0.0227371742068358,-0.025733863052564,0.62338
1400,133,2.2121092,2.33999991416931,25.5507509542299,0.636823655634859,3.31851416385257,0.62338
1400,133,1.9034428,2.23000001907349,29.5267048154936,-1.17160497414437,-2.72772743179116,0.62338
1400,133,2.2121092,2.25,31.2386833616452,0.845901456491642,2.62204752995594,0.62338
1400,133,1.9548872,2.26999998092651,30.7574209311944,-0.134599299387561,3.94182453478096,0.62338
1400,133,1.9548872,2.33999991416931,31.6450794001461,0.168995791545982,0.0718605660045368,0.62338
1400,133,1.7491096,2.45000004768372,33.8429210842911,0.387897482098578,-0.464325007044531,0.62338
1400,133,0.8745548,2.41000008583069,33.6752551241421,-1.07097779047288,-4.11921615713171,0.62338
1400,133,1.28611,2.30999994277954,33.4131110476892,0.104903046935294,-0.304599486334949,0.62338
1400,133,1.800554,2.40000009536743,34.0688872091012,0.715074223731843,2.48682766081144,0.62338
1400,133,1.8519984,2.39000010490417,34.4676468868303,0.351693211970927,0.922960249464381,0.62338
1400,133,1.8519984,2.41000008583069,31.1422757900398,0.727174291652979,1.94907814659721,0.62338
1400,133,1.3889988,2.36999988555908,30.6467670210342,-0.321498136563383,-5.07132329796376,0.62338
1400,133,1.8519984,2.36999988555908,32.2260423795443,-0.414462779256287,-1.27904367782366,0.62338
1400,133,1.8519984,2.3199999332428,34.1397141695173,0.797069804409575,-1.03903340887911,0.62338
1400,133,1.9034428,2.34999990463257,33.3862248330097,-0.961567522754668,1.74272084144878,0.62338
1400,133,0.9259992,2.28999996185303,33.3362358797388,0.91330419937375,1.34271140994014,0.62338
1400,133,2.057776,2.39000010490417,32.8145737371981,1.13141181703189,5.91130127721802,0.62338
1400,133,2.1092204,2.38000011444092,33.0685493273751,-0.0675496172359926,1.2568603511325,0.62338
1400,133,2.2121092,2.42000007629395,30.8016950327979,-0.598174572314599,1.58366691818041,0.62338
1400,133,1.9548872,2.32999992370605,29.7133318073572,0.774831790917342,-0.879337231703918,0.62338
1400,133,1.800554,2.57999992370605,31.6943410407622,-0.0966700609195315,0.586387400734979,0.62338
1400,133,0.771666,2.42000007629395,33.8531368907288,1.33554104445198,1.43618654009446,0.62338
1400,133,1.028888,2.29999995231628,34.2237456154127,0.267049812113594,2.86265599435606,0.62338
1400,133,0.8745548,2.42000007629395,35.3065597187793,-0.0184684256004085,-0.23264408611007,0.62338
1400,133,1.800554,2.5,35.4886182036285,0.608173068631754,4.84490697249284,0.62338
1400,133,1.1317768,2.4300000667572,36.2821601655019,0.284883902231942,2.00652618626751,0.62338
1400,133,0.9259992,2.29999995231628,37.0217816744075,-0.231338826047911,-0.442731050785443,0.62338
1400,133,2.0063316,2.32999992370605,37.4873125578229,0.524527193300873,0.409454252060338,0.62338
1600,133,1.5947764,2.59999990463257,35.0960837181017,0.376638784896039,3.91848718187171,1.013
1600,133,1.28611,2.34999990463257,34.8623213915141,0.736591320335327,0.858730459035807,1.013
1600,133,2.1092204,2.58999991416931,33.8471718363299,0.28882440553941,3.52672958377119,1.013
1600,133,2.057776,2.5,33.7763412301301,-0.381991223561823,3.5807643727184,1.013
