id,Time,Latitude,Longitude,SpeedOverGround (m/s),CourseOverGround (deg),Temperature (C),Humidity (%),Pressure (hPa),Device1_MAC,Device1_WindSpeed (m/s),Device1_WindAngle (deg),Device1_TrueWindAngle (deg),Device1_TrueWindSpeed (m/s),Device1_CrossWindSpeed (m/s),Device1_TrueWindDirection (deg),Device1_VelocityMadeGood (m/s),Device2_MAC,Device2_WindSpeed (m/s),Device2_WindAngle (deg),Device2_TrueWindAngle (deg),Device2_TrueWindSpeed (m/s),Device2_CrossWindSpeed (m/s),Device2_TrueWindDirection (deg),Device2_VelocityMadeGood (m/s),Device3_MAC,Device3_WindSpeed (m/s),Device3_WindAngle (deg),Device3_TrueWindAngle (deg),Device3_TrueWindSpeed (m/s),Device3_CrossWindSpeed (m/s),Device3_TrueWindDirection (deg),Device3_VelocityMadeGood (m/s)
1,2025-05-16 05:35:01.099446,40.2870802,0.8282457,4.565001964569092,-104.57354298558852,23.670000000000016,49.0,1011.0,,7.9,44.0,78.48720091766512,5.600482017563177,,333.9136579320766,0.9111142757380261,,,,,,,,,,,,,,,,
2,2025-05-16 05:35:06.100052,40.2869235,0.8280232,4.984737873077393,-108.37887359863441,23.670000000000016,49.0,1011.0,,7.5,46.0,87.60974939977207,5.39974659980765,,339.23087580113764,0.20789169945989408,,,,,,,,,,,,,,,,
3,2025-05-16 05:35:11.101076,40.2867325,0.8277741,3.930387258529663,-105.84985262446462,23.670000000000016,49.0,1011.0,,8.1,50.0,78.37787690490899,6.334839813204306,,332.52802428044436,0.7918006480699751,,,,,,,,,,,,,,,,
4,2025-05-16 05:35:16.099749,40.2866184,0.8275544,5.14674711227417,-148.465404101601,23.670000000000016,49.0,1011.0,,7.4,52.0,95.78572701339458,5.861137075490972,,307.3203229117936,-0.5188356437550047,,,,,,,,,,,,,,,,
5,2025-05-16 05:35:21.099764,40.2865111,0.8273023,5.44706916809082,27.618418031627453,23.670000000000016,49.0,1011.0,,7.5,47.0,93.46456550055511,5.495195986058328,,121.08298353218257,-0.32917310468413047,,,,,,,,,,,,,,,,
6,2025-05-16 05:35:26.099911,40.2864103,0.8272364,4.715877532958984,117.97602704293269,23.670000000000016,49.0,1011.0,,6.9,47.0,90.11454789186863,5.046350626179628,,208.0905749348013,-0.009428154646765092,,,,,,,,,,,,,,,,
7,2025-05-16 05:35:31.100030,40.28621,0.8270262,4.591274261474609,117.74056310148566,23.670000000000016,49.0,1011.0,,7.1,46.0,86.1824331241654,5.118670390778246,,203.92299622565105,0.3056862278267406,,,,,,,,,,,,,,,,
8,2025-05-16 05:35:36.099795,40.2860913,0.8268023,4.420874118804932,114.29323002359683,23.670000000000016,49.0,1011.0,,7.0,50.0,89.15980846877557,5.362887698674602,,203.4530384923724,0.06482585466568704,,,,,,,,,,,,,,,,
9,2025-05-16 05:35:41.099717,40.2859445,0.8265641,5.086847305297852,116.39725613704091,23.670000000000016,49.0,1011.0,,7.0,54.0,99.74261693885917,5.745988333904537,,216.13987307590008,-0.8608090432774115,,,,,,,,,,,,,,,,
10,2025-05-16 05:35:46.100099,40.2857828,0.8263811,4.612362384796143,114.03761702409827,23.670000000000016,49.0,1011.0,,6.8,49.0,91.68712799544635,5.134250844903009,,205.72474501954463,-0.13579571286957337,,,,,,,,,,,,,,,,
11,2025-05-16 05:35:51.100713,40.2856969,0.8261836,4.74854850769043,112.50748389528617,23.670000000000016,49.0,1011.0,,7.4,50.0,89.91833471589544,5.668734637267216,,202.42581861118163,0.006768237293510759,,,,,,,,,,,,,,,,
12,2025-05-16 05:35:56.100658,40.2855597,0.8258998,4.651158332824707,113.4544759633301,23.670000000000016,49.0,1011.0,,7.4,45.0,83.65945197779676,5.264794677270637,,197.11392794112686,0.5136632576127367,,,,,,,,,,,,,,,,
13,2025-05-16 05:36:01.100137,40.2854203,0.8256879,4.590371608734131,113.43619837711114,23.670000000000016,49.0,1011.0,,7.8,49.0,84.88540279299522,5.910267130773172,,198.32160117010636,0.40922269921132015,,,,,,,,,,,,,,,,
14,2025-05-16 05:36:06.099808,40.285283,0.8255204,4.440418720245361,116.46542142495764,23.670000000000016,49.0,1011.0,,7.3,60.0,97.12653815307866,6.371205675012721,,213.5919595780363,-0.5508831862036659,,,,,,,,,,,,,,,,
15,2025-05-16 05:36:11.099472,40.2851742,0.8252795,4.6092705726623535,114.09283910353783,23.670000000000016,49.0,1011.0,,7.8,57.0,93.15941665777204,6.551588498497945,,207.25225576130987,-0.2540366406120342,,,,,,,,,,,,,,,,
16,2025-05-16 05:36:16.099695,40.2850648,0.8250585,4.60988187789917,114.32795470533718,23.670000000000016,49.0,1011.0,,7.9,62.0,97.3606174078586,7.033243734328239,,211.6885721131958,-0.5905901080964086,,,,,,,,,,,,,,,,
17,2025-05-16 05:36:21.100066,40.2849279,0.8248576,4.828751087188721,113.7882468175011,23.670000000000016,49.0,1011.0,,7.9,65.0,101.75628756166581,7.313240491509638,,215.54453437916692,-0.9838541181155571,,,,,,,,,,,,,,,,
18,2025-05-16 05:36:26.100227,40.284775,0.8246389,4.969354152679443,113.09882801324753,23.670000000000016,49.0,1011.0,,7.6,55.0,95.59774093372475,6.255385928755969,,208.69656894697226,-0.4847289904650747,,,,,,,,,,,,,,,,
19,2025-05-16 05:36:31.100089,40.2846321,0.8244026,4.731386184692383,114.20020967729043,23.670000000000016,49.0,1011.0,,8.0,53.0,89.2545162166762,6.389624922339894,,203.4547258939666,0.06155902206125678,,,,,,,,,,,,,,,,
20,2025-05-16 05:36:36.100304,40.28448,0.8241433,4.700065612792969,115.24382843152253,23.670000000000016,49.0,1011.0,,8.4,56.0,90.02340914312288,6.963916190694065,,205.2672375746454,-0.0019202898798259948,,,,,,,,,,,,,,,,
