id,Time,Latitude,Longitude,SpeedOverGround (m/s),CourseOverGround (deg),Temperature (C),Humidity (%),Pressure (hPa),Device1_MAC,Device1_WindSpeed (m/s),Device1_WindAngle (deg),Device1_TrueWindAngle (deg),Device1_TrueWindSpeed (m/s),Device1_CrossWindSpeed (m/s),Device1_TrueWindDirection (deg),Device1_VelocityMadeGood (m/s),Device2_MAC,Device2_WindSpeed (m/s),Device2_WindAngle (deg),Device2_TrueWindAngle (deg),Device2_TrueWindSpeed (m/s),Device2_CrossWindSpeed (m/s),Device2_TrueWindDirection (deg),Device2_VelocityMadeGood (m/s),Device3_MAC,Device3_WindSpeed (m/s),Device3_WindAngle (deg),Device3_TrueWindAngle (deg),Device3_TrueWindSpeed (m/s),Device3_CrossWindSpeed (m/s),Device3_TrueWindDirection (deg),Device3_VelocityMadeGood (m/s)
1,2025-05-15 19:35:46.440750,41.2231784,2.1491892,4.113603115081787,-104.87887976224478,23.670000000000016,49.0,1011.0,,9.6,335.0,318.50740471552797,6.123762919778587,,213.6285249532832,3.081258827970655,,,,,,,,,,,,,,,,
2,2025-05-15 19:35:51.440431,41.2229743,2.1491573,4.507569789886475,-107.99652643908627,23.670000000000016,49.0,1011.0,,9.6,336.0,317.5084715063846,5.780578102991721,,209.5119450672983,3.3237792743106196,,,,,,,,,,,,,,,,
3,2025-05-15 19:35:56.440506,41.2227979,2.1489809,4.678926467895508,-123.22088832545046,23.670000000000016,49.0,1011.0,,9.5,337.0,317.6054061303062,5.505437036395938,,194.38451780485576,3.455475913608335,,,,,,,,,,,,,,,,
4,2025-05-15 19:36:01.441095,41.2226368,2.1488382,4.398501873016357,-132.65813338090038,23.670000000000016,49.0,1011.0,,9.6,334.0,315.1463778143897,5.9667872965067135,,182.48824443348934,3.1181462303091263,,,,,,,,,,,,,,,,
5,2025-05-15 19:36:06.440834,41.2225244,2.1487107,4.019442558288574,-144.73773273941813,23.670000000000016,49.0,1011.0,,9.6,340.0,326.7163927993948,5.98303774472521,,181.97866005997665,3.3601109153339164,,,,,,,,,,,,,,,,
6,2025-05-15 19:36:11.441146,41.2223578,2.1485869,4.365688800811768,-143.90893026477212,23.670000000000016,49.0,1011.0,,10.1,338.0,322.87877141469744,6.26927077641283,,178.96984114992532,3.4810272823673456,,,,,,,,,,,,,,,,
7,2025-05-15 19:36:16.440916,41.2222029,2.1484308,4.02797269821167,-60.879081166778604,23.670000000000016,49.0,1011.0,,9.1,335.0,317.652182427346,5.709111406390819,,256.7731012605674,2.976950393175829,,,,,,,,,,,,,,,,
8,2025-05-15 19:36:21.441074,41.2220663,2.1483111,3.805051326751709,162.06237096537208,23.670000000000016,49.0,1011.0,,9.6,336.0,321.81700989492475,6.316449823335581,,123.8793808602968,2.990924260213297,,,,,,,,,,,,,,,,
9,2025-05-15 19:36:26.440240,41.2219517,2.1481481,3.966111183166504,158.2419866153955,23.670000000000016,49.0,1011.0,,10.1,334.0,319.10225661563464,6.762599509489551,,117.34424323103013,2.9979011695218523,,,,,,,,,,,,,,,,
10,2025-05-15 19:36:31.440361,41.2218066,2.1479702,4.9735236167907715,159.41665620923263,23.670000000000016,49.0,1011.0,,9.6,336.0,314.19536447938356,5.446096852031307,,113.61202068861621,3.46707861956529,,,,,,,,,,,,,,,,
11,2025-05-15 19:36:36.441117,41.2216288,2.1478561,4.424596309661865,158.42361500580446,23.670000000000016,49.0,1011.0,,9.6,339.0,322.83227366185974,5.694496950066236,,121.25588866766418,3.525829615357492,,,,,,,,,,,,,,,,
12,2025-05-15 19:36:41.441244,41.2215016,2.1476863,4.1305975914001465,157.53431071549048,23.670000000000016,49.0,1011.0,,10.0,338.0,323.92177052587505,6.361239543745161,,121.4560812413655,3.3384055664728476,,,,,,,,,,,,,,,,
13,2025-05-15 19:36:46.441113,41.2213762,2.1475547,4.6077752113342285,159.83221857871453,23.670000000000016,49.0,1011.0,,9.8,337.0,319.0528946726301,5.842824254025327,,118.88511325134459,3.4803213797136214,,,,,,,,,,,,,,,,
14,2025-05-15 19:36:51.440519,41.2212168,2.147425,4.030930995941162,157.65542362985315,23.670000000000016,49.0,1011.0,,10.2,340.0,327.86574095637656,6.55870017714363,,125.5211645862297,3.4134086086396414,,,,,,,,,,,,,,,,
15,2025-05-15 19:36:56.441320,41.2211157,2.147304,4.288769245147705,160.50754670271039,23.670000000000016,49.0,1011.0,,9.8,336.0,319.4814863723384,6.135228002902432,,119.98903307504878,3.2603055416482802,,,,,,,,,,,,,,,,
16,2025-05-15 19:37:01.440854,41.2209498,2.1471051,3.6817526817321777,158.76873080418687,23.670000000000016,49.0,1011.0,,11.0,336.0,324.9052606064581,7.781994420527707,,123.67399141064499,3.0124192781324415,,,,,,,,,,,,,,,,
17,2025-05-15 19:37:06.441196,41.2208331,2.1470111,4.344247817993164,156.82336998516217,23.670000000000016,49.0,1011.0,,10.4,338.0,323.67332171374346,6.5766121379376665,,120.49669169890564,3.499954286298292,,,,,,,,,,,,,,,,
18,2025-05-15 19:37:11.440790,41.2206857,2.1468659,5.114728927612305,158.70684929030656,23.670000000000016,49.0,1011.0,,10.4,338.0,319.2910654331076,5.973335340817833,,117.99791472341417,3.8771314734893862,,,,,,,,,,,,,,,,
19,2025-05-15 19:37:16.441087,41.2205393,2.1467075,3.910037040710449,158.5712017333901,23.670000000000016,49.0,1011.0,,10.2,338.0,325.4405824070409,6.735858970886278,,124.01178414043102,3.2200655070199047,,,,,,,,,,,,,,,,
20,2025-05-15 19:37:21.441794,41.2204081,2.1465698,3.9897310733795166,159.22664034652288,23.670000000000016,49.0,1011.0,,10.2,338.0,325.0522678081625,6.670381071404505,,124.27890815468538,3.270282601348593,,,,,,,,,,,,,,,,
21,2025-05-15 19:37:26.441184,41.2202866,2.146486,3.920253276824951,160.36672186240307,23.670000000000016,49.0,1011.0,,10.7,336.0,323.3747112411929,7.295062225507392,,123.74143310359602,3.1462158890855494,,,,,,,,,,,,,,,,
22,2025-05-15 19:37:31.440865,41.2200989,2.1462304,4.0299787521362305,159.28288012414876,23.670000000000016,49.0,1011.0,,10.5,338.0,325.4174106140003,6.929904245001015,,124.70029073814908,3.317917303519726,,,,,,,,,,,,,,,,
23,2025-05-15 19:37:36.440979,41.2199106,2.1461503,5.949468612670898,160.62484837151618,23.670000000000016,49.0,1011.0,,10.4,335.0,308.34003144415584,5.603707909890181,,108.96487981567202,3.690617137134891,,,,,,,,,,,,,,,,
24,2025-05-15 19:37:41.440626,41.2198038,2.1460196,4.1016058921813965,222.84107971191406,23.670000000000016,49.0,1011.0,,9.7,335.0,318.8416619751773,6.22874097403742,,181.68274168709138,3.0880731069022485,,,,,,,,,,,,,,,,
25,2025-05-15 19:37:46.442312,41.219707,2.1458351,3.9801523685455322,158.03496358165242,23.670000000000016,49.0,1011.0,,11.0,335.0,322.181636319007,7.5817059427496,,120.21659990065939,3.144155318133221,,,,,,,,,,,,,,,,
26,2025-05-15 19:37:51.440867,41.2195995,2.1457135,3.750906467437744,158.84352137559853,23.670000000000016,49.0,1011.0,,10.4,339.0,327.9733897828442,7.027974377253812,,126.81691115844274,3.1800255966971376,,,,,,,,,,,,,,,,
27,2025-05-15 19:37:56.441295,41.2194689,2.1455525,4.169344902038574,158.01310697630836,23.670000000000016,49.0,1011.0,,9.5,336.0,319.40711397328676,5.938400548691895,,117.42022094959509,3.1660008198186977,,,,,,,,,,,,,,,,
28,2025-05-15 19:38:01.441291,41.2193041,2.1454692,3.721066951751709,159.16854275744274,23.670000000000016,49.0,1011.0,,9.4,340.0,327.83401129281015,6.038969044994727,,127.00255405025291,3.14991791899555,,,,,,,,,,,,,,,,
29,2025-05-15 19:38:06.440546,41.2191139,2.1452999,4.03072452545166,161.31352268515022,23.670000000000016,49.0,1011.0,,10.6,334.0,319.78882465462823,7.1974694607354985,,121.10234733977848,3.0781438812228266,,,,,,,,,,,,,,,,
30,2025-05-15 19:38:11.441063,41.2189858,2.1451821,3.9095025062561035,159.9091674899039,23.670000000000016,49.0,1011.0,,10.5,337.0,324.5191000391354,7.068321808107289,,124.42826752903932,3.1835432930481713,,,,,,,,,,,,,,,,
31,2025-05-15 19:38:16.440476,41.2188449,2.145023,4.069988250732422,157.3173975678292,23.670000000000016,49.0,1011.0,,10.4,334.0,319.177174545749,6.974002812529552,,116.49457211357822,3.0799012822700957,,,,,,,,,,,,,,,,
32,2025-05-15 19:38:21.441058,41.2186984,2.1448513,4.210244178771973,154.85370735307058,23.670000000000016,49.0,1011.0,,9.9,339.0,324.8150966278723,6.157129626261929,,119.66880398094293,3.4410188913181834,,,,,,,,,,,,,,,,
33,2025-05-15 19:38:26.441371,41.2185897,2.144733,3.69163179397583,160.30960782056343,23.670000000000016,49.0,1011.0,,10.2,337.0,325.0269148547773,6.953098563849481,,125.33652267534075,3.0250020672662257,,,,,,,,,,,,,,,,
34,2025-05-15 19:38:31.441,41.2184376,2.1445481,3.5201165676116943,158.349794321255,23.670000000000016,49.0,1011.0,,10.3,336.0,324.57410358132006,7.227448978364582,,122.92389790257505,2.8684229207069705,,,,,,,,,,,,,,,,
35,2025-05-15 19:38:36.441117,41.2182871,2.1444005,3.858814001083374,157.42157161305025,23.670000000000016,49.0,1011.0,,10.0,337.0,323.8386877387927,6.621880787480812,,121.26025935184293,3.1154479116749636,,,,,,,,,,,,,,,,
36,2025-05-15 19:38:41.440857,41.2181404,2.1442627,4.065983772277832,158.8427290736548,23.670000000000016,49.0,1011.0,,10.4,334.0,319.19867219487094,6.977033631385331,,118.04140126852576,3.0778680410032426,,,,,,,,,,,,,,,,
37,2025-05-15 19:38:46.440443,41.2179809,2.1440901,4.0354766845703125,159.15740954909563,23.670000000000016,49.0,1011.0,,10.6,333.0,318.3420429752553,7.239999152173432,,117.49945252435094,3.0150100357201945,,,,,,,,,,,,,,,,
38,2025-05-15 19:38:51.440331,41.2178343,2.1439211,4.069944858551025,158.16190947756627,23.670000000000016,49.0,1011.0,,9.9,335.0,319.5217104169421,6.445131599352912,,117.68361989450835,3.095811691368971,,,,,,,,,,,,,,,,
39,2025-05-15 19:38:56.441097,41.2176896,2.1437724,3.951430082321167,159.28777053959448,23.670000000000016,49.0,1011.0,,9.7,337.0,322.7125434016453,6.256194902629966,,122.00031394123977,3.1437819838619454,,,,,,,,,,,,,,,,
40,2025-05-15 19:39:01.441181,41.2175542,2.1436239,3.9236767292022705,158.63227728494837,23.670000000000016,49.0,1011.0,,10.0,332.0,316.2595417764812,6.790229790748522,,114.8918190614296,2.834774484804582,,,,,,,,,,,,,,,,
41,2025-05-15 19:39:06.441125,41.2174513,2.1435042,4.148951530456543,155.00936736425518,23.670000000000016,49.0,1011.0,,9.8,332.0,314.39032147354146,6.4383993488024895,,109.39968883779665,2.9023685079594452,,,,,,,,,,,,,,,,
42,2025-05-15 19:39:11.440513,41.2173163,2.1433609,3.7711262702941895,159.33159303330928,23.670000000000016,49.0,1011.0,,10.0,337.0,324.28163257973404,6.6928762614250505,,123.61322561304331,3.0617639115013127,,,,,,,,,,,,,,,,
43,2025-05-15 19:39:16.440881,41.2172017,2.1432289,4.198504447937012,159.85982620333974,23.670000000000016,49.0,1011.0,,9.7,334.0,316.747317338441,6.205624711237345,,116.60714354178072,3.05793406062789,,,,,,,,,,,,,,,,
44,2025-05-15 19:39:21.440498,41.2170669,2.1430745,4.120180606842041,157.09962381633252,23.670000000000016,49.0,1011.0,,10.4,335.0,320.36024249745094,6.889523311452529,,117.45986631378344,3.1728305669044508,,,,,,,,,,,,,,,,
45,2025-05-15 19:39:26.440286,41.2169202,2.1429226,4.240832328796387,-103.96108675290265,23.670000000000016,49.0,1011.0,,10.4,336.0,321.1941785280038,6.749921639587481,,217.23309177510117,3.3047716255555497,,,,,,,,,,,,,,,,
46,2025-05-15 19:39:31.441126,41.2169202,2.1429226,4.240832328796387,-103.96108675290265,23.670000000000016,49.0,1011.0,,9.9,334.0,317.0201536898327,6.3658690562369555,,213.05906693693004,3.1025655703033297,,,,,,,,,,,,,,,,
47,2025-05-15 19:39:36.440893,41.2169202,2.1429226,4.240832328796387,-103.96108675290265,23.670000000000016,49.0,1011.0,,9.8,333.0,315.2686861480318,6.321702072322975,,211.30759939512916,3.0127506510146027,,,,,,,,,,,,,,,,
48,2025-05-15 19:39:41.440886,41.2169202,2.1429226,4.240832328796387,-103.96108675290265,23.670000000000016,49.0,1011.0,,9.6,337.0,320.7805323563251,5.932410084217954,,216.81944560342248,3.2854987432012095,,,,,,,,,,,,,,,,
49,2025-05-15 19:39:46.441089,41.2169202,2.1429226,4.240832328796387,-103.96108675290265,23.670000000000016,49.0,1011.0,,9.8,334.0,316.7533010517587,6.270296309653179,,212.79221429885604,3.0890665636125227,,,,,,,,,,,,,,,,
50,2025-05-15 19:39:51.440245,41.2169202,2.1429226,4.240832328796387,-103.96108675290265,23.670000000000016,49.0,1011.0,,10.1,333.0,316.0609067370859,6.608082288186537,,212.09981998418323,3.053729347751988,,,,,,,,,,,,,,,,
51,2025-05-15 19:39:56.441428,41.2169202,2.1429226,4.240832328796387,-103.96108675290265,23.670000000000016,49.0,1011.0,,10.1,336.0,320.51424797326825,6.460337298232099,,216.5531612203656,3.273001176245036,,,,,,,,,,,,,,,,
52,2025-05-15 19:40:01.441623,41.2169202,2.1429226,4.240832328796387,-103.96108675290265,23.670000000000016,49.0,1011.0,,10.3,332.0,315.1062689330688,6.851229473205914,,211.14518218016616,3.004277993132749,,,,,,,,,,,,,,,,
53,2025-05-15 19:40:06.441299,41.2169202,2.1429226,4.240832328796387,-103.96108675290265,23.670000000000016,49.0,1011.0,,9.3,334.0,315.2873617574529,5.794674335916165,,211.32627500455027,3.01372333240776,,,,,,,,,,,,,,,,
54,2025-05-15 19:40:11.440942,41.215555,2.1414767,3.930000066757202,-111.79968505197608,23.670000000000016,49.0,1011.0,,9.3,338.0,323.4105995041176,5.844622654399449,,211.61091445214151,3.155506153609773,,,,,,,,,,,,,,,,
55,2025-05-15 19:40:16.440749,41.2154746,2.1414043,3.256051540374756,-172.60248666610397,23.670000000000016,49.0,1011.0,,9.1,335.0,322.38580947285215,6.3011068132314785,,149.78332280674817,2.5792437946311715,,,,,,,,,,,,,,,,
