a,b,m,n1,n2,n3,Area
0.2,0.2,8,8.4321608040201,8.4321608040201,8.4321608040201,0.156996353565851
0.2,0.2,8,8.51256281407035,8.51256281407035,8.51256281407035,0.157050461935356
0.2,0.2,8,8.5929648241206,8.5929648241206,8.5929648241206,0.157103180023313
0.2,0.2,8,8.67336683417085,8.67336683417085,8.67336683417085,0.157154555018267
0.2,0.2,8,8.75376884422111,8.75376884422111,8.75376884422111,0.157204632125214
0.2,0.2,8,8.83417085427136,8.83417085427136,8.83417085427136,0.157253454664727
0.2,0.2,8,8.91457286432161,8.91457286432161,8.91457286432161,0.157301064166357
0.2,0.2,8,8.99497487437186,8.99497487437186,8.99497487437186,0.157347500456685
0.2,0.2,8,9.07537688442211,9.07537688442211,9.07537688442211,0.157392801742368
0.2,0.2,8,9.15577889447236,9.15577889447236,9.15577889447236,0.157437004688502
0.2,0.2,8,9.23618090452261,9.23618090452261,9.23618090452261,0.157480144492604
0.2,0.2,8,9.31658291457286,9.31658291457286,9.31658291457286,0.157522254954486
0.2,0.2,8,9.39698492462312,9.39698492462312,9.39698492462312,0.157563368542284
0.2,0.2,8,9.47738693467337,9.47738693467337,9.47738693467337,0.157603516454874
0.2,0.2,8,9.55778894472362,9.55778894472362,9.55778894472362,0.157642728680911
0.2,0.2,8,9.63819095477387,9.63819095477387,9.63819095477387,0.157681034054689
0.2,0.2,8,9.71859296482412,9.71859296482412,9.71859296482412,0.157718460309015
0.2,0.2,8,9.79899497487437,9.79899497487437,9.79899497487437,0.157755034125283
0.2,0.2,8,9.87939698492462,9.87939698492462,9.87939698492462,0.15779078118092
0.2,0.2,8,9.95979899497488,9.95979899497488,9.95979899497488,0.157825726194344
0.2,0.2,8,10.0402010050251,10.0402010050251,10.0402010050251,0.157859892967599
0.2,0.2,8,10.1206030150754,10.1206030150754,10.1206030150754,0.157893304426799
0.2,0.2,8,10.2010050251256,10.2010050251256,10.2010050251256,0.157925982660497
0.2,0.2,8,10.2814070351759,10.2814070351759,10.2814070351759,0.157957948956118
0.2,0.2,8,10.3618090452261,10.3618090452261,10.3618090452261,0.157989223834551
0.2,0.2,8,10.4422110552764,10.4422110552764,10.4422110552764,0.158019827083019
0.2,0.2,8,10.5226130653266,10.5226130653266,10.5226130653266,0.158049777786307
0.2,0.2,8,10.6030150753769,10.6030150753769,10.6030150753769,0.158079094356463
0.2,0.2,8,10.6834170854271,10.6834170854271,10.6834170854271,0.158107794561037
0.2,0.2,8,10.7638190954774,10.7638190954774,10.7638190954774,0.158135895549947
0.2,0.2,8,10.8442211055276,10.8442211055276,10.8442211055276,0.158163413881055
0.2,0.2,8,10.9246231155779,10.9246231155779,10.9246231155779,0.158190365544513
0.2,0.2,8,11.0050251256281,11.0050251256281,11.0050251256281,0.158216765985944
0.2,0.2,8,11.0854271356784,11.0854271356784,11.0854271356784,0.158242630128539
0.2,0.2,8,11.1658291457286,11.1658291457286,11.1658291457286,0.158267972394101
0.2,0.2,8,11.2462311557789,11.2462311557789,11.2462311557789,0.158292806723121
0.2,0.2,8,11.3266331658291,11.3266331658291,11.3266331658291,0.158317146593914
0.2,0.2,8,11.4070351758794,11.4070351758794,11.4070351758794,0.158341005040876
0.2,0.2,8,11.4874371859296,11.4874371859296,11.4874371859296,0.158364394671905
0.2,0.2,8,11.5678391959799,11.5678391959799,11.5678391959799,0.158387327685033
0.2,0.2,8,11.6482412060301,11.6482412060301,11.6482412060301,0.158409815884302
0.2,0.2,8,11.7286432160804,11.7286432160804,11.7286432160804,0.158431870694933
0.2,0.2,8,11.8090452261307,11.8090452261307,11.8090452261307,0.158453503177811
0.2,0.2,8,11.8894472361809,11.8894472361809,11.8894472361809,0.158474724043336
0.2,0.2,8,11.9698492462312,11.9698492462312,11.9698492462312,0.158495543664657
0.2,0.2,8,12.0502512562814,12.0502512562814,12.0502512562814,0.158515972090334
0.2,0.2,8,12.1306532663317,12.1306532663317,12.1306532663317,0.158536019056442
0.2,0.2,8,12.2110552763819,12.2110552763819,12.2110552763819,0.158555693998156
0.2,0.2,8,12.2914572864322,12.2914572864322,12.2914572864322,0.158575006060839
0.2,0.2,8,12.3718592964824,12.3718592964824,12.3718592964824,0.15859396411065
0.2,0.2,8,12.4522613065327,12.4522613065327,12.4522613065327,0.158612576744714
0.2,0.2,8,12.5326633165829,12.5326633165829,12.5326633165829,0.158630852300848
0.2,0.2,8,12.6130653266332,12.6130653266332,12.6130653266332,0.158648798866893
0.2,0.2,8,12.6934673366834,12.6934673366834,12.6934673366834,0.158666424289644
0.2,0.2,8,12.7738693467337,12.7738693467337,12.7738693467337,0.158683736183422
0.2,0.2,8,12.8542713567839,12.8542713567839,12.8542713567839,0.158700741938285
0.2,0.2,8,12.9346733668342,12.9346733668342,12.9346733668342,0.158717448727904
0.2,0.2,8,13.0150753768844,13.0150753768844,13.0150753768844,0.158733863517122
0.2,0.2,8,13.0954773869347,13.0954773869347,13.0954773869347,0.158749993069201
0.2,0.2,8,13.1758793969849,13.1758793969849,13.1758793969849,0.158765843952781
0.2,0.2,8,13.2562814070352,13.2562814070352,13.2562814070352,0.158781422548563
0.2,0.2,8,13.3366834170854,13.3366834170854,13.3366834170854,0.158796735055719
0.2,0.2,8,13.4170854271357,13.4170854271357,13.4170854271357,0.158811787498053
0.2,0.2,8,13.4974874371859,13.4974874371859,13.4974874371859,0.158826585729919
0.2,0.2,8,13.5778894472362,13.5778894472362,13.5778894472362,0.15884113544191
0.2,0.2,8,13.6582914572864,13.6582914572864,13.6582914572864,0.158855442166318
0.2,0.2,8,13.7386934673367,13.7386934673367,13.7386934673367,0.15886951128239
0.2,0.2,8,13.8190954773869,13.8190954773869,13.8190954773869,0.158883348021379
0.2,0.2,8,13.8994974874372,13.8994974874372,13.8994974874372,0.1588969574714
0.2,0.2,8,13.9798994974874,13.9798994974874,13.9798994974874,0.158910344582106
0.2,0.2,8,14.0603015075377,14.0603015075377,14.0603015075377,0.158923514169181
0.2,0.2,8,14.1407035175879,14.1407035175879,14.1407035175879,0.158936470918667
0.2,0.2,8,14.2211055276382,14.2211055276382,14.2211055276382,0.15894921939113
0.2,0.2,8,14.3015075376884,14.3015075376884,14.3015075376884,0.158961764025667
0.2,0.2,8,14.3819095477387,14.3819095477387,14.3819095477387,0.158974109143768
0.2,0.2,8,14.4623115577889,14.4623115577889,14.4623115577889,0.158986258953034
0.2,0.2,8,14.5427135678392,14.5427135678392,14.5427135678392,0.158998217550759
0.2,0.2,8,14.6231155778894,14.6231155778894,14.6231155778894,0.159009988927381
0.2,0.2,8,14.7035175879397,14.7035175879397,14.7035175879397,0.159021576969807
0.2,0.2,8,14.78391959799,14.78391959799,14.78391959799,0.159032985464621
0.2,0.2,8,14.8643216080402,14.8643216080402,14.8643216080402,0.159044218101171
0.2,0.2,8,14.9447236180905,14.9447236180905,14.9447236180905,0.159055278474554
0.2,0.2,8,15.0251256281407,15.0251256281407,15.0251256281407,0.159066170088485
0.2,0.2,8,15.105527638191,15.105527638191,15.105527638191,0.159076896358073
0.2,0.2,8,15.1859296482412,15.1859296482412,15.1859296482412,0.159087460612494
0.2,0.2,8,15.2663316582915,15.2663316582915,15.2663316582915,0.159097866097574
0.2,0.2,8,15.3467336683417,15.3467336683417,15.3467336683417,0.159108115978276
0.2,0.2,8,15.427135678392,15.427135678392,15.427135678392,0.159118213341111
0.2,0.2,8,15.5075376884422,15.5075376884422,15.5075376884422,0.159128161196453
0.2,0.2,8,15.5879396984925,15.5879396984925,15.5879396984925,0.159137962480787
0.2,0.2,8,15.6683417085427,15.6683417085427,15.6683417085427,0.159147620058869
0.2,0.2,8,15.748743718593,15.748743718593,15.748743718593,0.159157136725823
0.2,0.2,8,15.8291457286432,15.8291457286432,15.8291457286432,0.159166515209155
0.2,0.2,8,15.9095477386935,15.9095477386935,15.9095477386935,0.159175758170714
0.2,0.2,8,15.9899497487437,15.9899497487437,15.9899497487437,0.159184868208574
0.2,0.2,8,16.070351758794,16.070351758794,16.070351758794,0.159193847858857
0.2,0.2,8,16.1507537688442,16.1507537688442,16.1507537688442,0.159202699597503
0.2,0.2,8,16.2311557788945,16.2311557788945,16.2311557788945,0.159211425841971
0.2,0.2,8,16.3115577889447,16.3115577889447,16.3115577889447,0.159220028952886
0.2,0.2,8,16.391959798995,16.391959798995,16.391959798995,0.159228511235643
0.2,0.2,8,16.4723618090452,16.4723618090452,16.4723618090452,0.15923687494194
0.2,0.2,8,16.5527638190955,16.5527638190955,16.5527638190955,0.159245122271279
0.2,0.2,8,16.6331658291457,16.6331658291457,16.6331658291457,0.159253255372408
0.2,0.2,8,16.713567839196,16.713567839196,16.713567839196,0.15926127634472
0.2,0.2,8,16.7939698492462,16.7939698492462,16.7939698492462,0.159269187239605
0.2,0.2,8,16.8743718592965,16.8743718592965,16.8743718592965,0.159276990061766
0.2,0.2,8,16.9547738693467,16.9547738693467,16.9547738693467,0.159284686770482
0.2,0.2,8,17.035175879397,17.035175879397,17.035175879397,0.159292279280841
0.2,0.2,8,17.1155778894472,17.1155778894472,17.1155778894472,0.159299769464929
0.2,0.2,8,17.1959798994975,17.1959798994975,17.1959798994975,0.159307159152986
0.2,0.2,8,17.2763819095477,17.2763819095477,17.2763819095477,0.159314450134517
0.2,0.2,8,17.356783919598,17.356783919598,17.356783919598,0.159321644159383
0.2,0.2,8,17.4371859296482,17.4371859296482,17.4371859296482,0.159328742938844
0.2,0.2,8,17.5175879396985,17.5175879396985,17.5175879396985,0.159335748146578
0.2,0.2,8,17.5979899497487,17.5979899497487,17.5979899497487,0.159342661419667
0.2,0.2,8,17.678391959799,17.678391959799,17.678391959799,0.159349484359555
0.2,0.2,8,17.7587939698492,17.7587939698492,17.7587939698492,0.15935621853297
0.2,0.2,8,17.8391959798995,17.8391959798995,17.8391959798995,0.159362865472827
0.2,0.2,8,17.9195979899498,17.9195979899498,17.9195979899498,0.1593694266791
0.2,0.2,8,18,18,18,0.159375903619664
0.202020202020202,0.202020202020202,8,2,2,2,0.128343531924528
0.202020202020202,0.202020202020202,8,2.08040201005025,2.08040201005025,2.08040201005025,0.130254544301042
0.202020202020202,0.202020202020202,8,2.1608040201005,2.1608040201005,2.1608040201005,0.13201619527323
0.202020202020202,0.202020202020202,8,2.24120603015075,2.24120603015075,2.24120603015075,0.133643280320554
0.202020202020202,0.202020202020202,8,2.32160804020101,2.32160804020101,2.32160804020101,0.135148867138304
0.202020202020202,0.202020202020202,8,2.40201005025126,2.40201005025126,2.40201005025126,0.136544520881353
0.202020202020202,0.202020202020202,8,2.48241206030151,2.48241206030151,2.48241206030151,0.137840498377167
0.202020202020202,0.202020202020202,8,2.56281407035176,2.56281407035176,2.56281407035176,0.139045915461886
0.202020202020202,0.202020202020202,8,2.64321608040201,2.64321608040201,2.64321608040201,0.140168891169308
0.202020202020202,0.202020202020202,8,2.72361809045226,2.72361809045226,2.72361809045226,0.141216672054889
0.202020202020202,0.202020202020202,8,2.80402010050251,2.80402010050251,2.80402010050251,0.142195739505385
0.202020202020202,0.202020202020202,8,2.88442211055276,2.88442211055276,2.88442211055276,0.143111902488957
0.202020202020202,0.202020202020202,8,2.96482412060301,2.96482412060301,2.96482412060301,0.143970377847884
0.202020202020202,0.202020202020202,8,3.04522613065327,3.04522613065327,3.04522613065327,0.14477585992773
0.202020202020202,0.202020202020202,8,3.12562814070352,3.12562814070352,3.12562814070352,0.1455325810705
0.202020202020202,0.202020202020202,8,3.20603015075377,3.20603015075377,3.20603015075377,0.146244364271172
0.202020202020202,0.202020202020202,8,3.28643216080402,3.28643216080402,3.28643216080402,0.146914669102675
0.202020202020202,0.202020202020202,8,3.36683417085427,3.36683417085427,3.36683417085427,0.147546631849324
0.202020202020202,0.202020202020202,8,3.44723618090452,3.44723618090452,3.44723618090452,0.148143100648942
0.202020202020202,0.202020202020202,8,3.52763819095477,3.52763819095477,3.52763819095477,0.148706666325589
0.202020202020202,0.202020202020202,8,3.60804020100502,3.60804020100502,3.60804020100502,0.149239689494733
0.202020202020202,0.202020202020202,8,3.68844221105528,3.68844221105528,3.68844221105528,0.149744324438052
0.202020202020202,0.202020202020202,8,3.76884422110553,3.76884422110553,3.76884422110553,0.150222540173366
0.202020202020202,0.202020202020202,8,3.84924623115578,3.84924623115578,3.84924623115578,0.150676139084463
0.202020202020202,0.202020202020202,8,3.92964824120603,3.92964824120603,3.92964824120603,0.151106773424121
0.202020202020202,0.202020202020202,8,4.01005025125628,4.01005025125628,4.01005025125628,0.151515959959796
0.202020202020202,0.202020202020202,8,4.09045226130653,4.09045226130653,4.09045226130653,0.151905092994312
0.202020202020202,0.202020202020202,8,4.17085427135678,4.17085427135678,4.17085427135678,0.152275455962117
0.202020202020202,0.202020202020202,8,4.25125628140704,4.25125628140704,4.25125628140704,0.152628231774642
0.202020202020202,0.202020202020202,8,4.33165829145729,4.33165829145729,4.33165829145729,0.152964512065166
0.202020202020202,0.202020202020202,8,4.41206030150754,4.41206030150754,4.41206030150754,0.153285305463778
0.202020202020202,0.202020202020202,8,4.49246231155779,4.49246231155779,4.49246231155779,0.153591545016024
0.202020202020202,0.202020202020202,8,4.57286432160804,4.57286432160804,4.57286432160804,0.153884094844254
0.202020202020202,0.202020202020202,8,4.65326633165829,4.65326633165829,4.65326633165829,0.154163756138077
0.202020202020202,0.202020202020202,8,4.73366834170854,4.73366834170854,4.73366834170854,0.15443127254952
0.202020202020202,0.202020202020202,8,4.81407035175879,4.81407035175879,4.81407035175879,0.154687335059096
0.202020202020202,0.202020202020202,8,4.89447236180905,4.89447236180905,4.89447236180905,0.154932586370899
0.202020202020202,0.202020202020202,8,4.9748743718593,4.9748743718593,4.9748743718593,0.155167624887791
0.202020202020202,0.202020202020202,8,5.05527638190955,5.05527638190955,5.05527638190955,0.155393008311662
0.202020202020202,0.202020202020202,8,5.1356783919598,5.1356783919598,5.1356783919598,0.155609256908426
0.202020202020202,0.202020202020202,8,5.21608040201005,5.21608040201005,5.21608040201005,0.155816856472769
0.202020202020202,0.202020202020202,8,5.2964824120603,5.2964824120603,5.2964824120603,0.156016261023666
0.202020202020202,0.202020202020202,8,5.37688442211055,5.37688442211055,5.37688442211055,0.15620789525809
0.202020202020202,0.202020202020202,8,5.4572864321608,5.4572864321608,5.4572864321608,0.156392156787317
0.202020202020202,0.202020202020202,8,5.53768844221106,5.53768844221106,5.53768844221106,0.156569418177437
0.202020202020202,0.202020202020202,8,5.61809045226131,5.61809045226131,5.61809045226131,0.156740028813375
0.202020202020202,0.202020202020202,8,5.69849246231156,5.69849246231156,5.69849246231156,0.156904316603557
0.202020202020202,0.202020202020202,8,5.77889447236181,5.77889447236181,5.77889447236181,0.157062589540573
0.202020202020202,0.202020202020202,8,5.85929648241206,5.85929648241206,5.85929648241206,0.157215137131499
0.202020202020202,0.202020202020202,8,5.93969849246231,5.93969849246231,5.93969849246231,0.157362231710152
0.202020202020202,0.202020202020202,8,6.02010050251256,6.02010050251256,6.02010050251256,0.157504129642233
0.202020202020202,0.202020202020202,8,6.10050251256281,6.10050251256281,6.10050251256281,0.157641072433215
0.202020202020202,0.202020202020202,8,6.18090452261307,6.18090452261307,6.18090452261307,0.157773287747806
0.202020202020202,0.202020202020202,8,6.26130653266332,6.26130653266332,6.26130653266332,0.157900990348955
0.202020202020202,0.202020202020202,8,6.34170854271357,6.34170854271357,6.34170854271357,0.158024382963531
0.202020202020202,0.202020202020202,8,6.42211055276382,6.42211055276382,6.42211055276382,0.158143657081161
0.202020202020202,0.202020202020202,8,6.50251256281407,6.50251256281407,6.50251256281407,0.15825899369201
0.202020202020202,0.202020202020202,8,6.58291457286432,6.58291457286432,6.58291457286432,0.158370563968804
0.202020202020202,0.202020202020202,8,6.66331658291457,6.66331658291457,6.66331658291457,0.158478529897814
0.202020202020202,0.202020202020202,8,6.74371859296482,6.74371859296482,6.74371859296482,0.158583044863131
0.202020202020202,0.202020202020202,8,6.82412060301507,6.82412060301507,6.82412060301507,0.158684254188128
0.202020202020202,0.202020202020202,8,6.90452261306533,6.90452261306533,6.90452261306533,0.158782295637646
0.202020202020202,0.202020202020202,8,6.98492462311558,6.98492462311558,6.98492462311558,0.158877299884123
0.202020202020202,0.202020202020202,8,7.06532663316583,7.06532663316583,7.06532663316583,0.158969390940589
0.202020202020202,0.202020202020202,8,7.14572864321608,7.14572864321608,7.14572864321608,0.159058686563181
0.202020202020202,0.202020202020202,8,7.22613065326633,7.22613065326633,7.22613065326633,0.159145298625613
0.202020202020202,0.202020202020202,8,7.30653266331658,7.30653266331658,7.30653266331658,0.159229333467791
0.202020202020202,0.202020202020202,8,7.38693467336683,7.38693467336683,7.38693467336683,0.159310892220608
0.202020202020202,0.202020202020202,8,7.46733668341709,7.46733668341709,7.46733668341709,0.159390071108737
0.202020202020202,0.202020202020202,8,7.54773869346734,7.54773869346734,7.54773869346734,0.159466961733132
0.202020202020202,0.202020202020202,8,7.62814070351759,7.62814070351759,7.62814070351759,0.159541651334746
0.202020202020202,0.202020202020202,8,7.70854271356784,7.70854271356784,7.70854271356784,0.1596142230409
0.202020202020202,0.202020202020202,8,7.78894472361809,7.78894472361809,7.78894472361809,0.159684756095581
0.202020202020202,0.202020202020202,8,7.86934673366834,7.86934673366834,7.86934673366834,0.159753326074857
0.202020202020202,0.202020202020202,8,7.94974874371859,7.94974874371859,7.94974874371859,0.159820005088499
0.202020202020202,0.202020202020202,8,8.03015075376884,8.03015075376884,8.03015075376884,0.159884861968806
0.202020202020202,0.202020202020202,8,8.1105527638191,8.1105527638191,8.1105527638191,0.159947962447552
0.202020202020202,0.202020202020202,8,8.19095477386935,8.19095477386935,8.19095477386935,0.160009369321897
0.202020202020202,0.202020202020202,8,8.2713567839196,8.2713567839196,8.2713567839196,0.160069142610056
0.202020202020202,0.202020202020202,8,8.35175879396985,8.35175879396985,8.35175879396985,0.160127339697414
0.202020202020202,0.202020202020202,8,8.4321608040201,8.4321608040201,8.4321608040201,0.160184015473779
0.202020202020202,0.202020202020202,8,8.51256281407035,8.51256281407035,8.51256281407035,0.160239222462357
0.202020202020202,0.202020202020202,8,8.5929648241206,8.5929648241206,8.5929648241206,0.160293010941039
0.202020202020202,0.202020202020202,8,8.67336683417085,8.67336683417085,8.67336683417085,0.160345429056491
0.202020202020202,0.202020202020202,8,8.75376884422111,8.75376884422111,8.75376884422111,0.160396522931552
0.202020202020202,0.202020202020202,8,8.83417085427136,8.83417085427136,8.83417085427136,0.160446336766378
0.202020202020202,0.202020202020202,8,8.91457286432161,8.91457286432161,8.91457286432161,0.160494912933739
0.202020202020202,0.202020202020202,8,8.99497487437186,8.99497487437186,8.99497487437186,0.160542292068855
0.202020202020202,0.202020202020202,8,9.07537688442211,9.07537688442211,9.07537688442211,0.160588513154135
0.202020202020202,0.202020202020202,8,9.15577889447236,9.15577889447236,9.15577889447236,0.160633613599124
0.202020202020202,0.202020202020202,8,9.23618090452261,9.23618090452261,9.23618090452261,0.160677629315992
0.202020202020202,0.202020202020202,8,9.31658291457286,9.31658291457286,9.31658291457286,0.160720594790824
0.202020202020202,0.202020202020202,8,9.39698492462312,9.39698492462312,9.39698492462312,0.160762543150989
0.202020202020202,0.202020202020202,8,9.47738693467337,9.47738693467337,9.47738693467337,0.160803506228827
0.202020202020202,0.202020202020202,8,9.55778894472362,9.55778894472362,9.55778894472362,0.160843514621887
0.202020202020202,0.202020202020202,8,9.63819095477387,9.63819095477387,9.63819095477387,0.160882597749913
0.202020202020202,0.202020202020202,8,9.71859296482412,9.71859296482412,9.71859296482412,0.1609207839088
0.202020202020202,0.202020202020202,8,9.79899497487437,9.79899497487437,9.79899497487437,0.160958100321685
0.202020202020202,0.202020202020202,8,9.87939698492462,9.87939698492462,9.87939698492462,0.160994573187349
0.202020202020202,0.202020202020202,8,9.95979899497488,9.95979899497488,9.95979899497488,0.161030227726093
0.202020202020202,0.202020202020202,8,10.0402010050251,10.0402010050251,10.0402010050251,0.161065088223242
0.202020202020202,0.202020202020202,8,10.1206030150754,10.1206030150754,10.1206030150754,0.1610991780704
0.202020202020202,0.202020202020202,8,10.2010050251256,10.2010050251256,10.2010050251256,0.161132519804609
0.202020202020202,0.202020202020202,8,10.2814070351759,10.2814070351759,10.2814070351759,0.161165135145514
0.202020202020202,0.202020202020202,8,10.3618090452261,10.3618090452261,10.3618090452261,0.161197045030662
0.202020202020202,0.202020202020202,8,10.4422110552764,10.4422110552764,10.4422110552764,0.161228269649035
0.202020202020202,0.202020202020202,8,10.5226130653266,10.5226130653266,10.5226130653266,0.161258828472918
0.202020202020202,0.202020202020202,8,10.6030150753769,10.6030150753769,10.6030150753769,0.161288740288199
0.202020202020202,0.202020202020202,8,10.6834170854271,10.6834170854271,10.6834170854271,0.161318023223178
0.202020202020202,0.202020202020202,8,10.7638190954774,10.7638190954774,10.7638190954774,0.161346694775989
0.202020202020202,0.202020202020202,8,10.8442211055276,10.8442211055276,10.8442211055276,0.161374771840685
0.202020202020202,0.202020202020202,8,10.9246231155779,10.9246231155779,10.9246231155779,0.161402270732081
