a,b,m,n1,n2,n3,Area
0.214141414141414,0.214141414141414,8,5.93969849246231,5.93969849246231,5.93969849246231,0.176812203549527
0.214141414141414,0.214141414141414,8,6.02010050251256,6.02010050251256,6.02010050251256,0.176971640066013
0.214141414141414,0.214141414141414,8,6.10050251256281,6.10050251256281,6.10050251256281,0.17712550898596
0.214141414141414,0.214141414141414,8,6.18090452261307,6.18090452261307,6.18090452261307,0.177274066113435
0.214141414141414,0.214141414141414,8,6.26130653266332,6.26130653266332,6.26130653266332,0.177417552756085
0.214141414141414,0.214141414141414,8,6.34170854271357,6.34170854271357,6.34170854271357,0.177556196697824
0.214141414141414,0.214141414141414,8,6.42211055276382,6.42211055276382,6.42211055276382,0.177690213096392
0.214141414141414,0.214141414141414,8,6.50251256281407,6.50251256281407,6.50251256281407,0.177819805312342
0.214141414141414,0.214141414141414,8,6.58291457286432,6.58291457286432,6.58291457286432,0.177945165675348
0.214141414141414,0.214141414141414,8,6.66331658291457,6.66331658291457,6.66331658291457,0.178066476193184
0.214141414141414,0.214141414141414,8,6.74371859296482,6.74371859296482,6.74371859296482,0.178183909208214
0.214141414141414,0.214141414141414,8,6.82412060301507,6.82412060301507,6.82412060301507,0.178297628005781
0.214141414141414,0.214141414141414,8,6.90452261306533,6.90452261306533,6.90452261306533,0.178407787378459
0.214141414141414,0.214141414141414,8,6.98492462311558,6.98492462311558,6.98492462311558,0.178514534149801
0.214141414141414,0.214141414141414,8,7.06532663316583,7.06532663316583,7.06532663316583,0.178618007660845
0.214141414141414,0.214141414141414,8,7.14572864321608,7.14572864321608,7.14572864321608,0.17871834022239
0.214141414141414,0.214141414141414,8,7.22613065326633,7.22613065326633,7.22613065326633,0.178815657535738
0.214141414141414,0.214141414141414,8,7.30653266331658,7.30653266331658,7.30653266331658,0.17891007908441
0.214141414141414,0.214141414141414,8,7.38693467336683,7.38693467336683,7.38693467336683,0.179001718499075
0.214141414141414,0.214141414141414,8,7.46733668341709,7.46733668341709,7.46733668341709,0.179090683897777
0.214141414141414,0.214141414141414,8,7.54773869346734,7.54773869346734,7.54773869346734,0.179177078203347
0.214141414141414,0.214141414141414,8,7.62814070351759,7.62814070351759,7.62814070351759,0.17926099943972
0.214141414141414,0.214141414141414,8,7.70854271356784,7.70854271356784,7.70854271356784,0.179342541008755
0.214141414141414,0.214141414141414,8,7.78894472361809,7.78894472361809,7.78894472361809,0.179421791948994
0.214141414141414,0.214141414141414,8,7.86934673366834,7.86934673366834,7.86934673366834,0.179498837177709
0.214141414141414,0.214141414141414,8,7.94974874371859,7.94974874371859,7.94974874371859,0.179573757717438
0.214141414141414,0.214141414141414,8,8.03015075376884,8.03015075376884,8.03015075376884,0.179646630908151
0.214141414141414,0.214141414141414,8,8.1105527638191,8.1105527638191,8.1105527638191,0.179717530606069
0.214141414141414,0.214141414141414,8,8.19095477386935,8.19095477386935,8.19095477386935,0.179786527370084
0.214141414141414,0.214141414141414,8,8.2713567839196,8.2713567839196,8.2713567839196,0.179853688636659
0.214141414141414,0.214141414141414,8,8.35175879396985,8.35175879396985,8.35175879396985,0.179919078884015
0.214141414141414,0.214141414141414,8,8.4321608040201,8.4321608040201,8.4321608040201,0.179982759786338
0.214141414141414,0.214141414141414,8,8.51256281407035,8.51256281407035,8.51256281407035,0.180044790358705
0.214141414141414,0.214141414141414,8,8.5929648241206,8.5929648241206,8.5929648241206,0.180105227093352
0.214141414141414,0.214141414141414,8,8.67336683417085,8.67336683417085,8.67336683417085,0.180164124087873
0.214141414141414,0.214141414141414,8,8.75376884422111,8.75376884422111,8.75376884422111,0.180221533165892
0.214141414141414,0.214141414141414,8,8.83417085427136,8.83417085427136,8.83417085427136,0.180277503990703
0.214141414141414,0.214141414141414,8,8.91457286432161,8.91457286432161,8.91457286432161,0.180332084172349
0.214141414141414,0.214141414141414,8,8.99497487437186,8.99497487437186,8.99497487437186,0.180385319368566
0.214141414141414,0.214141414141414,8,9.07537688442211,9.07537688442211,9.07537688442211,0.180437253379986
0.214141414141414,0.214141414141414,8,9.15577889447236,9.15577889447236,9.15577889447236,0.180487928239976
0.214141414141414,0.214141414141414,8,9.23618090452261,9.23618090452261,9.23618090452261,0.180537384299449
0.214141414141414,0.214141414141414,8,9.31658291457286,9.31658291457286,9.31658291457286,0.180585660306969
0.214141414141414,0.214141414141414,8,9.39698492462312,9.39698492462312,9.39698492462312,0.180632793484451
0.214141414141414,0.214141414141414,8,9.47738693467337,9.47738693467337,9.47738693467337,0.180678819598711
0.214141414141414,0.214141414141414,8,9.55778894472362,9.55778894472362,9.55778894472362,0.180723773029152
0.214141414141414,0.214141414141414,8,9.63819095477387,9.63819095477387,9.63819095477387,0.180767686831802
0.214141414141414,0.214141414141414,8,9.71859296482412,9.71859296482412,9.71859296482412,0.180810592799928
0.214141414141414,0.214141414141414,8,9.79899497487437,9.79899497487437,9.79899497487437,0.180852521521445
0.214141414141414,0.214141414141414,8,9.87939698492462,9.87939698492462,9.87939698492462,0.180893502433305
0.214141414141414,0.214141414141414,8,9.95979899497488,9.95979899497488,9.95979899497488,0.180933563873038
0.214141414141414,0.214141414141414,8,10.0402010050251,10.0402010050251,10.0402010050251,0.180972733127635
0.214141414141414,0.214141414141414,8,10.1206030150754,10.1206030150754,10.1206030150754,0.181011036479902
0.214141414141414,0.214141414141414,8,10.2010050251256,10.2010050251256,10.2010050251256,0.181048499252459
0.214141414141414,0.214141414141414,8,10.2814070351759,10.2814070351759,10.2814070351759,0.181085145849499
0.214141414141414,0.214141414141414,8,10.3618090452261,10.3618090452261,10.3618090452261,0.181120999796451
0.214141414141414,0.214141414141414,8,10.4422110552764,10.4422110552764,10.4422110552764,0.181156083777655
0.214141414141414,0.214141414141414,8,10.5226130653266,10.5226130653266,10.5226130653266,0.181190419672171
0.214141414141414,0.214141414141414,8,10.6030150753769,10.6030150753769,10.6030150753769,0.18122402858782
0.214141414141414,0.214141414141414,8,10.6834170854271,10.6834170854271,10.6834170854271,0.181256930893563
0.214141414141414,0.214141414141414,8,10.7638190954774,10.7638190954774,10.7638190954774,0.181289146250301
0.214141414141414,0.214141414141414,8,10.8442211055276,10.8442211055276,10.8442211055276,0.181320693640193
0.214141414141414,0.214141414141414,8,10.9246231155779,10.9246231155779,10.9246231155779,0.181351591394566
0.214141414141414,0.214141414141414,8,11.0050251256281,11.0050251256281,11.0050251256281,0.181381857220495
0.214141414141414,0.214141414141414,8,11.0854271356784,11.0854271356784,11.0854271356784,0.181411508226126
0.214141414141414,0.214141414141414,8,11.1658291457286,11.1658291457286,11.1658291457286,0.181440560944813
0.214141414141414,0.214141414141414,8,11.2462311557789,11.2462311557789,11.2462311557789,0.181469031358126
0.214141414141414,0.214141414141414,8,11.3266331658291,11.3266331658291,11.3266331658291,0.181496934917786
0.214141414141414,0.214141414141414,8,11.4070351758794,11.4070351758794,11.4070351758794,0.181524286566604
0.214141414141414,0.214141414141414,8,11.4874371859296,11.4874371859296,11.4874371859296,0.181551100758446
0.214141414141414,0.214141414141414,8,11.5678391959799,11.5678391959799,11.5678391959799,0.181577391477301
0.214141414141414,0.214141414141414,8,11.6482412060301,11.6482412060301,11.6482412060301,0.181603172255486
0.214141414141414,0.214141414141414,8,11.7286432160804,11.7286432160804,11.7286432160804,0.181628456191028
0.214141414141414,0.214141414141414,8,11.8090452261307,11.8090452261307,11.8090452261307,0.181653255964278
0.214141414141414,0.214141414141414,8,11.8894472361809,11.8894472361809,11.8894472361809,0.181677583853782
0.214141414141414,0.214141414141414,8,11.9698492462312,11.9698492462312,11.9698492462312,0.181701451751463
0.214141414141414,0.214141414141414,8,12.0502512562814,12.0502512562814,12.0502512562814,0.181724871177124
0.214141414141414,0.214141414141414,8,12.1306532663317,12.1306532663317,12.1306532663317,0.181747853292336
0.214141414141414,0.214141414141414,8,12.2110552763819,12.2110552763819,12.2110552763819,0.181770408913711
0.214141414141414,0.214141414141414,8,12.2914572864322,12.2914572864322,12.2914572864322,0.181792548525618
0.214141414141414,0.214141414141414,8,12.3718592964824,12.3718592964824,12.3718592964824,0.181814282292344
0.214141414141414,0.214141414141414,8,12.4522613065327,12.4522613065327,12.4522613065327,0.181835620069749
0.214141414141414,0.214141414141414,8,12.5326633165829,12.5326633165829,12.5326633165829,0.18185657141642
0.214141414141414,0.214141414141414,8,12.6130653266332,12.6130653266332,12.6130653266332,0.181877145604368
0.214141414141414,0.214141414141414,8,12.6934673366834,12.6934673366834,12.6934673366834,0.181897351629266
0.214141414141414,0.214141414141414,8,12.7738693467337,12.7738693467337,12.7738693467337,0.181917198220276
0.214141414141414,0.214141414141414,8,12.8542713567839,12.8542713567839,12.8542713567839,0.181936693849461
0.214141414141414,0.214141414141414,8,12.9346733668342,12.9346733668342,12.9346733668342,0.181955846740815
0.214141414141414,0.214141414141414,8,13.0150753768844,13.0150753768844,13.0150753768844,0.181974664878929
0.214141414141414,0.214141414141414,8,13.0954773869347,13.0954773869347,13.0954773869347,0.181993156017298
0.214141414141414,0.214141414141414,8,13.1758793969849,13.1758793969849,13.1758793969849,0.182011327686303
0.214141414141414,0.214141414141414,8,13.2562814070352,13.2562814070352,13.2562814070352,0.182029187200863
0.214141414141414,0.214141414141414,8,13.3366834170854,13.3366834170854,13.3366834170854,0.182046741667795
0.214141414141414,0.214141414141414,8,13.4170854271357,13.4170854271357,13.4170854271357,0.18206399799287
0.214141414141414,0.214141414141414,8,13.4974874371859,13.4974874371859,13.4974874371859,0.182080962887601
0.214141414141414,0.214141414141414,8,13.5778894472362,13.5778894472362,13.5778894472362,0.182097642875758
0.214141414141414,0.214141414141414,8,13.6582914572864,13.6582914572864,13.6582914572864,0.182114044299638
0.214141414141414,0.214141414141414,8,13.7386934673367,13.7386934673367,13.7386934673367,0.182130173326083
0.214141414141414,0.214141414141414,8,13.8190954773869,13.8190954773869,13.8190954773869,0.182146035952272
0.214141414141414,0.214141414141414,8,13.8994974874372,13.8994974874372,13.8994974874372,0.18216163801129
0.214141414141414,0.214141414141414,8,13.9798994974874,13.9798994974874,13.9798994974874,0.182176985177487
0.214141414141414,0.214141414141414,8,14.0603015075377,14.0603015075377,14.0603015075377,0.182192082971627
0.214141414141414,0.214141414141414,8,14.1407035175879,14.1407035175879,14.1407035175879,0.182206936765855
0.214141414141414,0.214141414141414,8,14.2211055276382,14.2211055276382,14.2211055276382,0.182221551788464
0.214141414141414,0.214141414141414,8,14.3015075376884,14.3015075376884,14.3015075376884,0.182235933128496
0.214141414141414,0.214141414141414,8,14.3819095477387,14.3819095477387,14.3819095477387,0.182250085740167
0.214141414141414,0.214141414141414,8,14.4623115577889,14.4623115577889,14.4623115577889,0.182264014447127
0.214141414141414,0.214141414141414,8,14.5427135678392,14.5427135678392,14.5427135678392,0.18227772394657
0.214141414141414,0.214141414141414,8,14.6231155778894,14.6231155778894,14.6231155778894,0.182291218813188
0.214141414141414,0.214141414141414,8,14.7035175879397,14.7035175879397,14.7035175879397,0.182304503502985
0.214141414141414,0.214141414141414,8,14.78391959799,14.78391959799,14.78391959799,0.182317582356952
0.214141414141414,0.214141414141414,8,14.8643216080402,14.8643216080402,14.8643216080402,0.182330459604608
0.214141414141414,0.214141414141414,8,14.9447236180905,14.9447236180905,14.9447236180905,0.182343139367421
0.214141414141414,0.214141414141414,8,15.0251256281407,15.0251256281407,15.0251256281407,0.182355625662098
0.214141414141414,0.214141414141414,8,15.105527638191,15.105527638191,15.105527638191,0.182367922403766
0.214141414141414,0.214141414141414,8,15.1859296482412,15.1859296482412,15.1859296482412,0.182380033409038
0.214141414141414,0.214141414141414,8,15.2663316582915,15.2663316582915,15.2663316582915,0.182391962398973
0.214141414141414,0.214141414141414,8,15.3467336683417,15.3467336683417,15.3467336683417,0.182403713001929
0.214141414141414,0.214141414141414,8,15.427135678392,15.427135678392,15.427135678392,0.182415288756323
0.214141414141414,0.214141414141414,8,15.5075376884422,15.5075376884422,15.5075376884422,0.182426693113289
0.214141414141414,0.214141414141414,8,15.5879396984925,15.5879396984925,15.5879396984925,0.182437929439254
0.214141414141414,0.214141414141414,8,15.6683417085427,15.6683417085427,15.6683417085427,0.182449001018412
0.214141414141414,0.214141414141414,8,15.748743718593,15.748743718593,15.748743718593,0.182459911055132
0.214141414141414,0.214141414141414,8,15.8291457286432,15.8291457286432,15.8291457286432,0.182470662676264
0.214141414141414,0.214141414141414,8,15.9095477386935,15.9095477386935,15.9095477386935,0.182481258933389
0.214141414141414,0.214141414141414,8,15.9899497487437,15.9899497487437,15.9899497487437,0.182491702804972
0.214141414141414,0.214141414141414,8,16.070351758794,16.070351758794,16.070351758794,0.182501997198461
0.214141414141414,0.214141414141414,8,16.1507537688442,16.1507537688442,16.1507537688442,0.182512144952306
0.214141414141414,0.214141414141414,8,16.2311557788945,16.2311557788945,16.2311557788945,0.182522148837913
0.214141414141414,0.214141414141414,8,16.3115577889447,16.3115577889447,16.3115577889447,0.182532011561538
0.214141414141414,0.214141414141414,8,16.391959798995,16.391959798995,16.391959798995,0.182541735766114
0.214141414141414,0.214141414141414,8,16.4723618090452,16.4723618090452,16.4723618090452,0.182551324033021
0.214141414141414,0.214141414141414,8,16.5527638190955,16.5527638190955,16.5527638190955,0.182560778883797
0.214141414141414,0.214141414141414,8,16.6331658291457,16.6331658291457,16.6331658291457,0.182570102781796
0.214141414141414,0.214141414141414,8,16.713567839196,16.713567839196,16.713567839196,0.18257929813379
0.214141414141414,0.214141414141414,8,16.7939698492462,16.7939698492462,16.7939698492462,0.182588367291522
0.214141414141414,0.214141414141414,8,16.8743718592965,16.8743718592965,16.8743718592965,0.182597312553209
0.214141414141414,0.214141414141414,8,16.9547738693467,16.9547738693467,16.9547738693467,0.182606136164997
0.214141414141414,0.214141414141414,8,17.035175879397,17.035175879397,17.035175879397,0.182614840322368
0.214141414141414,0.214141414141414,8,17.1155778894472,17.1155778894472,17.1155778894472,0.182623427171508
0.214141414141414,0.214141414141414,8,17.1959798994975,17.1959798994975,17.1959798994975,0.182631898810626
0.214141414141414,0.214141414141414,8,17.2763819095477,17.2763819095477,17.2763819095477,0.182640257291239
0.214141414141414,0.214141414141414,8,17.356783919598,17.356783919598,17.356783919598,0.182648504619409
0.214141414141414,0.214141414141414,8,17.4371859296482,17.4371859296482,17.4371859296482,0.182656642756948
0.214141414141414,0.214141414141414,8,17.5175879396985,17.5175879396985,17.5175879396985,0.182664673622584
0.214141414141414,0.214141414141414,8,17.5979899497487,17.5979899497487,17.5979899497487,0.182672599093091
0.214141414141414,0.214141414141414,8,17.678391959799,17.678391959799,17.678391959799,0.182680421004383
0.214141414141414,0.214141414141414,8,17.7587939698492,17.7587939698492,17.7587939698492,0.182688141152582
0.214141414141414,0.214141414141414,8,17.8391959798995,17.8391959798995,17.8391959798995,0.18269576129504
0.214141414141414,0.214141414141414,8,17.9195979899498,17.9195979899498,17.9195979899498,0.182703283151349
0.214141414141414,0.214141414141414,8,18,18,18,0.1827107084043
0.216161616161616,0.216161616161616,8,2,2,2,0.146940509700393
0.216161616161616,0.216161616161616,8,2.08040201005025,2.08040201005025,2.08040201005025,0.149128427770263
0.216161616161616,0.216161616161616,8,2.1608040201005,2.1608040201005,2.1608040201005,0.151145341968321
0.216161616161616,0.216161616161616,8,2.24120603015075,2.24120603015075,2.24120603015075,0.153008191639002
0.216161616161616,0.216161616161616,8,2.32160804020101,2.32160804020101,2.32160804020101,0.154731937986644
0.216161616161616,0.216161616161616,8,2.40201005025126,2.40201005025126,2.40201005025126,0.156329821957061
0.216161616161616,0.216161616161616,8,2.48241206030151,2.48241206030151,2.48241206030151,0.157813586592019
0.216161616161616,0.216161616161616,8,2.56281407035176,2.56281407035176,2.56281407035176,0.159193668612313
0.216161616161616,0.216161616161616,8,2.64321608040201,2.64321608040201,2.64321608040201,0.160479363499741
0.216161616161616,0.216161616161616,8,2.72361809045226,2.72361809045226,2.72361809045226,0.161678967835642
0.216161616161616,0.216161616161616,8,2.80402010050251,2.80402010050251,2.80402010050251,0.162799902159716
0.216161616161616,0.216161616161616,8,2.88442211055276,2.88442211055276,2.88442211055276,0.163848817159607
0.216161616161616,0.216161616161616,8,2.96482412060301,2.96482412060301,2.96482412060301,0.164831685598042
0.216161616161616,0.216161616161616,8,3.04522613065327,3.04522613065327,3.04522613065327,0.165753882031258
0.216161616161616,0.216161616161616,8,3.12562814070352,3.12562814070352,3.12562814070352,0.166620252067616
0.216161616161616,0.216161616161616,8,3.20603015075377,3.20603015075377,3.20603015075377,0.167435172654065
0.216161616161616,0.216161616161616,8,3.28643216080402,3.28643216080402,3.28643216080402,0.168202604655653
0.216161616161616,0.216161616161616,8,3.36683417085427,3.36683417085427,3.36683417085427,0.168926138804291
0.216161616161616,0.216161616161616,8,3.44723618090452,3.44723618090452,3.44723618090452,0.169609035932974
0.216161616161616,0.216161616161616,8,3.52763819095477,3.52763819095477,3.52763819095477,0.170254262276167
0.216161616161616,0.216161616161616,8,3.60804020100502,3.60804020100502,3.60804020100502,0.170864520502519
0.216161616161616,0.216161616161616,8,3.68844221105528,3.68844221105528,3.68844221105528,0.171442277049126
0.216161616161616,0.216161616161616,8,3.76884422110553,3.76884422110553,3.76884422110553,0.171989786244486
0.216161616161616,0.216161616161616,8,3.84924623115578,3.84924623115578,3.84924623115578,0.172509111637802
0.216161616161616,0.216161616161616,8,3.92964824120603,3.92964824120603,3.92964824120603,0.173002144893276
0.216161616161616,0.216161616161616,8,4.01005025125628,4.01005025125628,4.01005025125628,0.17347062255797
0.216161616161616,0.216161616161616,8,4.09045226130653,4.09045226130653,4.09045226130653,0.173916140969188
0.216161616161616,0.216161616161616,8,4.17085427135678,4.17085427135678,4.17085427135678,0.174340169531028
0.216161616161616,0.216161616161616,8,4.25125628140704,4.25125628140704,4.25125628140704,0.174744062558787
0.216161616161616,0.216161616161616,8,4.33165829145729,4.33165829145729,4.33165829145729,0.175129069863409
0.216161616161616,0.216161616161616,8,4.41206030150754,4.41206030150754,4.41206030150754,0.175496346225479
0.216161616161616,0.216161616161616,8,4.49246231155779,4.49246231155779,4.49246231155779,0.175846959888846
0.216161616161616,0.216161616161616,8,4.57286432160804,4.57286432160804,4.57286432160804,0.176181900187187
0.216161616161616,0.216161616161616,8,4.65326633165829,4.65326633165829,4.65326633165829,0.176502084402485
0.216161616161616,0.216161616161616,8,4.73366834170854,4.73366834170854,4.73366834170854,0.176808363941945
0.216161616161616,0.216161616161616,8,4.81407035175879,4.81407035175879,4.81407035175879,0.177101529909159
0.216161616161616,0.216161616161616,8,4.89447236180905,4.89447236180905,4.89447236180905,0.177382318136043
0.216161616161616,0.216161616161616,8,4.9748743718593,4.9748743718593,4.9748743718593,0.177651413734032
0.216161616161616,0.216161616161616,8,5.05527638190955,5.05527638190955,5.05527638190955,0.177909455216022
0.216161616161616,0.216161616161616,8,5.1356783919598,5.1356783919598,5.1356783919598,0.178157038234456
0.216161616161616,0.216161616161616,8,5.21608040201005,5.21608040201005,5.21608040201005,0.178394718975674
0.216161616161616,0.216161616161616,8,5.2964824120603,5.2964824120603,5.2964824120603,0.178623017245995
0.216161616161616,0.216161616161616,8,5.37688442211055,5.37688442211055,5.37688442211055,0.178842419280988
0.216161616161616,0.216161616161616,8,5.4572864321608,5.4572864321608,5.4572864321608,0.179053380305799
0.216161616161616,0.216161616161616,8,5.53768844221106,5.53768844221106,5.53768844221106,0.179256326871348
0.216161616161616,0.216161616161616,8,5.61809045226131,5.61809045226131,5.61809045226131,0.179451658988433
0.216161616161616,0.216161616161616,8,5.69849246231156,5.69849246231156,5.69849246231156,0.179639752079413
0.216161616161616,0.216161616161616,8,5.77889447236181,5.77889447236181,5.77889447236181,0.179820958765002
0.216161616161616,0.216161616161616,8,5.85929648241206,5.85929648241206,5.85929648241206,0.179995610501853
0.216161616161616,0.216161616161616,8,5.93969849246231,5.93969849246231,5.93969849246231,0.180164019084953
0.216161616161616,0.216161616161616,8,6.02010050251256,6.02010050251256,6.02010050251256,0.180326478027393
0.216161616161616,0.216161616161616,8,6.10050251256281,6.10050251256281,6.10050251256281,0.180483263828787
0.216161616161616,0.216161616161616,8,6.18090452261307,6.18090452261307,6.18090452261307,0.180634637142463
0.216161616161616,0.216161616161616,8,6.26130653266332,6.26130653266332,6.26130653266332,0.180780843850518
0.216161616161616,0.216161616161616,8,6.34170854271357,6.34170854271357,6.34170854271357,0.180922116054947
0.216161616161616,0.216161616161616,8,6.42211055276382,6.42211055276382,6.42211055276382,0.181058672992221
0.216161616161616,0.216161616161616,8,6.50251256281407,6.50251256281407,6.50251256281407,0.181190721877982
0.216161616161616,0.216161616161616,8,6.58291457286432,6.58291457286432,6.58291457286432,0.181318458687884
0.216161616161616,0.216161616161616,8,6.66331658291457,6.66331658291457,6.66331658291457,0.181442068880007
0.216161616161616,0.216161616161616,8,6.74371859296482,6.74371859296482,6.74371859296482,0.181561728063799
0.216161616161616,0.216161616161616,8,6.82412060301507,6.82412060301507,6.82412060301507,0.181677602619988
0.216161616161616,0.216161616161616,8,6.90452261306533,6.90452261306533,6.90452261306533,0.181789850275541
0.216161616161616,0.216161616161616,8,6.98492462311558,6.98492462311558,6.98492462311558,0.181898620637333
0.216161616161616,0.216161616161616,8,7.06532663316583,7.06532663316583,7.06532663316583,0.18200405568788
0.216161616161616,0.216161616161616,8,7.14572864321608,7.14572864321608,7.14572864321608,0.182106290246186
0.216161616161616,0.216161616161616,8,7.22613065326633,7.22613065326633,7.22613065326633,0.182205452396464
0.216161616161616,0.216161616161616,8,7.30653266331658,7.30653266331658,7.30653266331658,0.182301663887274
0.216161616161616,0.216161616161616,8,7.38693467336683,7.38693467336683,7.38693467336683,0.182395040503374
0.216161616161616,0.216161616161616,8,7.46733668341709,7.46733668341709,7.46733668341709,0.182485692412393
0.216161616161616,0.216161616161616,8,7.54773869346734,7.54773869346734,7.54773869346734,0.182573724488263
0.216161616161616,0.216161616161616,8,7.62814070351759,7.62814070351759,7.62814070351759,0.182659236613151
0.216161616161616,0.216161616161616,8,7.70854271356784,7.70854271356784,7.70854271356784,0.182742323959526
0.216161616161616,0.216161616161616,8,7.78894472361809,7.78894472361809,7.78894472361809,0.18282307725383
0.216161616161616,0.216161616161616,8,7.86934673366834,7.86934673366834,7.86934673366834,0.182901583023103
0.216161616161616,0.216161616161616,8,7.94974874371859,7.94974874371859,7.94974874371859,0.182977923825823
0.216161616161616,0.216161616161616,8,8.03015075376884,8.03015075376884,8.03015075376884,0.183052178468086
0.216161616161616,0.216161616161616,8,8.1105527638191,8.1105527638191,8.1105527638191,0.183124422206202
0.216161616161616,0.216161616161616,8,8.19095477386935,8.19095477386935,8.19095477386935,0.18319472693664
0.216161616161616,0.216161616161616,8,8.2713567839196,8.2713567839196,8.2713567839196,0.183263161374253
0.216161616161616,0.216161616161616,8,8.35175879396985,8.35175879396985,8.35175879396985,0.18332979121957
0.216161616161616,0.216161616161616,8,8.4321608040201,8.4321608040201,8.4321608040201,0.183394679315929
0.216161616161616,0.216161616161616,8,8.51256281407035,8.51256281407035,8.51256281407035,0.183457885797153
0.216161616161616,0.216161616161616,8,8.5929648241206,8.5929648241206,8.5929648241206,0.183519468226396
0.216161616161616,0.216161616161616,8,8.67336683417085,8.67336683417085,8.67336683417085,0.183579481726776
0.216161616161616,0.216161616161616,8,8.75376884422111,8.75376884422111,8.75376884422111,0.183637979104334
0.216161616161616,0.216161616161616,8,8.83417085427136,8.83417085427136,8.83417085427136,0.183695010963826
0.216161616161616,0.216161616161616,8,8.91457286432161,8.91457286432161,8.91457286432161,0.183750625817838
0.216161616161616,0.216161616161616,8,8.99497487437186,8.99497487437186,8.99497487437186,0.183804870189633
0.216161616161616,0.216161616161616,8,9.07537688442211,9.07537688442211,9.07537688442211,0.183857788710169
0.216161616161616,0.216161616161616,8,9.15577889447236,9.15577889447236,9.15577889447236,0.183909424209637
0.216161616161616,0.216161616161616,8,9.23618090452261,9.23618090452261,9.23618090452261,0.183959817803879
0.216161616161616,0.216161616161616,8,9.31658291457286,9.31658291457286,9.31658291457286,0.184009008976014
0.216161616161616,0.216161616161616,8,9.39698492462312,9.39698492462312,9.39698492462312,0.184057035653567
0.216161616161616,0.216161616161616,8,9.47738693467337,9.47738693467337,9.47738693467337,0.184103934281385
0.216161616161616,0.216161616161616,8,9.55778894472362,9.55778894472362,9.55778894472362,0.184149739890598
0.216161616161616,0.216161616161616,8,9.63819095477387,9.63819095477387,9.63819095477387,0.184194486163875
0.216161616161616,0.216161616161616,8,9.71859296482412,9.71859296482412,9.71859296482412,0.184238205497185
0.216161616161616,0.216161616161616,8,9.79899497487437,9.79899497487437,9.79899497487437,0.184280929058297
0.216161616161616,0.216161616161616,8,9.87939698492462,9.87939698492462,9.87939698492462,0.184322686842195
0.216161616161616,0.216161616161616,8,9.95979899497488,9.95979899497488,9.95979899497488,0.184363507723604
0.216161616161616,0.216161616161616,8,10.0402010050251,10.0402010050251,10.0402010050251,0.18440341950679
0.216161616161616,0.216161616161616,8,10.1206030150754,10.1206030150754,10.1206030150754,0.184442448972801
0.216161616161616,0.216161616161616,8,10.2010050251256,10.2010050251256,10.2010050251256,0.184480621924297
0.216161616161616,0.216161616161616,8,10.2814070351759,10.2814070351759,10.2814070351759,0.184517963228099
0.216161616161616,0.216161616161616,8,10.3618090452261,10.3618090452261,10.3618090452261,0.184554496855604
0.216161616161616,0.216161616161616,8,10.4422110552764,10.4422110552764,10.4422110552764,0.18459024592118
0.216161616161616,0.216161616161616,8,10.5226130653266,10.5226130653266,10.5226130653266,0.184625232718644
0.216161616161616,0.216161616161616,8,10.6030150753769,10.6030150753769,10.6030150753769,0.184659478755959
0.216161616161616,0.216161616161616,8,10.6834170854271,10.6834170854271,10.6834170854271,0.184693004788216
0.216161616161616,0.216161616161616,8,10.7638190954774,10.7638190954774,10.7638190954774,0.184725830849029
0.216161616161616,0.216161616161616,8,10.8442211055276,10.8442211055276,10.8442211055276,0.1847579762804
0.216161616161616,0.216161616161616,8,10.9246231155779,10.9246231155779,10.9246231155779,0.18478945976116
0.216161616161616,0.216161616161616,8,11.0050251256281,11.0050251256281,11.0050251256281,0.184820299334055
0.216161616161616,0.216161616161616,8,11.0854271356784,11.0854271356784,11.0854271356784,0.184850512431552
0.216161616161616,0.216161616161616,8,11.1658291457286,11.1658291457286,11.1658291457286,0.184880115900424
0.216161616161616,0.216161616161616,8,11.2462311557789,11.2462311557789,11.2462311557789,0.184909126025203
0.216161616161616,0.216161616161616,8,11.3266331658291,11.3266331658291,11.3266331658291,0.184937558550528
0.216161616161616,0.216161616161616,8,11.4070351758794,11.4070351758794,11.4070351758794,0.184965428702478
0.216161616161616,0.216161616161616,8,11.4874371859296,11.4874371859296,11.4874371859296,0.184992751208922
0.216161616161616,0.216161616161616,8,11.5678391959799,11.5678391959799,11.5678391959799,0.185019540318941
0.216161616161616,0.216161616161616,8,11.6482412060301,11.6482412060301,11.6482412060301,0.185045809821383
0.216161616161616,0.216161616161616,8,11.7286432160804,11.7286432160804,11.7286432160804,0.185071573062574
0.216161616161616,0.216161616161616,8,11.8090452261307,11.8090452261307,11.8090452261307,0.185096842963244
0.216161616161616,0.216161616161616,8,11.8894472361809,11.8894472361809,11.8894472361809,0.185121632034705
0.216161616161616,0.216161616161616,8,11.9698492462312,11.9698492462312,11.9698492462312,0.185145952394312
0.216161616161616,0.216161616161616,8,12.0502512562814,12.0502512562814,12.0502512562814,0.18516981578025
0.216161616161616,0.216161616161616,8,12.1306532663317,12.1306532663317,12.1306532663317,0.185193233565677
0.216161616161616,0.216161616161616,8,12.2110552763819,12.2110552763819,12.2110552763819,0.185216216772257
0.216161616161616,0.216161616161616,8,12.2914572864322,12.2914572864322,12.2914572864322,0.185238776083108
