0.05,1,0,0,0,0,0,0,0,0.472155430736035,0.187128006354458,-0.285013162152817,-1.4262228765223e-05,-0.276457603838196,-0.187128006354459,0.089315335254967,1.42622287651294e-05
0.05,0,1,0,0,0,0,0,0,0.187128006354457,0.472155430736037,1.42622287651723e-05,0.0893153352549675,-0.187128006354459,-0.276457603838195,-1.42622287658093e-05,-0.285013162152814
0.05,0,0,1,0,0,0,0,0,-0.285013162152817,1.42622287651729e-05,0.472155430736033,-0.187128006354457,0.0893153352549668,-1.42622287653059e-05,-0.276457603838196,0.187128006354459
0.05,0,0,0,1,0,0,0,0,-1.42622287650201e-05,0.0893153352549665,-0.187128006354457,0.472155430736034,1.42622287654877e-05,-0.285013162152816,0.18712800635446,-0.276457603838196
0.05,0,0,0,0,1,0,0,0,-0.276457603838195,-0.187128006354459,0.0893153352549665,1.42622287659239e-05,0.472155430736033,0.187128006354458,-0.285013162152817,-1.42622287649776e-05
0.05,0,0,0,0,0,1,0,0,-0.18712800635446,-0.276457603838195,-1.42622287655829e-05,-0.285013162152815,0.187128006354457,0.472155430736035,1.4262228765085e-05,0.0893153352549667
0.05,0,0,0,0,0,0,1,0,0.0893153352549662,-1.4262228765258e-05,-0.276457603838196,0.187128006354459,-0.285013162152817,1.42622287650186e-05,0.472155430736035,-0.187128006354457
0.05,0,0,0,0,0,0,0,1,1.42622287654678e-05,-0.285013162152816,0.187128006354459,-0.276457603838195,-1.42622287654532e-05,0.0893153352549669,-0.187128006354457,0.472155430736035
0.25,1,0,0,0,0,0,0,0,0.42383886866215,0.161809892299677,-0.259883616790356,-0.00214535957212079,-0.229552696003336,-0.161809892299679,0.065597444131532,0.00214535957212112
0.25,0,1,0,0,0,0,0,0,0.161809892299677,0.423705982731162,0.00201247364113239,0.0655974441315333,-0.161809892299679,-0.229419810072347,-0.00201247364113281,-0.259883616790354
0.25,0,0,1,0,0,0,0,0,-0.259883616790355,0.00201247364113267,0.423705982731162,-0.161809892299677,0.065597444131532,-0.0020124736411324,-0.229419810072348,0.161809892299679
0.25,0,0,0,1,0,0,0,0,-0.0021453595721209,0.0655974441315325,-0.161809892299677,0.423838868662148,0.00214535957212104,-0.259883616790356,0.161809892299679,-0.229552696003336
0.25,0,0,0,0,1,0,0,0,-0.229552696003336,-0.161809892299679,0.0655974441315317,0.00214535957212099,0.423838868662147,0.161809892299677,-0.259883616790357,-0.00214535957212076
0.25,0,0,0,0,0,1,0,0,-0.161809892299679,-0.229419810072347,-0.00201247364113292,-0.259883616790354,0.161809892299677,0.42370598273116,0.002012473641132,0.0655974441315319
0.25,0,0,0,0,0,0,1,0,0.0655974441315327,-0.00201247364113265,-0.229419810072348,0.161809892299679,-0.259883616790358,0.00201247364113204,0.423705982731158,-0.161809892299677
0.25,0,0,0,0,0,0,0,1,0.00214535957212103,-0.259883616790355,0.161809892299679,-0.229552696003336,-0.00214535957212083,0.0655974441315318,-0.161809892299677,0.423838868662148
0.45,1,0,0,0,0,0,0,0,0.343027901846118,0.119663388131798,-0.215227095579283,-0.00813741813504521,-0.160173795559617,-0.119663388131799,0.0323729892927669,0.0081374181350459
0.45,0,1,0,0,0,0,0,0,0.119663388131797,0.342702442090193,0.00781195837912066,0.0323729892927684,-0.119663388131799,-0.159848335803691,-0.00781195837912085,-0.215227095579281
0.45,0,0,1,0,0,0,0,0,-0.215227095579283,0.00781195837912051,0.342702442090194,-0.119663388131797,0.032372989292767,-0.00781195837912093,-0.159848335803692,0.119663388131799
0.45,0,0,0,1,0,0,0,0,-0.00813741813504539,0.032372989292767,-0.119663388131798,0.343027901846119,0.00813741813504576,-0.21522709557928,0.119663388131799,-0.160173795559616
0.45,0,0,0,0,1,0,0,0,-0.160173795559617,-0.119663388131799,0.0323729892927669,0.00813741813504618,0.343027901846117,0.119663388131797,-0.215227095579283,-0.00813741813504521
0.45,0,0,0,0,0,1,0,0,-0.119663388131799,-0.159848335803691,-0.00781195837912095,-0.215227095579281,0.119663388131797,0.342702442090195,0.00781195837912063,0.032372989292767
0.45,0,0,0,0,0,0,1,0,0.0323729892927665,-0.0078119583791207,-0.159848335803692,0.119663388131799,-0.215227095579282,0.00781195837912049,0.342702442090196,-0.119663388131797
0.45,0,0,0,0,0,0,0,1,0.00813741813504562,-0.215227095579281,0.119663388131799,-0.160173795559616,-0.00813741813504568,0.0323729892927672,-0.119663388131798,0.343027901846119
0.65,1,0,0,0,0,0,0,0,0.243718259286915,0.0740046423912541,-0.156854686457103,-0.0128589304385623,-0.093710418264633,-0.0740046423912547,0.00684684543481295,0.0128589304385627
0.65,0,1,0,0,0,0,0,0,0.0740046423912539,0.24381706976876,0.0129577409204077,0.00684684543481382,-0.0740046423912546,-0.0938092287464778,-0.0129577409204078,-0.156854686457101
0.65,0,0,1,0,0,0,0,0,-0.156854686457102,0.0129577409204078,0.243817069768763,-0.074004642391254,0.0068468454348142,-0.0129577409204078,-0.0938092287464781,0.0740046423912546
0.65,0,0,0,1,0,0,0,0,-0.0128589304385628,0.00684684543481301,-0.0740046423912547,0.243718259286918,0.0128589304385625,-0.156854686457102,0.0740046423912547,-0.0937104182646329
0.65,0,0,0,0,1,0,0,0,-0.093710418264633,-0.0740046423912547,0.00684684543481284,0.0128589304385629,0.243718259286915,0.0740046423912538,-0.156854686457103,-0.0128589304385626
0.65,0,0,0,0,0,1,0,0,-0.0740046423912546,-0.093809228746478,-0.0129577409204082,-0.156854686457101,0.0740046423912532,0.24381706976876,0.0129577409204078,0.00684684543481271
0.65,0,0,0,0,0,0,1,0,0.00684684543481301,-0.0129577409204076,-0.0938092287464782,0.0740046423912547,-0.156854686457103,0.0129577409204077,0.243817069768763,-0.0740046423912541
0.65,0,0,0,0,0,0,0,1,0.0128589304385625,-0.156854686457101,0.0740046423912547,-0.0937104182646329,-0.0128589304385627,0.00684684543481432,-0.0740046423912548,0.243718259286918
0.85,1,0,0,0,0,0,0,0,0.138771445564539,0.0368862983482749,-0.091615413234205,-0.0102697339820563,-0.0444450443946471,-0.0368862983482743,-0.00271098793568364,0.0102697339820561
0.85,0,1,0,0,0,0,0,0,0.0368862983482747,0.138885172445973,0.01038346086349,-0.00271098793568315,-0.0368862983482743,-0.0445587712760809,-0.0103834608634902,-0.0916154132342039
0.85,0,0,1,0,0,0,0,0,-0.0916154132342048,0.0103834608634901,0.138885172445976,-0.0368862983482746,-0.00271098793568358,-0.0103834608634899,-0.044558771276081,0.0368862983482743
0.85,0,0,0,1,0,0,0,0,-0.0102697339820563,-0.00271098793568341,-0.0368862983482747,0.138771445564536,0.0102697339820562,-0.0916154132342062,0.0368862983482743,-0.0444450443946472
0.85,0,0,0,0,1,0,0,0,-0.0444450443946472,-0.0368862983482743,-0.00271098793568347,0.0102697339820561,0.138771445564539,0.0368862983482745,-0.0916154132342061,-0.0102697339820562
0.85,0,0,0,0,0,1,0,0,-0.0368862983482743,-0.044558771276081,-0.01038346086349,-0.0916154132342053,0.0368862983482743,0.138885172445971,0.0103834608634899,-0.00271098793568347
0.85,0,0,0,0,0,0,1,0,-0.00271098793568374,-0.0103834608634899,-0.0445587712760809,0.0368862983482743,-0.091615413234205,0.0103834608634902,0.138885172445971,-0.0368862983482744
0.85,0,0,0,0,0,0,0,1,0.0102697339820564,-0.0916154132342047,0.0368862983482743,-0.0444450443946472,-0.0102697339820564,-0.00271098793568397,-0.0368862983482746,0.138771445564538
