17653     1
17654     1
17655     1
17656     1
17658     1
17659     1
17661     1
17662     1
17663     1
17668     1
17669     1
17670     1
17672     1
17673     1
17674     1
17675     1
17676     1
17677     1
17679     1
17681     1
17682     1
17685     1
17686     1
17689     1
17690     1
17691     1
17693     1
17695     1
17701     1
17702     1
17703     1
17704     1
17708     1
17709     1
17710     1
17712     1
17713     1
17721     1
17724     1
17726     1
17729     1
17730     1
17731     1
17737     1
17738     1
17742     1
17749     1
17751     1
17764     1
17765     1
17770     1
17771     1
17773     1
17775     1
17776     1
17777     1
17779     1
17780     1
17781     1
17785     1
17787     1
17788     1
17792     1
17797     1
17800     1
17801     1
17805     1
17806     1
17812     1
17813     1
17814     1
17816     1
17820     1
17821     1
17822     1
17828     1
17844     1
17845     1
17851     1
17852     1
17853     1
17858     1
17859     1
17869     1
17871     1
17888     1
17891     1
17893     1
17896     1
17907     1
17909     1
17910     1
17912     1
17916     1
17918     1
17919     1
17920     1
17921     1
17922     1
17923     1
17924     1
17925     1
17926     1
17928     1
17930     1
17931     1
17932     1
17938     1
17946     1
17947     1
17949     1
17952     1
17953     1
17956     1
17964     1
17973     1
17974     1
17976     1
17978     1
17984     1
17989     1
17990     1
17993     1
17995     1
17997     1
18000     1
18001     1
18003     1
18004     1
18014     1
18021     1
18023     1
18035     1
18037     1
18046     1
18050     1
18061     1
18064     1
18069     1
18070     1
18073     1
18075     1
18077     1
18079     1
18089     1
18091     1
18093     1
18098     1
18099     1
18100     1
18101     1
18102     1
18103     1
18105     1
18106     1
18107     1
18108     1
18111     1
18121     1
18131     1
18132     1
18133     1
18144     1
18153     1
18160     1
18161     1
18168     1
18172     1
18176     1
18177     1
18180     1
18181     1
18182     1
18183     1
18186     1
18187     1
18188     1
18194     1
18197     1
18199     1
18200     1
18215     1
18216     1
18218     1
18220     1
18224     1
18225     1
18229     1
18233     1
18242     1
18245     1
18246     1
18260     1
18266     1
18269     1
18271     1
18273     1
18288     1
18292     1
18293     1
18294     1
18295     1
18296     1
18297     1
18301     1
18303     1
18305     1
18307     1
18309     1
18312     1
18315     1
18322     1
18323     1
18325     1
18327     1
18330     1
