a,b,Chomog_00,Chomog_01,Chomog_11,Chomog_22
0.018135593220339,0.026271186440678,1.12348053828482,0.374516334453263,1.12402201738768,0.374602707986606
0.018135593220339,0.0344067796610169,1.12284815650252,0.374342654768428,1.12388082361118,0.374477648109198
0.018135593220339,0.0425423728813559,1.12127198582505,0.373931908053355,1.12362069330528,0.374239449430571
0.018135593220339,0.0506779661016949,1.12007875108833,0.373577332793059,1.1234068250377,0.374023646556323
0.018135593220339,0.0588135593220339,1.11812843198729,0.373040580418187,1.12312816884639,0.373757440599841
0.018135593220339,0.0669491525423729,1.11629947318368,0.372480936725986,1.12283808824179,0.373476925150381
0.018135593220339,0.0750847457627119,1.11492064365076,0.372048243454981,1.12260576872881,0.373221612040468
0.018135593220339,0.0832203389830509,1.11149864186945,0.37104934100579,1.12216849373953,0.37281643210372
0.018135593220339,0.0913559322033898,1.10957688959502,0.370437602010375,1.12186680435888,0.372492517097993
0.018135593220339,0.0994915254237288,1.10773086898139,0.369849820689892,1.12157921531274,0.372161627928235
0.018135593220339,0.107627118644068,1.10318676458557,0.368481954583225,1.12102225021681,0.371652917780006
0.018135593220339,0.115762711864407,1.10124991801063,0.367852134229102,1.12071982871135,0.371299116349934
0.018135593220339,0.123898305084746,1.09753344501631,0.366679746652841,1.12022115332511,0.370769485623157
0.018135593220339,0.132033898305085,1.09334184807851,0.365391743029197,1.11970488396448,0.370279302016539
0.018135593220339,0.140169491525424,1.09104371611106,0.364634137746632,1.11935353117942,0.369846376291497
0.018135593220339,0.148305084745763,1.08501019764737,0.362758374448229,1.11863150921882,0.369152284967932
0.018135593220339,0.156440677966102,1.08204583102576,0.3618081688657,1.11822433497971,0.368698045399953
0.018135593220339,0.164576271186441,1.07873050594713,0.360709074803963,1.11774297824586,0.368119850660522
0.018135593220339,0.17271186440678,1.0717029869826,0.358532550839298,1.11694024967922,0.367376391392879
0.018135593220339,0.180847457627119,1.06905353409277,0.357645502545232,1.11653937816267,0.366861988608276
0.018135593220339,0.188983050847458,1.06461099865275,0.356184701961993,1.11593753966077,0.366158139709683
0.018135593220339,0.197118644067797,1.05770401036621,0.354033904848134,1.11514968003574,0.365410930196127
0.018135593220339,0.205254237288136,1.05440318971285,0.352918954726363,1.11466049984292,0.364783216441684
0.018135593220339,0.213389830508475,1.04885702770603,0.351119698250803,1.11395811600462,0.363977140206236
0.018135593220339,0.221525423728814,1.04225746556258,0.349035799838497,1.11318226107841,0.363205394039058
0.018135593220339,0.229661016949153,1.03827992506621,0.347696423485253,1.11261708649921,0.362479024249416
0.018135593220339,0.237796610169492,1.03150489847145,0.345521415125027,1.1118007622796,0.361564899214542
0.018135593220339,0.245932203389831,1.02546627455147,0.343576648150682,1.11105642886932,0.36077364036202
0.018135593220339,0.254067796610169,1.02082358677343,0.34202629428878,1.11042626441993,0.359955874388039
0.018135593220339,0.262203389830508,1.01256433416962,0.339388743950689,1.1094617679028,0.358924020968831
0.018135593220339,0.270338983050847,1.00747393173889,0.337708756628214,1.10879352669953,0.358125847840718
0.018135593220339,0.278474576271186,1.00207320369865,0.335917199726615,1.10808502873243,0.35719940401221
0.018135593220339,0.286610169491525,0.99258204558717,0.332892000988965,1.10699770997837,0.356091566174967
0.018135593220339,0.294745762711864,0.988387951957469,0.331468525491148,1.10640500719861,0.355260712861925
0.018135593220339,0.302881355932203,0.982103934469183,0.329393578851194,1.10560219617832,0.354214999617177
0.018135593220339,0.311016949152542,0.972979900165423,0.326467108181884,1.10454445753613,0.35310317192687
0.018135593220339,0.319152542372881,0.968265977196781,0.324872176755575,1.10389262184199,0.352170395842772
0.018135593220339,0.32728813559322,0.96101882867277,0.322491945824396,1.1029924584725,0.351011952469622
0.018135593220339,0.335423728813559,0.952493555168009,0.319736605344216,1.10198530398659,0.349899627384447
0.018135593220339,0.343559322033898,0.947204827541281,0.317953060531177,1.10126938195328,0.348861388099359
0.018135593220339,0.351694915254237,0.938917401548348,0.315246846745556,1.1002681626858,0.347597192023142
0.018135593220339,0.359830508474576,0.931200349229876,0.312725476114253,1.09932779567345,0.346480980060205
0.018135593220339,0.367966101694915,0.925305366572309,0.310746708029476,1.09854898093952,0.345339804621986
0.018135593220339,0.376101694915254,0.915871263671473,0.30768025187914,1.09743385256282,0.343971266324658
0.018135593220339,0.384237288135593,0.909195257776361,0.305466909932167,1.09658475935029,0.342852547943208
0.018135593220339,0.392372881355932,0.902651542022795,0.30328143686769,1.09574033987731,0.341605493326749
0.018135593220339,0.400508474576271,0.891981019676599,0.299825650031364,1.09450125811441,0.340149669055732
0.018135593220339,0.40864406779661,0.886570207783724,0.297993128183603,1.09376821229142,0.339018599033238
0.018135593220339,0.416779661016949,0.87931101069101,0.295578810948746,1.09284914492182,0.337657511664156
0.018135593220339,0.424915254237288,0.868902751972594,0.292196639923732,1.09163147124137,0.33619475003916
0.018135593220339,0.433050847457627,0.863395014728367,0.29032685022877,1.09088419818758,0.334976186204341
0.018135593220339,0.441186440677966,0.855361593522225,0.287665656537094,1.08988547336519,0.333501739446155
0.018135593220339,0.449322033898305,0.845720096163034,0.284515022431077,1.08873933478711,0.332052403246818
0.018135593220339,0.457457627118644,0.839739321685266,0.282491375371312,1.08794049707327,0.330727053776829
0.018135593220339,0.465593220338983,0.830878943772745,0.27956835001742,1.08685920167228,0.329145096967594
0.018135593220339,0.473728813559322,0.822153958072614,0.276695929618121,1.08579764922374,0.327707572608575
0.018135593220339,0.481864406779661,0.815672974716481,0.274510990492686,1.0849462529199,0.326274892657232
0.018135593220339,0.49,0.805929275721563,0.271308960027223,1.08377705878823,0.324592056228746
0.026271186440678,0.01,1.12452635962495,0.374635772320747,1.12382440337666,0.374768876439384
0.026271186440678,0.018135593220339,1.12402201738768,0.374516334453263,1.12348053828482,0.374602707986606
0.026271186440678,0.026271186440678,1.12328297342037,0.374378971977739,1.12328297342037,0.37445545604784
0.026271186440678,0.0344067796610169,1.12235720162558,0.374165239208869,1.12307977757439,0.374275929261426
0.026271186440678,0.0425423728813559,1.12094920234716,0.373828467968899,1.1228204749946,0.374028679549404
0.026271186440678,0.0506779661016949,1.11958311881684,0.373465193384689,1.12256558256887,0.37378729925706
0.026271186440678,0.0588135593220339,1.11768685511313,0.37296145044791,1.12225376175307,0.37349713002738
0.026271186440678,0.0669491525423729,1.11565461077123,0.372388916027132,1.12193088546358,0.373168602673985
0.026271186440678,0.0750847457627119,1.11390866871396,0.371874702032631,1.12162281116563,0.372875947716286
0.026271186440678,0.0832203389830509,1.11079004060556,0.371000253041286,1.12119845898301,0.372450513648199
0.026271186440678,0.0913559322033898,1.10844123735332,0.370292794286079,1.12083127655601,0.372065089474425
0.026271186440678,0.0994915254237288,1.10509188991087,0.36933014114223,1.12037841854562,0.37162379162039
0.026271186440678,0.107627118644068,1.10197112698781,0.368370417981361,1.1199210952954,0.371154671310114
0.026271186440678,0.115762711864407,1.09959096055823,0.367630805959102,1.11954627113362,0.370748284638295
0.026271186440678,0.123898305084746,1.09463508600483,0.366158394109036,1.11891972417181,0.370145257887654
0.026271186440678,0.132033898305085,1.09149094752519,0.365166234017855,1.11845312217304,0.369629918437493
0.026271186440678,0.140169491525424,1.08652748784432,0.36368203565583,1.11783284289961,0.369017882586249
0.026271186440678,0.148305084745763,1.08260084286194,0.362433513038622,1.11727454652433,0.368429694796399
0.026271186440678,0.156440677966102,1.07955671865778,0.361459364609744,1.11681823570657,0.367896847889907
0.026271186440678,0.164576271186441,1.07291459193118,0.359431866771433,1.11600999177131,0.367123586922893
0.026271186440678,0.17271186440678,1.0691591791059,0.358218364242557,1.11546497336277,0.366493605932491
0.026271186440678,0.180847457627119,1.06300152864833,0.356320923000017,1.11470693203453,0.365716725910133
0.026271186440678,0.188983050847458,1.05802404986938,0.354728270821653,1.11403289041954,0.365001201930698
0.026271186440678,0.197118644067797,1.0544706571169,0.353569970252461,1.11351071735533,0.364354672776365
0.026271186440678,0.205254237288136,1.04616682993045,0.350990717346926,1.11252046525951,0.363393475464246
0.026271186440678,0.213389830508475,1.04197464742388,0.349616924082711,1.11191786762527,0.362663533551288
0.026271186440678,0.221525423728814,1.03715609361163,0.348059490703621,1.11125849077014,0.361861356461358
0.026271186440678,0.229661016949153,1.028813810991,0.345437635616441,1.11025282714271,0.360875639309923
0.026271186440678,0.237796610169492,1.02489457407339,0.344143925082003,1.10968128358845,0.360127743340623
0.026271186440678,0.245932203389831,1.01501493274522,0.341035906724629,1.10851479622111,0.358962620041157
0.026271186440678,0.254067796610169,1.01053931569865,0.339555398867683,1.10787302895365,0.358147144099823
0.026271186440678,0.262203389830508,1.00566691341318,0.337949438649647,1.10719046098489,0.357243572364467
0.026271186440678,0.270338983050847,0.99560435751652,0.33476663001026,1.10600007090218,0.356060625785872
0.026271186440678,0.278474576271186,0.991414348358329,0.333371461767338,1.10539066387294,0.355216153790943
0.026271186440678,0.286610169491525,0.982026038169236,0.330353773270377,1.10423885321297,0.353926234477176
0.026271186440678,0.294745762711864,0.975493404779533,0.328242364955659,1.10339782422672,0.352952532382417
0.026271186440678,0.302881355932203,0.970504048801204,0.326576541195047,1.10268893040516,0.351947457817922
0.026271186440678,0.311016949152542,0.959053335857867,0.322931061679449,1.10134495255062,0.350565174320375
0.026271186440678,0.319152542372881,0.954678017319678,0.321464281339981,1.1007074378736,0.349631958724866
0.026271186440678,0.32728813559322,0.946825959350023,0.318877801420927,1.09968309146672,0.348307504101465
0.026271186440678,0.335423728813559,0.937481651324847,0.315889919286219,1.09856173764874,0.347088970724614
0.026271186440678,0.343559322033898,0.932426203350559,0.314185888468404,1.09783451337591,0.345990484936544
0.026271186440678,0.351694915254237,0.919808172784225,0.310145361358184,1.09635816927139,0.344400370823016
0.026271186440678,0.359830508474576,0.915333488829249,0.308636590961188,1.09570259471819,0.343389057361476
0.026271186440678,0.367966101694915,0.908266012691491,0.306271646035137,1.09474439321568,0.342018325813261
0.026271186440678,0.376101694915254,0.897124198768431,0.302703956610419,1.093432888277,0.340567035849245
0.026271186440678,0.384237288135593,0.892066276334505,0.300986279662473,1.09269633447322,0.339385824321584
0.026271186440678,0.392372881355932,0.881516501749608,0.297541568090441,1.09139672292582,0.337733198543867
0.026271186440678,0.400508474576271,0.873975544438612,0.295086597767513,1.09044214368325,0.336497925052836
0.026271186440678,0.40864406779661,0.867442104328854,0.29287585719843,1.08953091441972,0.33508085992427
0.026271186440678,0.416779661016949,0.854992055023372,0.288875495070823,1.0880749661154,0.333397239151935
0.026271186440678,0.424915254237288,0.849989850925372,0.287166094835096,1.08733720818032,0.332145771928416
0.026271186440678,0.433050847457627,0.84113096920163,0.284223397917914,1.08619133920031,0.330476466115508
0.026271186440678,0.441186440677966,0.831143131033955,0.280995325838758,1.0849867977009,0.328972954513848
0.026271186440678,0.449322033898305,0.825035750994823,0.278911237692727,1.08411508152823,0.327511195333644
0.026271186440678,0.457457627118644,0.812239434389078,0.274773150492501,1.08260654935678,0.325616982322548
0.026271186440678,0.465593220338983,0.806696110238359,0.272892783640908,1.08181329947809,0.324281276307948
0.026271186440678,0.473728813559322,0.7989368977922,0.270281953093976,1.08077096017195,0.322593713108592
0.026271186440678,0.481864406779661,0.787305147474501,0.266521058723189,1.07938991383073,0.320822848070107
0.026271186440678,0.49,0.781568914527968,0.264550382889258,1.07855444821894,0.3193218296396
0.0344067796610169,0.01,1.12443600000106,0.374518794779689,1.12345484005518,0.374692219770415
0.0344067796610169,0.018135593220339,1.12388082361118,0.374342654768428,1.12284815650252,0.374477648109198
0.0344067796610169,0.026271186440678,1.12307977757439,0.374165239208869,1.12235720162558,0.374275929261426
0.0344067796610169,0.0344067796610169,1.12203396071767,0.373944980230178,1.12203396071767,0.374044907718421
0.0344067796610169,0.0425423728813559,1.12065878344902,0.373647896112308,1.1217294172046,0.373773605612487
0.0344067796610169,0.0506779661016949,1.11921086573092,0.373291707616561,1.12142680365674,0.373509872404651
0.0344067796610169,0.0588135593220339,1.11730054409379,0.372821479339834,1.1210836588978,0.37318573503221
0.0344067796610169,0.0669491525423729,1.11521768697489,0.372280961495292,1.12072472811594,0.372835380403888
0.0344067796610169,0.0750847457627119,1.11311021718982,0.37169579865625,1.12034369857137,0.372484263691419
0.0344067796610169,0.0832203389830509,1.11026328075321,0.370943169553516,1.1199263984438,0.372056444077072
0.0344067796610169,0.0913559322033898,1.10774785266082,0.370224986289164,1.11951482265947,0.371647725528038
0.0344067796610169,0.0994915254237288,1.10447650597775,0.369306624352004,1.11903343502622,0.371178453228972
0.0344067796610169,0.107627118644068,1.10118853396665,0.368353008199854,1.11854587406204,0.370675614185428
0.0344067796610169,0.115762711864407,1.0981570150178,0.367445200405927,1.11805992087262,0.370199932047748
0.0344067796610169,0.123898305084746,1.09381400438342,0.366194364770555,1.11748193913472,0.369608860037541
0.0344067796610169,0.132033898305085,1.09035413765774,0.365146997338888,1.11696022853715,0.369057563084658
0.0344067796610169,0.140169491525424,1.08573566438437,0.363788922041347,1.11633636760089,0.368439215022465
0.0344067796610169,0.148305084745763,1.08141223977851,0.362462617647005,1.11571964387532,0.367792469622622
0.0344067796610169,0.156440677966102,1.07784929624579,0.361352866295785,1.11516769382557,0.367216260633799
0.0344067796610169,0.164576271186441,1.07176521629212,0.359532476334578,1.11439716175894,0.366433999469388
0.0344067796610169,0.17271186440678,1.06753776761636,0.358208722588965,1.11377948603008,0.365750035951981
0.0344067796610169,0.180847457627119,1.06154273927175,0.356397962913898,1.11300737232504,0.364975022907102
0.0344067796610169,0.188983050847458,1.05641331996996,0.354777488252039,1.11228545271356,0.36419187915858
0.0344067796610169,0.197118644067797,1.05257919999928,0.353558177451234,1.11170204016264,0.3635317444615
0.0344067796610169,0.205254237288136,1.04470895212839,0.351143598687384,1.11072515578838,0.36254698356105
0.0344067796610169,0.213389830508475,1.03986889720671,0.349594657782307,1.11002657538143,0.361733411260694
0.0344067796610169,0.221525423728814,1.03254023280441,0.347340966769619,1.10910788790887,0.360795643944236
0.0344067796610169,0.229661016949153,1.02680675849985,0.345495759982228,1.10830484882264,0.359888488076379
0.0344067796610169,0.237796610169492,1.02243424987763,0.344085048529434,1.10765460991279,0.35909907629711
0.0344067796610169,0.245932203389831,1.01328229431543,0.341233312342111,1.10652916563795,0.357955803497263
0.0344067796610169,0.254067796610169,1.00798355714157,0.339511568720408,1.10576781142934,0.357021925653095
0.0344067796610169,0.262203389830508,0.999394811331393,0.336834720340879,1.10470695311796,0.355910817483612
0.0344067796610169,0.270338983050847,0.993246248576111,0.334830034985452,1.10384499159834,0.354891322208273
0.0344067796610169,0.278474576271186,0.988473547154906,0.333271627263912,1.10314205844789,0.35398206807405
0.0344067796610169,0.286610169491525,0.97815591147302,0.330020847246918,1.10188005872665,0.352670875471709
0.0344067796610169,0.294745762711864,0.972541592381432,0.328175635162778,1.10107263701268,0.351625766780454
0.0344067796610169,0.302881355932203,0.962797215372796,0.325106214340591,1.09987901416238,0.350334663416978
0.0344067796610169,0.311016949152542,0.95639780095826,0.322999239750652,1.09897736538564,0.349211804596649
0.0344067796610169,0.319152542372881,0.951348455724976,0.321333979872414,1.09823494478661,0.348190991013422
0.0344067796610169,0.32728813559322,0.940001365552676,0.31772793093648,1.09685103466706,0.34670603337015
0.0344067796610169,0.335423728813559,0.934197161500641,0.315803144797277,1.09601228925684,0.345557326134898
0.0344067796610169,0.343559322033898,0.923422885573455,0.312379683125329,1.09469759652891,0.34407973191253
0.0344067796610169,0.351694915254237,0.916910427880341,0.310218677441815,1.09377344744448,0.342863947604226
0.0344067796610169,0.359830508474576,0.911691075500351,0.308482827537457,1.09300336370841,0.341738297540388
0.0344067796610169,0.367966101694915,0.89945952855602,0.304568233895909,1.09151257925445,0.340073976600282
0.0344067796610169,0.376101694915254,0.89357292753029,0.302601702749259,1.09065608397447,0.338831010138965
0.0344067796610169,0.384237288135593,0.883687997852326,0.299407421648739,1.08940289864944,0.33726057422244
0.0344067796610169,0.392372881355932,0.875389966461809,0.296691188428616,1.08830051600535,0.335860692775366
0.0344067796610169,0.400508474576271,0.870039139555017,0.294899112906319,1.08750790791106,0.334626179774011
0.0344067796610169,0.40864406779661,0.857120058584239,0.290739889931434,1.08593123278468,0.332788779471662
0.0344067796610169,0.416779661016949,0.851238548494426,0.288762884726505,1.08506791791604,0.331460054558298
0.0344067796610169,0.424915254237288,0.842681320037239,0.285947298490495,1.08392776409305,0.329839991335684
0.0344067796610169,0.433050847457627,0.832383323320065,0.282601172848915,1.08262078138509,0.32821568629289
0.0344067796610169,0.441186440677966,0.826945702365633,0.28076865807319,1.08181048483144,0.32687285514905
0.0344067796610169,0.449322033898305,0.813507466516804,0.276420485546755,1.08016721378377,0.324864448212386
0.0344067796610169,0.457457627118644,0.807698951922409,0.274457559748006,1.07930572413353,0.323457645895361
0.0344067796610169,0.465593220338983,0.799782804936664,0.271820330979258,1.07821699972906,0.321756844756173
0.0344067796610169,0.473728813559322,0.788368550658165,0.26811096694567,1.07678947847343,0.319941500476453
0.0344067796610169,0.481864406779661,0.782903614902675,0.266258608329697,1.07596835676321,0.318494911810694
0.0344067796610169,0.49,0.769072698363509,0.261763873478154,1.07427267416859,0.31631218087705
0.0425423728813559,0.01,1.12430497693218,0.374340152520952,1.12290322110973,0.374580615774535
0.0425423728813559,0.018135593220339,1.12362069330528,0.373931908053355,1.12127198582505,0.374239449430571
0.0425423728813559,0.026271186440678,1.1228204749946,0.373828467968899,1.12094920234716,0.374028679549404
0.0425423728813559,0.0344067796610169,1.1217294172046,0.373647896112308,1.12065878344902,0.373773605612487
0.0425423728813559,0.0425423728813559,1.12036396041804,0.373376289551971,1.12036396041804,0.373491947836389
0.0425423728813559,0.0506779661016949,1.11882514531886,0.373035957509656,1.12001427062794,0.373185756151092
0.0425423728813559,0.0588135593220339,1.11689730603858,0.37260601517504,1.11964020164899,0.372822470344663
0.0425423728813559,0.0669491525423729,1.11480586056684,0.372087442541076,1.1192606026037,0.372457706530384
0.0425423728813559,0.0750847457627119,1.11253555904862,0.371502639512004,1.11884567670731,0.372063443318748
0.0425423728813559,0.0832203389830509,1.10978045789222,0.370808124584721,1.11840124500329,0.371618527373174
0.0425423728813559,0.0913559322033898,1.10717025217695,0.370083656621586,1.11794720756751,0.371181343027391
0.0425423728813559,0.0994915254237288,1.10389691923587,0.369207811674477,1.11744537585887,0.370682166915014
0.0425423728813559,0.107627118644068,1.10056503246409,0.368284447125968,1.11692867258436,0.370156964342713
0.0425423728813559,0.115762711864407,1.09726091394791,0.36732525309077,1.11638688105571,0.369629409215682
0.0425423728813559,0.123898305084746,1.09313374576209,0.366177584380857,1.1158059392259,0.369031182337595
0.0425423728813559,0.132033898305085,1.08953327576915,0.365116820718944,1.11523892880642,0.368456251431886
0.0425423728813559,0.140169491525424,1.08496633933044,0.363803106035632,1.1145903453918,0.367803050085774
0.0425423728813559,0.148305084745763,1.08053896818493,0.362493949444541,1.11394552602841,0.367132053477296
0.0425423728813559,0.156440677966102,1.07628911743213,0.361203899585767,1.11329064938346,0.366474844561486
0.0425423728813559,0.164576271186441,1.07086720602108,0.359617451795933,1.11256351856217,0.365716487830737
0.0425423728813559,0.17271186440678,1.06641763156051,0.35825812729322,1.11189451708919,0.365005457255913
0.0425423728813559,0.180847457627119,1.06065756679058,0.35653726157709,1.11110941863316,0.364206765620409
0.0425423728813559,0.188983050847458,1.05526595363568,0.354883247494508,1.11034459404164,0.36338818992337
0.0425423728813559,0.197118644067797,1.0502432001038,0.353320654377438,1.10959464254348,0.362603896352227
0.0425423728813559,0.205254237288136,1.0435887872671,0.351310538325733,1.10872418223327,0.361687504617802
0.0425423728813559,0.213389830508475,1.03843911387571,0.349697787180584,1.10796684282256,0.360842452527543
0.0425423728813559,0.221525423728814,1.03148941167482,0.347577914279272,1.1070475704203,0.359891402330085
0.0425423728813559,0.229661016949153,1.02537922402197,0.345654735689039,1.10618538088002,0.358934860519409
0.0425423728813559,0.237796610169492,1.01979778952382,0.34388485321025,1.10536209574213,0.358032418741757
0.0425423728813559,0.245932203389831,1.01193267001411,0.341462211246855,1.10435048580184,0.356948215174537
0.0425423728813559,0.254067796610169,1.00624249480367,0.33964818987765,1.10352113289396,0.355975735114844
0.0425423728813559,0.262203389830508,0.99820871300629,0.337159532201678,1.1024771396805,0.354872154607771
0.0425423728813559,0.270338983050847,0.991550116195514,0.335025340646261,1.10153638369107,0.353781470659582
0.0425423728813559,0.278474576271186,0.985677001558805,0.333135362375758,1.10066952363189,0.352777295553017
0.0425423728813559,0.286610169491525,0.976600353461063,0.330300691781916,1.09951611724109,0.351515511818952
0.0425423728813559,0.294745762711864,0.97051142751748,0.32833146973705,1.09862895178616,0.350418438968244
0.0425423728813559,0.302881355932203,0.961500079846565,0.325507809345352,1.0974709463046,0.349160142986034
0.0425423728813559,0.311016949152542,0.954455979041862,0.323219602714831,1.09647152623257,0.347942656826951
0.0425423728813559,0.319152542372881,0.948744668951444,0.321356438713706,1.09561233054666,0.346876314182149
0.0425423728813559,0.32728813559322,0.938270117277625,0.318049513494123,1.09429369841165,0.345401791155309
0.0425423728813559,0.335423728813559,0.93190622872045,0.315967915103469,1.093363276951,0.344183976361537
0.0425423728813559,0.343559322033898,0.922036866571269,0.312846572165867,1.09210268263549,0.34276869991461
0.0425423728813559,0.351694915254237,0.914757649868517,0.310456484052019,1.09106282254527,0.341433631833413
0.0425423728813559,0.359830508474576,0.909406468824479,0.30869479530754,1.09024075948751,0.34032425256067
0.0425423728813559,0.367966101694915,0.897582871721545,0.304923400512946,1.08875445806417,0.33861983850549
0.0425423728813559,0.376101694915254,0.89105778440152,0.302768705549972,1.08779457324326,0.337288969902028
0.0425423728813559,0.384237288135593,0.880450620574753,0.299387703482224,1.08644281334418,0.335711482612932
0.0425423728813559,0.392372881355932,0.8730622009021,0.296940467847843,1.08537859119432,0.334267742367477
0.0425423728813559,0.400508474576271,0.86752914690065,0.29510610142297,1.0845295448765,0.333042979536141
0.0425423728813559,0.40864406779661,0.855129554402074,0.291121546154561,1.08296518587518,0.331184515889064
0.0425423728813559,0.416779661016949,0.848537766730897,0.288927203869942,1.08198784754592,0.329747418586253
0.0425423728813559,0.424915254237288,0.837310412341132,0.285324581199043,1.08055744640444,0.328004946237835
